,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
93,Renault TRIBER,Renault,2021,"40,007 km",Petrol,Manual,"EMI ₹9,621/m*",₹5.45 lakh
94,Tata Tiago,Tata,2018,"1,03,888 km",Petrol,Manual,"EMI ₹6,696/m*",₹3.01 lakh
95,Nissan MAGNITE,Nissan,2021,"27,728 km",Petrol,Auto,"EMI ₹11,333/m*",₹6.42 lakh
96,Ford Ecosport,Ford,2017,"39,957 km",Diesel,Manual,"EMI ₹12,012/m*",₹5.40 lakh
97,Maruti Alto 800,Maruti,2016,"92,232 km",Petrol,Manual,"EMI ₹5,116/m*",₹2.30 lakh
98,Hyundai GRAND I10 NIOS,Hyundai,2022,"4,494 km",Petrol,Auto,"EMI ₹10,734/m*",₹6.08 lakh
99,Tata Tiago,Tata,2019,"83,231 km",Petrol,Manual,"EMI ₹5,667/m*",₹3.21 lakh
100,Tata Tiago,Tata,2018,"48,517 km",Petrol,Manual,"EMI ₹6,267/m*",₹3.55 lakh
101,Tata NEXON,Tata,2021,"28,791 km",Petrol,Manual,"EMI ₹9,991/m*",₹5.66 lakh
102,Tata Tiago,Tata,2018,"39,282 km",Petrol,Auto,"EMI ₹6,973/m*",₹3.95 lakh
103,Volkswagen Polo,Volkswagen,2013,"79,582 km",Petrol,Manual,"EMI ₹13,181/m*",₹2.80 lakh
104,Hyundai VENUE,Hyundai,2020,"54,804 km",Petrol,Auto,"EMI ₹12,283/m*",₹6.96 lakh
105,Maruti Alto K10,Maruti,2025,"7,833 km",Petrol,Auto,"EMI ₹9,016/m*",₹5.11 lakh
106,Datsun Redi Go,Datsun,2021,"75,534 km",Petrol,Manual,"EMI ₹4,378/m*",₹2.48 lakh
107,Volkswagen Ameo,Volkswagen,2016,"24,916 km",Petrol,Manual,"EMI ₹10,446/m*",₹4.70 lakh
108,Hyundai Elite i20,Hyundai,2016,"1,46,409 km",Petrol,Manual,"EMI ₹7,763/m*",₹3.49 lakh
109,Maruti S PRESSO,Maruti,2021,"36,176 km",Petrol,Auto,"EMI ₹6,655/m*",₹3.77 lakh
110,Tata PUNCH,Tata,2024,"27,354 km",Petrol,Manual,"EMI ₹12,888/m*",₹7.30 lakh
111,Maruti S PRESSO,Maruti,2020,"40,065 km",Petrol,Manual,"EMI ₹5,896/m*",₹3.34 lakh
112,Maruti Baleno,Maruti,2021,"27,795 km",Petrol,Manual,"EMI ₹10,571/m*",₹5.99 lakh
