,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
218,Honda Brio,Honda,2013,"92,620 km",Petrol,Manual,"EMI ₹7,673/m*",₹1.63 lakh
219,Volkswagen Polo,Volkswagen,2011,"1,56,471 km",Petrol,Manual,"EMI ₹7,673/m*",₹1.22 lakh
220,Hyundai Verna,Hyundai,2013,"1,44,379 km",Diesel,Manual,"EMI ₹24,256/m*",₹2.73 lakh
221,Nissan Terrano,Nissan,2016,"1,54,769 km",Diesel,Manual,"EMI ₹5,267/m*",₹2.00 lakh
222,Maruti Dzire,Maruti,2017,"1,38,103 km",Diesel,Auto,"EMI ₹10,255/m*",₹4.61 lakh
223,Renault Duster,Renault,2013,"2,15,965 km",Diesel,Manual,"EMI ₹18,836/m*",₹2.12 lakh
224,Hyundai Xcent,Hyundai,2015,"1,74,677 km",Diesel,Manual,"EMI ₹5,979/m*",₹1.80 lakh
225,Renault TRIBER,Renault,2020,"29,268 km",Petrol,Auto,"EMI ₹9,709/m*",₹5.50 lakh
226,Ford Figo,Ford,2012,"1,41,805 km",Diesel,Manual,"EMI ₹9,709/m*",₹0.74 lakh
227,Tata Bolt,Tata,2015,"1,58,354 km",Petrol,Manual,"EMI ₹3,608/m*",₹1.37 lakh
228,Maruti Wagon R 1.0,Maruti,2014,"1,49,932 km",Petrol,Manual,"EMI ₹5,813/m*",₹1.75 lakh
229,Tata NEXON,Tata,2018,"2,52,939 km",Diesel,Manual,"EMI ₹12,234/m*",₹5.50 lakh
230,Mahindra Scorpio,Mahindra,2017,"21,133 km",Diesel,Manual,"EMI ₹18,612/m*",₹8.56 lakh
231,Ford Figo,Ford,2011,"1,11,862 km",Diesel,Manual,"EMI ₹18,612/m*",₹0.85 lakh
232,Ford Ecosport,Ford,2014,"1,30,259 km",Diesel,Manual,"EMI ₹11,203/m*",₹2.38 lakh
233,Maruti Ciaz,Maruti,2017,"73,500 km",Petrol,Manual,"EMI ₹10,225/m*",₹5.23 lakh
234,Hyundai Santro Xing,Hyundai,2012,"53,168 km",Petrol,Manual,"EMI ₹10,573/m*",₹1.19 lakh
235,Maruti Alto K10,Maruti,2011,"70,366 km",Petrol,Manual,"EMI ₹10,573/m*",₹1.55 lakh
236,Hyundai i10,Hyundai,2013,"1,16,355 km",Petrol,Manual,"EMI ₹7,061/m*",₹1.50 lakh
237,Mahindra XUV500,Mahindra,2014,"1,68,453 km",Diesel,Manual,"EMI ₹16,805/m*",₹3.57 lakh
238,Hyundai Creta,Hyundai,2021,"58,421 km",Petrol,Manual,"EMI ₹14,965/m*",₹8.74 lakh
239,Maruti Swift,Maruti,2024,"4,119 km",Petrol,Manual,"EMI ₹13,081/m*",₹7.41 lakh
240,Maruti Ertiga,Maruti,2018,"75,797 km",Diesel,Manual,"EMI ₹10,283/m*",₹5.26 lakh
241,Maruti Baleno,Maruti,2021,"53,023 km",Petrol,Manual,"EMI ₹8,897/m*",₹5.04 lakh
242,Hyundai Verna,Hyundai,2017,"1,10,754 km",Diesel,Manual,"EMI ₹12,613/m*",₹5.67 lakh
243,Maruti Baleno,Maruti,2016,"42,389 km",Petrol,Auto,"EMI ₹9,632/m*",₹4.33 lakh
244,Skoda Fabia,Skoda,2011,"53,982 km",Petrol,Manual,"EMI ₹9,632/m*",₹1.19 lakh
245,Ford Ecosport,Ford,2015,"1,71,693 km",Diesel,Manual,"EMI ₹8,005/m*",₹2.41 lakh
246,Maruti S Cross,Maruti,2016,"71,527 km",Diesel,Manual,"EMI ₹9,217/m*",₹3.50 lakh
247,Maruti Wagon R Duo,Maruti,2010,"1,23,870 km",Petrol,Manual,"EMI ₹9,217/m*",₹0.61 lakh
248,Tata NEXON,Tata,2019,"32,500 km",Petrol,Manual,"EMI ₹10,592/m*",₹6.00 lakh
249,Skoda Rapid,Skoda,2012,"93,028 km",Petrol,Manual,"EMI ₹14,394/m*",₹1.62 lakh
250,Maruti Alto 800,Maruti,2017,"55,364 km",Petrol,Manual,"EMI ₹4,653/m*",₹2.38 lakh
251,Tata NEXON,Tata,2021,"38,153 km",Petrol,Manual,"EMI ₹10,751/m*",₹6.09 lakh
252,Maruti Vitara Brezza,Maruti,2017,"1,22,129 km",Diesel,Manual,"EMI ₹9,209/m*",₹4.14 lakh
253,Maruti Dzire,Maruti,2020,"53,504 km",Petrol,Manual,"EMI ₹8,809/m*",₹4.99 lakh
254,Hyundai i10,Hyundai,2011,"59,748 km",Petrol,Manual,"EMI ₹8,809/m*",₹1.65 lakh
255,Hyundai Grand i10,Hyundai,2013,"1,15,347 km",Petrol,Manual,"EMI ₹10,356/m*",₹2.20 lakh
256,Ford New Figo,Ford,2019,"68,920 km",Petrol,Manual,"EMI ₹6,020/m*",₹3.41 lakh
257,Honda City,Honda,2015,"1,31,443 km",Diesel,Manual,"EMI ₹9,333/m*",₹2.81 lakh
258,Hyundai Verna,Hyundai,2012,"1,05,308 km",Diesel,Manual,"EMI ₹9,333/m*",₹2.44 lakh
259,Hyundai Eon,Hyundai,2017,"1,19,940 km",Petrol,Manual,"EMI ₹4,649/m*",₹2.09 lakh
260,Hyundai i10,Hyundai,2011,"98,084 km",Petrol,Manual,"EMI ₹4,649/m*",₹1.20 lakh
261,Hyundai Eon,Hyundai,2017,"73,961 km",Petrol,Manual,"EMI ₹4,301/m*",₹2.20 lakh
262,Hyundai Grand i10,Hyundai,2016,"78,119 km",Petrol,Manual,"EMI ₹7,185/m*",₹3.23 lakh
263,Volkswagen Polo,Volkswagen,2011,"1,56,961 km",Diesel,Manual,"EMI ₹7,185/m*",₹1.38 lakh
264,Maruti Celerio,Maruti,2021,"41,744 km",Petrol,Auto,"EMI ₹6,743/m*",₹3.82 lakh
265,Maruti Swift,Maruti,2015,"1,09,761 km",Petrol,Manual,"EMI ₹10,929/m*",₹4.15 lakh
266,Tata NEXON,Tata,2017,"1,53,422 km",Diesel,Manual,"EMI ₹9,921/m*",₹4.46 lakh
267,Mahindra Verito,Mahindra,2014,"1,67,700 km",Diesel,Manual,"EMI ₹4,943/m*",₹1.05 lakh
268,Hyundai Grand i10,Hyundai,2015,"78,537 km",Petrol,Manual,"EMI ₹7,979/m*",₹3.03 lakh
269,Mahindra XUV500,Mahindra,2016,"1,44,986 km",Diesel,Auto,"EMI ₹14,721/m*",₹5.59 lakh
270,Maruti Alto 800,Maruti,2015,"37,909 km",Petrol,Manual,"EMI ₹6,083/m*",₹2.31 lakh
