,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
101,Renault Duster,Renault,2013,"2,29,337 km",Diesel,Manual,"EMI ₹15,460/m*",₹1.74 lakh
102,Hyundai i20,Hyundai,2012,"1,05,427 km",Diesel,Manual,"EMI ₹15,460/m*",₹1.53 lakh
103,Tata Harrier,Tata,2022,"1,29,013 km",Diesel,Manual,"EMI ₹27,178/m*",₹12.50 lakh
104,Maruti Alto 800,Maruti,2018,"85,381 km",Petrol,Manual,"EMI ₹3,831/m*",₹2.17 lakh
105,Hyundai i10,Hyundai,2015,"1,07,517 km",Petrol,Manual,"EMI ₹5,820/m*",₹2.21 lakh
106,Hyundai i20,Hyundai,2013,"1,10,383 km",Diesel,Manual,"EMI ₹16,704/m*",₹1.88 lakh
107,Tata ALTROZ,Tata,2025,"20,015 km",Petrol,Manual,"EMI ₹12,445/m*",₹7.05 lakh
108,Hyundai Eon,Hyundai,2017,"1,20,418 km",Petrol,Manual,"EMI ₹3,871/m*",₹1.74 lakh
109,Nissan Sunny,Nissan,2013,"1,54,820 km",Diesel,Manual,"EMI ₹12,261/m*",₹1.38 lakh
110,Maruti Swift Dzire,Maruti,2011,"1,64,185 km",Diesel,Manual,"EMI ₹12,261/m*",₹1.83 lakh
111,Maruti Wagon R 1.0,Maruti,2011,"90,866 km",Petrol,Manual,"EMI ₹12,261/m*",₹1.31 lakh
112,Maruti Wagon R 1.0,Maruti,2013,"63,101 km",Petrol,Manual,"EMI ₹9,415/m*",₹2.00 lakh
113,Maruti Alto,Maruti,2011,"80,663 km",Petrol,Manual,"EMI ₹9,415/m*",₹0.81 lakh
114,Tata NEXON,Tata,2020,"96,601 km",Diesel,Manual,"EMI ₹10,715/m*",₹6.07 lakh
115,Maruti Swift,Maruti,2022,"1,35,444 km",Petrol,Manual,"EMI ₹9,899/m*",₹4.45 lakh
116,Hyundai Grand i10,Hyundai,2014,"1,70,490 km",Petrol,Manual,"EMI ₹8,104/m*",₹2.44 lakh
117,Hyundai Grand i10,Hyundai,2015,"80,283 km",Petrol,Manual,"EMI ₹7,084/m*",₹2.69 lakh
118,Hyundai i10,Hyundai,2011,"80,112 km",Petrol,Manual,"EMI ₹7,084/m*",₹1.27 lakh
119,Hyundai Verna,Hyundai,2012,"1,53,254 km",Diesel,Manual,"EMI ₹7,084/m*",₹1.50 lakh
120,Chevrolet Enjoy,Chevrolet,2014,"1,14,485 km",Diesel,Manual,"EMI ₹6,967/m*",₹1.48 lakh
121,Nissan Sunny,Nissan,2012,"1,83,479 km",Diesel,Manual,"EMI ₹6,967/m*",₹0.99 lakh
122,Hyundai Elite i20,Hyundai,2014,"94,350 km",Petrol,Manual,"EMI ₹10,562/m*",₹3.18 lakh
123,Hyundai Grand i10,Hyundai,2017,"59,750 km",Petrol,Manual,"EMI ₹6,745/m*",₹3.45 lakh
124,Tata Safari,Tata,2011,"2,48,507 km",Diesel,Manual,"EMI ₹6,745/m*",₹2.29 lakh
125,Hyundai Elite i20,Hyundai,2019,"93,167 km",Petrol,Manual,"EMI ₹7,926/m*",₹4.49 lakh
126,Jeep Compass,Jeep,2017,"49,000 km",Diesel,Manual,"EMI ₹14,815/m*",₹6.66 lakh
127,Volkswagen Vento,Volkswagen,2011,"1,56,104 km",Diesel,Manual,"EMI ₹14,815/m*",₹1.22 lakh
128,Maruti Wagon R 1.0,Maruti,2017,"19,336 km",Petrol,Manual,"EMI ₹5,103/m*",₹2.61 lakh
129,Hyundai i20,Hyundai,2013,"1,51,539 km",Diesel,Manual,"EMI ₹20,879/m*",₹2.35 lakh
130,Mahindra XUV500,Mahindra,2014,"95,515 km",Diesel,Manual,"EMI ₹16,852/m*",₹3.58 lakh
131,Hyundai Xcent,Hyundai,2014,"73,823 km",Diesel,Manual,"EMI ₹13,228/m*",₹2.81 lakh
132,Landrover RANGE ROVER VELAR,Landrover,2022,"44,958 km",Diesel,Auto,"EMI ₹95,560/m*",₹55.81 lakh
133,Maruti Baleno,Maruti,2020,"92,000 km",Petrol,Manual,"EMI ₹8,261/m*",₹4.68 lakh
134,Maruti Alto,Maruti,2021,"38,578 km",Petrol,Manual,"EMI ₹4,519/m*",₹2.56 lakh
135,Maruti Alto 800,Maruti,2017,"48,614 km",Petrol,Manual,"EMI ₹4,145/m*",₹2.12 lakh
136,Mahindra Kuv100,Mahindra,2016,"76,842 km",Petrol,Manual,"EMI ₹4,471/m*",₹2.01 lakh
137,KIA SONET,KIA,2020,"1,41,808 km",Petrol,Manual,"EMI ₹12,657/m*",₹5.69 lakh
138,Nissan Sunny,Nissan,2014,"1,52,765 km",Petrol,Manual,"EMI ₹5,779/m*",₹1.74 lakh
139,Hyundai i20,Hyundai,2011,"1,53,393 km",Petrol,Manual,"EMI ₹5,779/m*",₹1.40 lakh
140,Hyundai Eon,Hyundai,2017,"25,937 km",Petrol,Manual,"EMI ₹4,418/m*",₹2.26 lakh
141,Hyundai Santro Xing,Hyundai,2012,"86,253 km",Petrol,Manual,"EMI ₹11,373/m*",₹1.28 lakh
142,Maruti Ertiga,Maruti,2022,"57,600 km",Petrol,Auto,"EMI ₹16,095/m*",₹9.40 lakh
143,Maruti Swift,Maruti,2017,"1,43,790 km",Diesel,Manual,"EMI ₹8,364/m*",₹3.76 lakh
144,Hyundai Santro Xing,Hyundai,2011,"1,39,813 km",Petrol,Manual,"EMI ₹8,364/m*",₹0.94 lakh
145,Hyundai i10,Hyundai,2011,"65,594 km",Petrol,Manual,"EMI ₹8,364/m*",₹0.84 lakh
146,Audi Q3,Audi,2018,"1,13,249 km",Diesel,Auto,"EMI ₹26,461/m*",₹12.17 lakh
147,Hyundai Grand i10,Hyundai,2015,"80,566 km",Diesel,Manual,"EMI ₹8,270/m*",₹2.49 lakh
148,Honda City,Honda,2014,"95,419 km",Diesel,Manual,"EMI ₹13,840/m*",₹2.94 lakh
149,Renault Duster,Renault,2014,"67,136 km",Diesel,Manual,"EMI ₹10,497/m*",₹2.23 lakh
150,Tata PUNCH,Tata,2024,"21,244 km",Petrol,Manual,"EMI ₹12,992/m*",₹7.36 lakh
151,Maruti Swift,Maruti,2022,"36,558 km",Petrol,Manual,"EMI ₹9,515/m*",₹5.39 lakh
152,Honda Brio,Honda,2011,"79,486 km",Petrol,Manual,"EMI ₹9,515/m*",₹1.16 lakh
153,Skoda Rapid,Skoda,2017,"1,00,376 km",Diesel,Manual,"EMI ₹10,722/m*",₹4.82 lakh
154,Maruti Alto 800,Maruti,2013,"1,87,190 km",Petrol,Manual,"EMI ₹6,590/m*",₹1.40 lakh
155,Maruti Ertiga,Maruti,2016,"65,442 km",Diesel,Manual,"EMI ₹17,854/m*",₹6.78 lakh
156,Volkswagen Vento,Volkswagen,2016,"94,859 km",Diesel,Auto,"EMI ₹9,401/m*",₹3.57 lakh
157,KIA SELTOS,KIA,2023,"21,419 km",Petrol,Manual,"EMI ₹16,609/m*",₹9.70 lakh
158,Hyundai Xcent,Hyundai,2014,"1,18,368 km",Petrol,Manual,"EMI ₹10,031/m*",₹3.02 lakh
159,Hyundai Xcent,Hyundai,2014,"2,35,266 km",Petrol,Manual,"EMI ₹8,735/m*",₹2.63 lakh
160,Maruti Alto,Maruti,2021,"28,115 km",Petrol,Manual,"EMI ₹4,943/m*",₹2.80 lakh
161,Fiat Punto EVO,Fiat,2016,"1,36,592 km",Petrol,Manual,"EMI ₹3,670/m*",₹1.65 lakh
162,Honda Amaze,Honda,2019,"1,34,581 km",Petrol,Manual,"EMI ₹9,498/m*",₹4.27 lakh
163,Hyundai i20,Hyundai,2013,"1,33,758 km",Diesel,Manual,"EMI ₹15,810/m*",₹1.78 lakh
164,Hyundai Santro Xing,Hyundai,2013,"1,47,909 km",Petrol,Manual,"EMI ₹7,155/m*",₹1.52 lakh
165,Maruti Celerio,Maruti,2016,"66,881 km",Petrol,Manual,"EMI ₹5,561/m*",₹2.50 lakh
166,Tata ALTROZ,Tata,2022,"64,234 km",Petrol,Manual,"EMI ₹9,974/m*",₹5.65 lakh
167,Hyundai i10,Hyundai,2010,"1,43,760 km",Petrol,Manual,"EMI ₹9,974/m*",₹0.59 lakh
168,Toyota Etios,Toyota,2011,"1,65,582 km",Petrol,Manual,"EMI ₹9,974/m*",₹1.27 lakh
169,Hyundai Creta,Hyundai,2018,"1,14,191 km",Diesel,Manual,"EMI ₹13,992/m*",₹6.29 lakh
170,Maruti Ertiga,Maruti,2021,"1,28,510 km",Petrol,Manual,"EMI ₹17,394/m*",₹8.00 lakh
171,Tata PUNCH,Tata,2021,"45,248 km",Petrol,Manual,"EMI ₹9,285/m*",₹5.26 lakh
172,Hyundai i20,Hyundai,2011,"1,01,473 km",Diesel,Manual,"EMI ₹9,285/m*",₹0.99 lakh
173,Maruti S Cross,Maruti,2016,"1,46,458 km",Diesel,Manual,"EMI ₹9,875/m*",₹3.75 lakh
174,Mahindra Verito,Mahindra,2011,"1,97,427 km",Diesel,Manual,"EMI ₹9,875/m*",₹1.21 lakh
175,Chevrolet Sail,Chevrolet,2013,"1,39,253 km",Diesel,Manual,"EMI ₹10,662/m*",₹1.20 lakh
176,Hyundai Verna,Hyundai,2014,"1,36,816 km",Diesel,Manual,"EMI ₹12,474/m*",₹2.65 lakh
177,Maruti Ciaz,Maruti,2018,"29,936 km",Petrol,Manual,"EMI ₹9,833/m*",₹5.57 lakh
178,Hyundai Creta,Hyundai,2018,"94,015 km",Diesel,Manual,"EMI ₹13,060/m*",₹6.68 lakh
179,Hyundai Grand i10,Hyundai,2019,"67,785 km",Petrol,Auto,"EMI ₹6,955/m*",₹3.94 lakh
180,Hyundai i20,Hyundai,2010,"99,348 km",Petrol,Manual,"EMI ₹6,955/m*",₹0.92 lakh
181,Hyundai Grand i10,Hyundai,2016,"78,194 km",Petrol,Auto,"EMI ₹10,121/m*",₹4.55 lakh
182,Maruti Ertiga,Maruti,2017,"1,89,016 km",Diesel,Manual,"EMI ₹11,144/m*",₹5.01 lakh
183,Tata Tiago,Tata,2023,"15,325 km",Petrol,Manual,"EMI ₹8,209/m*",₹4.65 lakh
184,Honda Amaze,Honda,2015,"1,55,393 km",Diesel,Manual,"EMI ₹9,400/m*",₹2.83 lakh
185,Maruti Baleno,Maruti,2018,"71,000 km",Petrol,Auto,"EMI ₹7,926/m*",₹4.49 lakh
186,Hyundai Verna,Hyundai,2015,"2,40,940 km",Diesel,Manual,"EMI ₹11,858/m*",₹3.57 lakh
187,Honda Amaze,Honda,2020,"42,079 km",Petrol,Manual,"EMI ₹8,297/m*",₹4.70 lakh
188,Fiat Grand Punto,Fiat,2016,"1,12,581 km",Diesel,Manual,"EMI ₹4,319/m*",₹1.64 lakh
189,Hyundai Santro Xing,Hyundai,2013,"1,46,162 km",Petrol,Manual,"EMI ₹8,191/m*",₹1.74 lakh
190,Hyundai Verna,Hyundai,2011,"1,61,084 km",Diesel,Manual,"EMI ₹8,191/m*",₹1.74 lakh
191,Honda City,Honda,2015,"80,776 km",Petrol,Auto,"EMI ₹10,534/m*",₹4.00 lakh
192,Hyundai Grand i10,Hyundai,2014,"1,36,224 km",Petrol,Manual,"EMI ₹8,304/m*",₹2.50 lakh
193,Hyundai Creta,Hyundai,2023,"50,314 km",Petrol,Manual,"EMI ₹15,051/m*",₹8.79 lakh
194,Hyundai ALCAZAR,Hyundai,2022,"44,268 km",Petrol,Auto,"EMI ₹21,386/m*",₹12.49 lakh
195,Hyundai Grand i10,Hyundai,2015,"1,03,912 km",Petrol,Manual,"EMI ₹7,637/m*",₹2.90 lakh
196,Tata NEXON,Tata,2022,"42,186 km",Petrol,Manual,"EMI ₹13,240/m*",₹7.50 lakh
197,Maruti Dzire,Maruti,2018,"1,40,040 km",Petrol,Manual,"EMI ₹9,053/m*",₹4.07 lakh
198,Hyundai Xcent,Hyundai,2015,"1,14,188 km",Petrol,Manual,"EMI ₹8,980/m*",₹3.41 lakh
199,Volkswagen Jetta,Volkswagen,2014,"1,24,618 km",Diesel,Manual,"EMI ₹14,734/m*",₹3.13 lakh
200,Maruti Eeco,Maruti,2015,"2,11,425 km",Petrol,Manual,"EMI ₹5,003/m*",₹1.90 lakh
201,Maruti Swift Dzire,Maruti,2011,"1,05,396 km",Petrol,Manual,"EMI ₹5,003/m*",₹1.71 lakh
202,Maruti Wagon R 1.0,Maruti,2011,"1,22,334 km",Petrol,Manual,"EMI ₹5,003/m*",₹1.10 lakh
203,Hyundai Grand i10,Hyundai,2017,"65,802 km",Petrol,Manual,"EMI ₹7,312/m*",₹3.74 lakh
204,Honda WR-V,Honda,2018,"1,27,273 km",Diesel,Manual,"EMI ₹11,656/m*",₹5.24 lakh
205,MG ASTOR,MG,2023,"25,141 km",Petrol,Manual,"EMI ₹17,996/m*",₹10.51 lakh
206,Skoda Octavia,Skoda,2015,"1,29,686 km",Diesel,Auto,"EMI ₹13,053/m*",₹3.93 lakh
207,Hyundai Elite i20,Hyundai,2017,"78,936 km",Petrol,Manual,"EMI ₹7,879/m*",₹4.03 lakh
208,Tata Tiago,Tata,2019,"83,175 km",Petrol,Manual,"EMI ₹6,814/m*",₹3.86 lakh
209,Maruti Alto 800,Maruti,2018,"27,892 km",Petrol,Manual,"EMI ₹4,537/m*",₹2.57 lakh
210,Chevrolet Sail UVA,Chevrolet,2014,"1,80,894 km",Diesel,Manual,"EMI ₹6,214/m*",₹1.32 lakh
