,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
133,Hyundai Verna,Hyundai,2017,"48,402 km",Petrol,Manual,"EMI ₹9,189/m*",₹4.70 lakh
134,Hyundai Elite i20,Hyundai,2016,"71,856 km",Petrol,Manual,"EMI ₹9,888/m*",₹4.44 lakh
135,Maruti Wagon R 1.0,Maruti,2018,"27,836 km",Petrol,Manual,"EMI ₹5,190/m*",₹2.94 lakh
136,Skoda KUSHAQ,Skoda,2022,"49,545 km",Petrol,Manual,"EMI ₹15,060/m*",₹8.80 lakh
137,Maruti Vitara Brezza,Maruti,2017,"79,525 km",Diesel,Manual,"EMI ₹13,792/m*",₹6.20 lakh
138,Mahindra XUV300,Mahindra,2023,"95,027 km",Diesel,Manual,"EMI ₹13,148/m*",₹7.45 lakh
139,Tata PUNCH,Tata,2023,"29,209 km",Petrol,Auto,"EMI ₹11,825/m*",₹6.70 lakh
140,Skoda Rapid,Skoda,2017,"1,19,944 km",Petrol,Manual,"EMI ₹7,852/m*",₹3.53 lakh
141,Renault Kwid,Renault,2016,"84,648 km",CNG,Manual,"EMI ₹6,922/m*",₹2.08 lakh
142,Maruti Wagon R 1.0,Maruti,2013,"91,826 km",Petrol,Manual,"EMI ₹8,544/m*",₹1.81 lakh
143,Hyundai NEW I20,Hyundai,2021,"1,49,924 km",Petrol,Manual,"EMI ₹11,587/m*",₹5.21 lakh
144,Hyundai GRAND I10 NIOS,Hyundai,2021,"78,486 km",CNG,Manual,"EMI ₹8,118/m*",₹4.60 lakh
145,Hyundai Creta,Hyundai,2016,"1,14,301 km",CNG,Manual,"EMI ₹19,570/m*",₹5.89 lakh
146,Tata Harrier,Tata,2019,"40,171 km",Diesel,Manual,"EMI ₹16,694/m*",₹9.75 lakh
147,Hyundai Eon,Hyundai,2018,"68,625 km",Petrol,Manual,"EMI ₹3,848/m*",₹2.18 lakh
148,Maruti Alto 800,Maruti,2014,"25,209 km",Petrol,Manual,"EMI ₹5,580/m*",₹1.68 lakh
149,Maruti Wagon R 1.0,Maruti,2013,"83,871 km",Petrol,Manual,"EMI ₹8,991/m*",₹1.91 lakh
150,Volkswagen Ameo,Volkswagen,2017,"95,740 km",Petrol,Manual,"EMI ₹6,813/m*",₹3.48 lakh
151,Hyundai AURA,Hyundai,2020,"41,247 km",Petrol,Auto,"EMI ₹8,355/m*",₹4.73 lakh
152,Hyundai Elite i20,Hyundai,2016,"59,057 km",Petrol,Manual,"EMI ₹8,876/m*",₹3.99 lakh
153,Maruti IGNIS,Maruti,2018,"35,480 km",Petrol,Manual,"EMI ₹5,896/m*",₹3.34 lakh
154,Datsun Go Plus,Datsun,2015,"59,922 km",Petrol,Manual,"EMI ₹4,766/m*",₹1.81 lakh
