,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
244,Volkswagen Vento,Volkswagen,2017,"48,977 km",Petrol,Auto,"EMI ₹5,670/m*",₹2.90 lakh
245,Hyundai i10,Hyundai,2011,"70,075 km",Petrol,Manual,"EMI ₹5,670/m*",₹0.97 lakh
246,Maruti Swift,Maruti,2020,"58,895 km",Petrol,Manual,"EMI ₹6,178/m*",₹3.50 lakh
247,Hyundai Elite i20,Hyundai,2017,"65,117 km",Petrol,Manual,"EMI ₹6,510/m*",₹3.33 lakh
248,Tata NEXON,Tata,2019,"67,647 km",Petrol,Auto,"EMI ₹9,338/m*",₹5.29 lakh
249,Hyundai i10,Hyundai,2012,"30,331 km",Petrol,Manual,"EMI ₹13,327/m*",₹1.50 lakh
250,Maruti Alto,Maruti,2019,"33,554 km",Petrol,Manual,"EMI ₹4,148/m*",₹2.35 lakh
251,Honda City,Honda,2011,"58,827 km",Petrol,Manual,"EMI ₹4,148/m*",₹1.63 lakh
252,Maruti Ciaz,Maruti,2017,"42,130 km",Petrol,Manual,"EMI ₹6,197/m*",₹3.17 lakh
253,BMW 5 Series,BMW,2017,"86,927 km",Diesel,Auto,"EMI ₹33,952/m*",₹15.62 lakh
254,Maruti Wagon R 1.0,Maruti,2012,"21,658 km",Petrol,Manual,"EMI ₹13,327/m*",₹1.50 lakh
255,Renault Kwid,Renault,2017,"29,828 km",Petrol,Manual,"EMI ₹3,793/m*",₹1.94 lakh
256,Maruti Swift Dzire,Maruti,2012,"2,25,779 km",Diesel,Manual,"EMI ₹3,793/m*",₹2.22 lakh
257,Honda Brio,Honda,2015,"56,075 km",Petrol,Manual,"EMI ₹5,714/m*",₹2.17 lakh
258,Honda Jazz,Honda,2015,"63,892 km",Petrol,Auto,"EMI ₹5,872/m*",₹2.23 lakh
259,Tata Bolt,Tata,2016,"31,531 km",Petrol,Manual,"EMI ₹4,093/m*",₹1.84 lakh
260,Honda City,Honda,2017,"50,777 km",Petrol,Manual,"EMI ₹6,764/m*",₹3.46 lakh
261,Maruti Ciaz,Maruti,2017,"1,11,101 km",Diesel,Manual,"EMI ₹5,784/m*",₹2.60 lakh
262,Renault Duster,Renault,2015,"2,30,001 km",Diesel,Manual,"EMI ₹9,632/m*",₹2.90 lakh
263,Nissan Terrano,Nissan,2014,"1,30,800 km",Diesel,Manual,"EMI ₹8,709/m*",₹1.85 lakh
264,Hyundai Grand i10,Hyundai,2015,"1,04,568 km",Petrol,Manual,"EMI ₹5,267/m*",₹2.00 lakh
265,Tata NEXON,Tata,2024,"7,679 km",Petrol,Manual,"EMI ₹19,605/m*",₹11.45 lakh
266,Honda Amaze,Honda,2016,"77,227 km",Petrol,Auto,"EMI ₹4,560/m*",₹2.05 lakh
267,Ford Figo,Ford,2011,"1,44,312 km",Diesel,Manual,"EMI ₹4,560/m*",₹0.67 lakh
268,Maruti Wagon R 1.0,Maruti,2013,"35,796 km",Petrol,Manual,"EMI ₹8,473/m*",₹1.80 lakh
269,Maruti Zen Estilo,Maruti,2011,"44,386 km",Petrol,Manual,"EMI ₹8,473/m*",₹0.65 lakh
270,Maruti Wagon R 1.0,Maruti,2011,"26,643 km",Petrol,Manual,"EMI ₹8,473/m*",₹1.12 lakh
271,Maruti Swift,Maruti,2015,"48,052 km",Petrol,Manual,"EMI ₹5,530/m*",₹2.10 lakh
272,Hyundai i20,Hyundai,2014,"87,317 km",Diesel,Manual,"EMI ₹10,262/m*",₹2.18 lakh
273,Hyundai Elite i20,Hyundai,2017,"78,167 km",Petrol,Manual,"EMI ₹6,549/m*",₹3.35 lakh
274,Honda Brio,Honda,2012,"33,857 km",Petrol,Manual,"EMI ₹10,573/m*",₹1.19 lakh
275,Maruti Celerio,Maruti,2017,"45,172 km",Petrol,Manual,"EMI ₹5,561/m*",₹2.50 lakh
276,MG ASTOR,MG,2021,"50,809 km",Petrol,Manual,"EMI ₹15,530/m*",₹9.07 lakh
277,Honda Jazz,Honda,2018,"73,995 km",Petrol,Manual,"EMI ₹5,349/m*",₹3.03 lakh
278,Mahindra Kuv100,Mahindra,2016,"59,195 km",Diesel,Manual,"EMI ₹6,531/m*",₹2.48 lakh
279,Hyundai Eon,Hyundai,2012,"17,935 km",Petrol,Manual,"EMI ₹14,660/m*",₹1.65 lakh
280,Honda City,Honda,2013,"73,469 km",Petrol,Manual,"EMI ₹9,415/m*",₹2.00 lakh
281,Hyundai i20,Hyundai,2011,"84,867 km",Petrol,Manual,"EMI ₹9,415/m*",₹1.20 lakh
282,Datsun Redi Go,Datsun,2018,"25,408 km",Petrol,Manual,"EMI ₹2,436/m*",₹1.38 lakh
283,Renault Duster,Renault,2012,"84,995 km",Diesel,Manual,"EMI ₹2,436/m*",₹1.45 lakh
284,Ford Figo,Ford,2013,"4,445 km",Petrol,Manual,"EMI ₹6,308/m*",₹1.34 lakh
285,Tata TIGOR,Tata,2018,"1,52,308 km",Diesel,Manual,"EMI ₹6,673/m*",₹3.00 lakh
286,Honda Brio,Honda,2015,"23,088 km",Petrol,Manual,"EMI ₹4,345/m*",₹1.65 lakh
287,Honda Jazz,Honda,2017,"43,374 km",Petrol,Auto,"EMI ₹5,670/m*",₹2.90 lakh
288,Honda Amaze,Honda,2015,"74,796 km",Petrol,Manual,"EMI ₹5,267/m*",₹2.00 lakh
289,Maruti Alto K10,Maruti,2012,"1,04,990 km",Petrol,Manual,"EMI ₹11,995/m*",₹1.35 lakh
290,Mahindra TUV300,Mahindra,2016,"20,934 km",Diesel,Manual,"EMI ₹12,087/m*",₹4.59 lakh
291,Renault Scala,Renault,2013,"64,178 km",Diesel,Manual,"EMI ₹9,685/m*",₹1.09 lakh
292,Tata PUNCH,Tata,2022,"14,364 km",Petrol,Manual,"EMI ₹9,886/m*",₹5.60 lakh
293,Hyundai Xcent,Hyundai,2014,"94,990 km",Petrol,Manual,"EMI ₹7,905/m*",₹2.38 lakh
294,Toyota Corolla Altis,Toyota,2011,"81,811 km",Petrol,Manual,"EMI ₹7,905/m*",₹1.93 lakh
295,Maruti Zen Estilo,Maruti,2010,"39,011 km",Petrol,Manual,"EMI ₹7,905/m*",₹0.65 lakh
296,Renault Duster,Renault,2014,"1,45,750 km",Diesel,Manual,"EMI ₹9,415/m*",₹2.00 lakh
297,KIA CARENS,KIA,2022,"7,291 km",Petrol,Manual,"EMI ₹14,657/m*",₹8.56 lakh
298,Honda Amaze,Honda,2015,"42,691 km",Petrol,Manual,"EMI ₹5,293/m*",₹2.01 lakh
299,Maruti Baleno,Maruti,2017,"1,04,113 km",Petrol,Manual,"EMI ₹8,075/m*",₹3.63 lakh
300,Volkswagen Ameo,Volkswagen,2017,"1,24,958 km",Diesel,Manual,"EMI ₹5,784/m*",₹2.60 lakh
301,Volkswagen Vento,Volkswagen,2010,"1,08,401 km",Petrol,Manual,"EMI ₹5,784/m*",₹1.28 lakh
302,Maruti Zen Estilo,Maruti,2013,"82,580 km",Petrol,Manual,"EMI ₹6,449/m*",₹1.37 lakh
303,Hyundai NEW SANTRO,Hyundai,2018,"47,102 km",Petrol,Manual,"EMI ₹4,201/m*",₹2.38 lakh
304,Maruti Wagon R 1.0,Maruti,2014,"43,802 km",Petrol,Manual,"EMI ₹6,643/m*",₹2.00 lakh
305,Toyota Etios Liva,Toyota,2016,"57,076 km",Petrol,Manual,"EMI ₹5,917/m*",₹2.66 lakh
306,Maruti Celerio,Maruti,2017,"28,054 km",Petrol,Auto,"EMI ₹5,259/m*",₹2.69 lakh
307,Honda Amaze,Honda,2020,"37,535 km",Petrol,Manual,"EMI ₹8,968/m*",₹5.08 lakh
308,Mahindra Kuv100,Mahindra,2016,"65,477 km",Diesel,Manual,"EMI ₹4,450/m*",₹1.69 lakh
309,Maruti Wagon R 1.0,Maruti,2011,"43,827 km",Petrol,Manual,"EMI ₹4,450/m*",₹1.15 lakh
310,Datsun Go Plus,Datsun,2018,"4,60,800 km",Petrol,Manual,"EMI ₹3,782/m*",₹1.70 lakh
311,Toyota Etios,Toyota,2012,"1,15,422 km",Diesel,Manual,"EMI ₹3,782/m*",₹2.32 lakh
312,Hyundai i20,Hyundai,2011,"54,989 km",Petrol,Manual,"EMI ₹3,782/m*",₹1.33 lakh
313,Maruti Ritz,Maruti,2013,1 km,Petrol,Manual,"EMI ₹6,355/m*",₹1.35 lakh
314,Honda Jazz,Honda,2018,"30,645 km",Petrol,Manual,"EMI ₹6,161/m*",₹3.49 lakh
315,Honda Amaze,Honda,2013,"96,371 km",Petrol,Manual,"EMI ₹7,532/m*",₹1.60 lakh
316,Toyota Etios,Toyota,2014,"97,101 km",Petrol,Manual,"EMI ₹7,872/m*",₹2.37 lakh
317,Maruti Alto,Maruti,2020,"2,669 km",Petrol,Manual,"EMI ₹4,855/m*",₹2.75 lakh
318,Hyundai Grand i10,Hyundai,2016,"36,074 km",Petrol,Manual,"EMI ₹5,561/m*",₹2.50 lakh
319,Hyundai i20,Hyundai,2014,"39,334 km",Petrol,Manual,"EMI ₹6,178/m*",₹1.86 lakh
320,Hyundai Xcent,Hyundai,2016,"51,453 km",Petrol,Manual,"EMI ₹5,272/m*",₹2.37 lakh
321,Maruti Swift,Maruti,2019,"49,786 km",Petrol,Manual,"EMI ₹6,037/m*",₹3.42 lakh
322,Hyundai Grand i10,Hyundai,2017,"61,750 km",Petrol,Manual,"EMI ₹5,181/m*",₹2.65 lakh
323,Hyundai Grand i10,Hyundai,2015,"40,279 km",Petrol,Manual,"EMI ₹5,267/m*",₹2.00 lakh
324,Volkswagen Polo,Volkswagen,2011,"41,952 km",Petrol,Manual,"EMI ₹5,267/m*",₹1.38 lakh
325,Hyundai Verna,Hyundai,2024,"5,257 km",Petrol,Manual,"EMI ₹21,728/m*",₹12.69 lakh
326,Renault Kwid,Renault,2022,"10,124 km",Petrol,Manual,"EMI ₹5,737/m*",₹3.25 lakh
327,Hyundai i20 Active,Hyundai,2016,"1,24,000 km",Petrol,Manual,"EMI ₹6,673/m*",₹3.00 lakh
328,Hyundai Creta,Hyundai,2017,"93,383 km",Diesel,Manual,"EMI ₹10,344/m*",₹4.65 lakh
329,Renault Kwid,Renault,2017,"58,449 km",Petrol,Auto,"EMI ₹3,773/m*",₹1.93 lakh
330,Hyundai Creta,Hyundai,2018,"64,658 km",Diesel,Auto,"EMI ₹10,244/m*",₹5.24 lakh
331,Maruti Ertiga,Maruti,2017,"1,77,968 km",Diesel,Manual,"EMI ₹14,014/m*",₹6.30 lakh
332,Maruti Vitara Brezza,Maruti,2017,"1,37,082 km",Diesel,Manual,"EMI ₹10,099/m*",₹4.54 lakh
333,Toyota Corolla Altis,Toyota,2015,"96,159 km",Petrol,Auto,"EMI ₹10,033/m*",₹3.81 lakh
334,MG ASTOR,MG,2022,"16,273 km",Petrol,Manual,"EMI ₹13,769/m*",₹7.80 lakh
335,Ford Figo,Ford,2014,"1,05,157 km",Diesel,Manual,"EMI ₹5,555/m*",₹1.18 lakh
336,Hyundai Creta,Hyundai,2018,"39,725 km",Petrol,Manual,"EMI ₹8,791/m*",₹4.98 lakh
337,Maruti Wagon R 1.0,Maruti,2018,"46,241 km",Petrol,Auto,"EMI ₹5,119/m*",₹2.90 lakh
338,Ford Ecosport,Ford,2015,"1,06,915 km",Petrol,Manual,"EMI ₹8,269/m*",₹3.14 lakh
339,Honda Amaze,Honda,2015,"55,990 km",Petrol,Manual,"EMI ₹6,820/m*",₹2.59 lakh
340,Tata NEXON,Tata,2023,"25,460 km",Petrol,Manual,"EMI ₹14,105/m*",₹7.99 lakh
341,Hyundai NEW I20 N LINE,Hyundai,2021,"8,042 km",Petrol,Manual,"EMI ₹11,474/m*",₹6.50 lakh
342,Maruti Eeco,Maruti,2011,1 km,Petrol,Manual,"EMI ₹11,474/m*",₹1.20 lakh
343,Hyundai Grand i10,Hyundai,2019,"58,459 km",Petrol,Manual,"EMI ₹5,472/m*",₹3.10 lakh
344,Toyota Land Cruiser,Toyota,2012,"46,173 km",Diesel,Manual,"EMI ₹5,472/m*",₹10.68 lakh
345,Maruti Baleno,Maruti,2017,"64,688 km",Petrol,Manual,"EMI ₹6,843/m*",₹3.50 lakh
346,Hyundai i20 Active,Hyundai,2017,"40,828 km",Petrol,Manual,"EMI ₹9,677/m*",₹4.95 lakh
347,Tata NEXON,Tata,2022,"72,401 km",Petrol,Manual,"EMI ₹9,497/m*",₹5.38 lakh
348,Renault Kwid,Renault,2022,"6,812 km",Petrol,Manual,"EMI ₹6,549/m*",₹3.71 lakh
349,Mahindra Verito Vibe CS,Mahindra,2014,"42,144 km",Diesel,Manual,"EMI ₹6,308/m*",₹1.34 lakh
350,Hyundai Santro Xing,Hyundai,2010,"57,104 km",Petrol,Manual,"EMI ₹6,308/m*",₹0.75 lakh
351,Maruti Zen Estilo,Maruti,2011,"57,486 km",Petrol,Manual,"EMI ₹6,308/m*",₹0.91 lakh
352,Maruti S Cross,Maruti,2017,"48,167 km",Diesel,Manual,"EMI ₹10,143/m*",₹4.56 lakh
353,Ford Figo Aspire,Ford,2016,"1,03,132 km",Petrol,Manual,"EMI ₹4,716/m*",₹2.12 lakh
354,Skoda KUSHAQ,Skoda,2025,"14,747 km",Petrol,Manual,"EMI ₹23,971/m*",₹14.00 lakh
355,Hyundai Grand i10,Hyundai,2016,"53,155 km",Petrol,Manual,"EMI ₹6,673/m*",₹3.00 lakh
356,Hyundai Grand i10,Hyundai,2018,"42,160 km",Petrol,Manual,"EMI ₹5,384/m*",₹3.05 lakh
357,Toyota Etios,Toyota,2011,"59,053 km",Petrol,Manual,"EMI ₹5,384/m*",₹1.50 lakh
358,Maruti Wagon R 1.0,Maruti,2011,"43,572 km",Petrol,Manual,"EMI ₹5,384/m*",₹1.33 lakh
359,Hyundai Grand i10,Hyundai,2017,"41,365 km",Petrol,Manual,"EMI ₹5,572/m*",₹2.85 lakh
360,Ford Figo,Ford,2011,"1,51,809 km",Diesel,Manual,"EMI ₹5,572/m*",₹0.68 lakh
361,Hyundai NEW SANTRO,Hyundai,2018,"43,663 km",Petrol,Auto,"EMI ₹5,296/m*",₹3.00 lakh
362,Hyundai Grand i10,Hyundai,2017,"61,563 km",Petrol,Manual,"EMI ₹6,197/m*",₹3.17 lakh
363,Toyota Etios,Toyota,2011,"81,562 km",Petrol,Manual,"EMI ₹6,197/m*",₹1.45 lakh
364,Maruti Baleno,Maruti,2017,"46,153 km",Petrol,Auto,"EMI ₹8,387/m*",₹4.29 lakh
365,Maruti Alto,Maruti,2011,"29,029 km",Petrol,Manual,"EMI ₹8,387/m*",₹1.04 lakh
366,Ford Ecosport,Ford,2017,"74,881 km",Diesel,Manual,"EMI ₹7,852/m*",₹3.53 lakh
367,Maruti Ritz,Maruti,2012,"71,594 km",Petrol,Manual,"EMI ₹10,129/m*",₹1.14 lakh
368,Maruti Baleno,Maruti,2015,"37,967 km",Diesel,Manual,"EMI ₹12,455/m*",₹3.75 lakh
369,Datsun Go,Datsun,2018,"35,146 km",Petrol,Manual,"EMI ₹2,207/m*",₹1.25 lakh
370,Honda City,Honda,2015,"1,09,444 km",Petrol,Manual,"EMI ₹9,401/m*",₹3.57 lakh
371,Maruti S Cross,Maruti,2022,"47,039 km",Petrol,Manual,"EMI ₹8,650/m*",₹4.90 lakh
372,Ford Ecosport,Ford,2015,"76,694 km",Diesel,Manual,"EMI ₹12,489/m*",₹3.76 lakh
373,Maruti Dzire,Maruti,2019,"39,800 km",Petrol,Manual,"EMI ₹8,985/m*",₹5.09 lakh
374,Ford Figo Aspire,Ford,2015,"1,30,177 km",Diesel,Manual,"EMI ₹7,340/m*",₹2.21 lakh
375,KIA SELTOS,KIA,2021,"1,02,270 km",Diesel,Manual,"EMI ₹15,571/m*",₹7.00 lakh
376,Maruti Vitara Brezza,Maruti,2017,"2,12,543 km",Diesel,Manual,"EMI ₹8,898/m*",₹4.00 lakh
377,Honda City,Honda,2015,"96,899 km",Petrol,Manual,"EMI ₹8,532/m*",₹3.24 lakh
378,Hyundai NEW SANTRO,Hyundai,2019,"34,887 km",Petrol,Manual,"EMI ₹5,667/m*",₹3.21 lakh
379,Renault Kwid,Renault,2021,"10,995 km",Petrol,Manual,"EMI ₹7,449/m*",₹4.22 lakh
380,Tata TIAGO NRG,Tata,2022,"12,307 km",Petrol,Manual,"EMI ₹8,261/m*",₹4.68 lakh
381,Hyundai Santro Xing,Hyundai,2011,"46,504 km",Petrol,Manual,"EMI ₹8,261/m*",₹0.97 lakh
382,Honda BR-V,Honda,2016,"94,234 km",Diesel,Manual,"EMI ₹10,481/m*",₹3.98 lakh
383,Maruti Swift,Maruti,2021,"9,984 km",Petrol,Manual,"EMI ₹9,303/m*",₹5.27 lakh
384,Renault Kwid,Renault,2021,"23,603 km",Petrol,Manual,"EMI ₹5,472/m*",₹3.10 lakh
385,Mercedes Benz C Class,Mercedes,2013,"92,205 km",Diesel,Auto,"EMI ₹50,555/m*",₹5.69 lakh
386,Hyundai Elite i20,Hyundai,2016,"85,608 km",Diesel,Manual,"EMI ₹8,348/m*",₹3.17 lakh
387,Honda Jazz,Honda,2016,"91,402 km",Petrol,Manual,"EMI ₹5,761/m*",₹2.59 lakh
388,Honda City,Honda,2014,"60,741 km",Petrol,Auto,"EMI ₹11,658/m*",₹3.51 lakh
389,Ford Ecosport,Ford,2013,"75,007 km",Diesel,Manual,"EMI ₹23,190/m*",₹2.61 lakh
390,Ford FREESTYLE,Ford,2019,"97,554 km",Petrol,Manual,"EMI ₹6,320/m*",₹3.58 lakh
391,Maruti Ertiga,Maruti,2016,"1,24,983 km",Petrol,Manual,"EMI ₹10,766/m*",₹4.84 lakh
392,Maruti Ciaz,Maruti,2018,"55,617 km",Petrol,Manual,"EMI ₹7,944/m*",₹4.50 lakh
393,Tata ALTROZ,Tata,2022,"21,931 km",Petrol,Manual,"EMI ₹9,991/m*",₹5.66 lakh
394,Maruti Baleno,Maruti,2018,"68,412 km",Petrol,Manual,"EMI ₹7,061/m*",₹4.00 lakh
395,Jaguar XF,Jaguar,2013,"37,617 km",Diesel,Auto,"EMI ₹83,079/m*",₹9.40 lakh
396,Renault TRIBER,Renault,2022,"12,851 km",Petrol,Manual,"EMI ₹9,674/m*",₹5.48 lakh
397,Maruti Dzire,Maruti,2018,"69,156 km",Petrol,Auto,"EMI ₹7,326/m*",₹4.15 lakh
398,Hyundai Grand i10,Hyundai,2015,"32,911 km",Petrol,Manual,"EMI ₹7,900/m*",₹3.00 lakh
399,Volkswagen Ameo,Volkswagen,2018,"62,771 km",Petrol,Manual,"EMI ₹7,008/m*",₹3.97 lakh
400,Honda City,Honda,2022,"24,954 km",Petrol,Manual,"EMI ₹13,593/m*",₹7.70 lakh
401,Hyundai Elite i20,Hyundai,2020,"68,646 km",Petrol,Manual,"EMI ₹8,209/m*",₹4.65 lakh
402,Maruti Ertiga,Maruti,2024,"1,761 km",Petrol,Manual,"EMI ₹15,564/m*",₹9.09 lakh
403,Maruti Swift,Maruti,2018,"19,940 km",Petrol,Manual,"EMI ₹7,061/m*",₹4.00 lakh
404,Maruti Baleno,Maruti,2023,"4,653 km",Petrol,Auto,"EMI ₹12,180/m*",₹6.90 lakh
405,Hyundai Grand i10,Hyundai,2015,"17,533 km",Petrol,Manual,"EMI ₹8,111/m*",₹3.08 lakh
406,Hyundai NEW SANTRO,Hyundai,2019,"1,02,486 km",Petrol,Manual,"EMI ₹6,340/m*",₹2.85 lakh
407,Hyundai Elite i20,Hyundai,2018,"41,222 km",Petrol,Manual,"EMI ₹8,544/m*",₹4.84 lakh
408,Maruti Baleno,Maruti,2023,"4,481 km",Petrol,Auto,"EMI ₹11,563/m*",₹6.55 lakh
409,Toyota Camry,Toyota,2017,"42,258 km",Hybrid,Auto,"EMI ₹22,289/m*",₹11.71 lakh
410,Honda City,Honda,2016,"34,167 km",Petrol,Manual,"EMI ₹10,744/m*",₹4.83 lakh
411,Renault TRIBER,Renault,2024,"5,317 km",Petrol,Manual,"EMI ₹10,062/m*",₹5.70 lakh
412,Tata NEXON,Tata,2022,"20,473 km",Petrol,Manual,"EMI ₹10,680/m*",₹6.05 lakh
413,Honda City,Honda,2016,"42,964 km",Petrol,Manual,"EMI ₹9,165/m*",₹4.12 lakh
414,Ford Ecosport,Ford,2020,"11,974 km",Petrol,Auto,"EMI ₹13,784/m*",₹8.05 lakh
415,Tata Tiago,Tata,2020,"20,854 km",Petrol,Auto,"EMI ₹8,879/m*",₹5.03 lakh
416,Toyota Glanza,Toyota,2023,"20,281 km",Petrol,Manual,"EMI ₹9,303/m*",₹5.27 lakh
417,Maruti Baleno,Maruti,2018,"50,746 km",Petrol,Manual,"EMI ₹7,661/m*",₹4.34 lakh
418,Tata NEXON,Tata,2021,"33,448 km",Diesel,Manual,"EMI ₹16,181/m*",₹9.45 lakh
419,Hyundai Grand i10,Hyundai,2017,"82,139 km",Petrol,Manual,"EMI ₹5,865/m*",₹3.00 lakh
420,Mahindra XUV700,Mahindra,2024,"7,595 km",Diesel,Auto,"EMI ₹36,813/m*",₹21.50 lakh
421,Mahindra KUV 100 NXT,Mahindra,2020,"75,583 km",Petrol,Manual,"EMI ₹4,766/m*",₹2.70 lakh
422,Hyundai GRAND I10 NIOS,Hyundai,2022,"38,396 km",Petrol,Manual,"EMI ₹8,932/m*",₹5.06 lakh
423,Hyundai Grand i10,Hyundai,2016,"64,228 km",Petrol,Manual,"EMI ₹6,673/m*",₹3.00 lakh
424,Renault Lodgy,Renault,2016,"1,22,222 km",Diesel,Manual,"EMI ₹8,558/m*",₹3.25 lakh
425,Honda Amaze,Honda,2019,"50,811 km",Petrol,Manual,"EMI ₹7,238/m*",₹4.10 lakh
426,Honda City,Honda,2020,"53,147 km",Petrol,Auto,"EMI ₹13,240/m*",₹7.50 lakh
427,Skoda KUSHAQ,Skoda,2023,"33,164 km",Petrol,Manual,"EMI ₹17,979/m*",₹10.50 lakh
428,Maruti Swift,Maruti,2012,"13,974 km",Petrol,Manual,"EMI ₹21,768/m*",₹2.45 lakh
429,MG ASTOR,MG,2023,"47,002 km",Petrol,Auto,"EMI ₹17,979/m*",₹10.50 lakh
430,Hyundai NEW SANTRO,Hyundai,2018,"12,561 km",Petrol,Auto,"EMI ₹6,090/m*",₹3.45 lakh
431,Mercedes Benz C Class,Mercedes,2014,"44,477 km",Diesel,Auto,"EMI ₹28,903/m*",₹6.14 lakh
432,Hyundai Creta,Hyundai,2019,"84,746 km",Petrol,Manual,"EMI ₹13,398/m*",₹7.59 lakh
433,Hyundai Creta,Hyundai,2016,"50,821 km",Petrol,Manual,"EMI ₹10,566/m*",₹4.75 lakh
434,Nissan Terrano,Nissan,2016,"2,50,000 km",Diesel,Manual,"EMI ₹8,032/m*",₹3.05 lakh
435,Honda Jazz,Honda,2018,"95,112 km",Petrol,Auto,"EMI ₹7,679/m*",₹4.35 lakh
436,Maruti New Wagon-R,Maruti,2022,"51,077 km",Petrol,Manual,"EMI ₹7,449/m*",₹4.22 lakh
437,Maruti Swift Dzire,Maruti,2010,"50,247 km",Petrol,Manual,"EMI ₹7,449/m*",₹3.42 lakh
438,Tata Tigor Buzz,Tata,2018,"39,362 km",Diesel,Manual,"EMI ₹6,843/m*",₹3.50 lakh
439,Maruti Grand Vitara,Maruti,2023,"13,903 km",Petrol,Manual,"EMI ₹13,698/m*",₹8.00 lakh
440,Maruti Baleno,Maruti,2018,"1,04,079 km",Diesel,Manual,"EMI ₹9,832/m*",₹4.42 lakh
441,Maruti S Cross,Maruti,2015,"99,331 km",Diesel,Manual,"EMI ₹10,562/m*",₹3.18 lakh
442,Maruti Dzire,Maruti,2019,"30,964 km",Petrol,Manual,"EMI ₹10,766/m*",₹4.84 lakh
443,Jeep Compass,Jeep,2017,"71,331 km",Diesel,Manual,"EMI ₹16,550/m*",₹7.44 lakh
444,MG ASTOR,MG,2022,"19,037 km",Petrol,Auto,"EMI ₹16,266/m*",₹9.50 lakh
445,Skoda KUSHAQ,Skoda,2022,"46,778 km",Petrol,Auto,"EMI ₹20,547/m*",₹12.00 lakh
446,Maruti Ciaz,Maruti,2019,"1,18,417 km",Petrol,Auto,"EMI ₹14,503/m*",₹6.52 lakh
447,Mahindra XUV500,Mahindra,2020,"68,106 km",Diesel,Manual,"EMI ₹20,547/m*",₹12.00 lakh
448,Hyundai Creta,Hyundai,2015,"86,732 km",Petrol,Manual,"EMI ₹10,586/m*",₹4.02 lakh
449,Audi A3,Audi,2015,"79,101 km",Diesel,Auto,"EMI ₹20,925/m*",₹6.30 lakh
450,Hyundai NEW SANTRO,Hyundai,2018,"22,345 km",Petrol,Manual,"EMI ₹5,614/m*",₹3.18 lakh
451,Maruti Ciaz,Maruti,2018,"51,479 km",Petrol,Manual,"EMI ₹7,238/m*",₹4.10 lakh
452,Hyundai VENUE,Hyundai,2021,"27,975 km",Petrol,Manual,"EMI ₹12,498/m*",₹7.08 lakh
453,Hyundai Verna,Hyundai,2024,"4,896 km",Petrol,Manual,"EMI ₹20,889/m*",₹12.20 lakh
454,Skoda KUSHAQ,Skoda,2023,"6,802 km",Petrol,Manual,"EMI ₹17,687/m*",₹10.33 lakh
455,Tata Safari,Tata,2022,"61,435 km",Diesel,Manual,"EMI ₹24,828/m*",₹14.50 lakh
456,Maruti Baleno,Maruti,2019,"56,185 km",Petrol,Manual,"EMI ₹8,473/m*",₹4.80 lakh
457,Mahindra XUV700,Mahindra,2023,"34,248 km",Diesel,Manual,"EMI ₹30,803/m*",₹17.99 lakh
458,Hyundai VENUE,Hyundai,2021,"28,754 km",Petrol,Manual,"EMI ₹12,269/m*",₹6.95 lakh
459,Skoda SLAVIA,Skoda,2023,"29,267 km",Petrol,Auto,"EMI ₹17,979/m*",₹10.50 lakh
460,BMW X5,BMW,2012,"49,648 km",Diesel,Auto,"EMI ₹17,979/m*",₹8.33 lakh
461,Hyundai Creta,Hyundai,2020,"7,80,000 km",Diesel,Manual,"EMI ₹17,751/m*",₹7.98 lakh
462,MG HECTOR,MG,2021,"24,500 km",Petrol,Auto,"EMI ₹26,643/m*",₹15.56 lakh
463,Hyundai Verna,Hyundai,2020,"75,193 km",Petrol,Manual,"EMI ₹14,034/m*",₹7.95 lakh
464,KIA SONET,KIA,2022,"52,444 km",Diesel,Manual,"EMI ₹13,875/m*",₹7.86 lakh
465,KIA SELTOS,KIA,2020,"74,279 km",Petrol,Auto,"EMI ₹13,698/m*",₹8.00 lakh
466,Hyundai Creta,Hyundai,2017,"49,520 km",Diesel,Manual,"EMI ₹12,234/m*",₹5.50 lakh
467,Mahindra Thar,Mahindra,2022,"35,402 km",Diesel,Manual,"EMI ₹20,855/m*",₹12.18 lakh
468,Honda City,Honda,2022,"21,860 km",Petrol,Manual,"EMI ₹14,554/m*",₹8.50 lakh
469,Hyundai VENUE,Hyundai,2021,"42,316 km",Petrol,Manual,"EMI ₹11,298/m*",₹6.40 lakh
470,Maruti Baleno,Maruti,2020,"57,204 km",Petrol,Manual,"EMI ₹8,261/m*",₹4.68 lakh
471,KIA CARENS,KIA,2022,"1,062 km",Petrol,Auto,"EMI ₹19,691/m*",₹11.50 lakh
472,Skoda KUSHAQ,Skoda,2023,"17,800 km",Petrol,Auto,"EMI ₹20,547/m*",₹12.00 lakh
473,Maruti S PRESSO,Maruti,2023,"10,497 km",Petrol,Manual,"EMI ₹7,238/m*",₹4.10 lakh
474,Audi Q2,Audi,2020,"49,284 km",Petrol,Auto,"EMI ₹28,252/m*",₹16.50 lakh
475,Hyundai NEW I20,Hyundai,2020,"53,046 km",Petrol,Manual,"EMI ₹10,592/m*",₹6.00 lakh
476,Tata Safari,Tata,2022,"49,351 km",Diesel,Auto,"EMI ₹28,149/m*",₹16.44 lakh
