,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
141,Toyota Etios,Toyota,2014,"80,834 km",Diesel,Manual,"EMI ₹18,275/m*",₹3.88 lakh
142,Maruti Swift Dzire,Maruti,2013,"15,195 km",Diesel,Manual,"EMI ₹32,252/m*",₹3.63 lakh
143,Ford Figo Aspire,Ford,2019,"63,356 km",Petrol,Manual,"EMI ₹6,390/m*",₹3.62 lakh
144,Tata NEXON,Tata,2023,"19,397 km",Petrol,Manual,"EMI ₹15,393/m*",₹8.99 lakh
145,Maruti Wagon R 1.0,Maruti,2014,"1,15,085 km",Petrol,Manual,"EMI ₹6,909/m*",₹2.08 lakh
146,Maruti BREZZA,Maruti,2023,"70,672 km",CNG,Manual,"EMI ₹15,753/m*",₹9.20 lakh
147,Tata Tiago,Tata,2017,"93,785 km",Petrol,Manual,"EMI ₹6,237/m*",₹3.19 lakh
148,Maruti Baleno,Maruti,2018,"89,538 km",Petrol,Manual,"EMI ₹7,242/m*",₹4.10 lakh
149,Maruti Wagon R 1.0,Maruti,2012,"99,902 km",Petrol,Manual,"EMI ₹15,089/m*",₹1.70 lakh
150,Maruti Swift,Maruti,2017,"48,231 km",Diesel,Manual,"EMI ₹9,676/m*",₹4.35 lakh
151,Toyota Etios,Toyota,2013,"1,29,839 km",Petrol,Manual,"EMI ₹13,025/m*",₹2.77 lakh
152,Maruti Vitara Brezza,Maruti,2019,"62,836 km",Diesel,Auto,"EMI ₹13,725/m*",₹7.78 lakh
153,Hyundai GRAND I10 NIOS,Hyundai,2020,"1,01,840 km",Petrol,Auto,"EMI ₹9,565/m*",₹4.30 lakh
154,Maruti Alto 800,Maruti,2019,"51,351 km",Petrol,Manual,"EMI ₹4,431/m*",₹2.51 lakh
155,Maruti Alto 800,Maruti,2018,"80,469 km",Petrol,Manual,"EMI ₹3,336/m*",₹1.89 lakh
156,Hyundai Grand i10,Hyundai,2015,"73,826 km",Petrol,Manual,"EMI ₹7,479/m*",₹2.84 lakh
157,Maruti Celerio,Maruti,2018,"1,45,737 km",CNG,Manual,"EMI ₹6,362/m*",₹2.86 lakh
158,Ford Ecosport,Ford,2019,"67,795 km",Petrol,Auto,"EMI ₹11,242/m*",₹6.37 lakh
159,Tata NEXON,Tata,2023,"43,722 km",Petrol,Manual,"EMI ₹15,992/m*",₹9.34 lakh
160,Hyundai Eon,Hyundai,2014,"84,597 km",Petrol,Manual,"EMI ₹6,477/m*",₹1.95 lakh
161,Ford Figo Aspire,Ford,2020,"49,821 km",Diesel,Manual,"EMI ₹8,787/m*",₹4.98 lakh
162,Tata Tiago,Tata,2018,"57,408 km",Petrol,Manual,"EMI ₹6,196/m*",₹3.51 lakh
163,Hyundai Grand i10,Hyundai,2015,"60,077 km",Diesel,Manual,"EMI ₹11,029/m*",₹3.32 lakh
164,Maruti Ertiga,Maruti,2017,"68,394 km",Diesel,Manual,"EMI ₹15,914/m*",₹7.15 lakh
165,Datsun Redi Go,Datsun,2017,"50,126 km",Petrol,Manual,"EMI ₹3,421/m*",₹1.75 lakh
166,Nissan MAGNITE,Nissan,2023,"66,088 km",Petrol,Manual,"EMI ₹10,150/m*",₹5.75 lakh
167,Maruti Swift,Maruti,2016,"77,854 km",Diesel,Manual,"EMI ₹10,823/m*",₹4.11 lakh
168,Nissan MAGNITE,Nissan,2024,"12,406 km",Petrol,Manual,"EMI ₹11,492/m*",₹6.51 lakh
169,Maruti Baleno,Maruti,2021,"44,246 km",Petrol,Auto,"EMI ₹10,486/m*",₹5.94 lakh
170,KIA SONET,KIA,2021,"47,881 km",Petrol,Manual,"EMI ₹11,739/m*",₹6.65 lakh
171,Hyundai Grand i10,Hyundai,2014,"71,303 km",Petrol,Manual,"EMI ₹9,267/m*",₹2.79 lakh
172,Hyundai EXTER,Hyundai,2023,"36,887 km",Petrol,Auto,"EMI ₹13,257/m*",₹7.51 lakh
173,Tata NEXON,Tata,2018,"78,154 km",Diesel,Manual,"EMI ₹11,179/m*",₹5.72 lakh
174,Maruti Wagon R 1.0,Maruti,2012,"63,573 km",Petrol,Manual,"EMI ₹15,354/m*",₹1.73 lakh
175,Nissan Terrano,Nissan,2015,"1,09,754 km",Diesel,Manual,"EMI ₹14,415/m*",₹4.34 lakh
176,Hyundai Creta,Hyundai,2021,"47,970 km",Petrol,Auto,"EMI ₹20,547/m*",₹12.00 lakh
177,Renault Kwid,Renault,2017,"33,884 km",Petrol,Auto,"EMI ₹5,181/m*",₹2.65 lakh
178,Hyundai i10,Hyundai,2012,"63,545 km",Petrol,Manual,"EMI ₹16,259/m*",₹1.83 lakh
179,Toyota Glanza,Toyota,2021,"51,329 km",Petrol,Manual,"EMI ₹9,722/m*",₹5.51 lakh
180,Maruti Baleno,Maruti,2020,"62,778 km",Petrol,Manual,"EMI ₹8,708/m*",₹4.93 lakh
181,Hyundai Creta,Hyundai,2019,"61,373 km",Petrol,Auto,"EMI ₹14,725/m*",₹8.60 lakh
182,Maruti Baleno,Maruti,2020,"85,909 km",Petrol,Auto,"EMI ₹8,932/m*",₹5.06 lakh
183,Maruti Vitara Brezza,Maruti,2020,"1,22,979 km",Petrol,Manual,"EMI ₹14,170/m*",₹6.37 lakh
184,Maruti Baleno,Maruti,2018,"66,971 km",Petrol,Auto,"EMI ₹7,803/m*",₹4.42 lakh
185,Ford Figo Aspire,Ford,2021,"32,941 km",Petrol,Manual,"EMI ₹8,456/m*",₹4.79 lakh
186,Maruti Celerio X,Maruti,2018,"61,071 km",Petrol,Auto,"EMI ₹6,267/m*",₹3.55 lakh
187,Maruti Dzire,Maruti,2018,"68,893 km",Petrol,Manual,"EMI ₹8,385/m*",₹4.75 lakh
188,KIA SELTOS,KIA,2020,"85,243 km",Diesel,Manual,"EMI ₹14,109/m*",₹8.24 lakh
189,Maruti Baleno,Maruti,2018,"39,561 km",Petrol,Manual,"EMI ₹8,473/m*",₹4.80 lakh
190,Hyundai Xcent,Hyundai,2015,"79,588 km",Petrol,Manual,"EMI ₹7,531/m*",₹2.86 lakh
191,Datsun Redi Go,Datsun,2019,"73,399 km",Petrol,Auto,"EMI ₹4,028/m*",₹2.28 lakh
192,Maruti Alto K10,Maruti,2017,"34,727 km",Petrol,Auto,"EMI ₹5,161/m*",₹2.64 lakh
193,Honda Brio,Honda,2014,"90,652 km",Petrol,Manual,"EMI ₹7,440/m*",₹2.24 lakh
194,Renault Lodgy,Renault,2015,"88,555 km",Diesel,Manual,"EMI ₹10,924/m*",₹3.29 lakh
195,Maruti Celerio,Maruti,2016,"71,185 km",Petrol,Auto,"EMI ₹7,185/m*",₹3.23 lakh
196,Toyota URBAN CRUISER,Toyota,2020,"1,45,579 km",Petrol,Auto,"EMI ₹14,704/m*",₹6.61 lakh
197,Hyundai Elite i20,Hyundai,2017,"1,31,421 km",Diesel,Manual,"EMI ₹9,676/m*",₹4.35 lakh
198,Honda WR-V,Honda,2017,"1,00,165 km",Petrol,Manual,"EMI ₹9,387/m*",₹4.22 lakh
199,Maruti Wagon R 1.0,Maruti,2017,"41,037 km",Petrol,Auto,"EMI ₹6,843/m*",₹3.50 lakh
