,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
16,Maruti Wagon R Stingray,Maruti,2013,"21,288 km",Petrol,Manual,"EMI ₹8,911/m*",₹1.89 lakh
17,Maruti IGNIS,Maruti,2024,"34,895 km",CNG,Manual,"EMI ₹8,473/m*",₹4.80 lakh
18,Skoda KUSHAQ,Skoda,2021,"59,379 km",Petrol,Manual,"EMI ₹10,327/m*",₹5.85 lakh
19,Maruti Alto 800,Maruti,2017,"45,083 km",Petrol,Manual,"EMI ₹3,480/m*",₹1.78 lakh
20,Maruti Alto 800,Maruti,2019,"95,614 km",CNG,Manual,"EMI ₹4,459/m*",₹2.28 lakh
21,Maruti Alto 800,Maruti,2014,"83,005 km",Petrol,Manual,"EMI ₹4,251/m*",₹1.28 lakh
22,Hyundai New Elantra,Hyundai,2012,"87,134 km",Diesel,Auto,"EMI ₹4,251/m*",₹2.70 lakh
23,MG HECTOR,MG,2020,"60,401 km",Diesel,Manual,"EMI ₹16,266/m*",₹9.50 lakh
24,Ford New Figo,Ford,2017,"36,596 km",Petrol,Manual,"EMI ₹5,470/m*",₹2.80 lakh
25,Honda City,Honda,2015,"82,525 km",Petrol,Manual,"EMI ₹8,826/m*",₹3.35 lakh
26,Hyundai AURA,Hyundai,2021,"13,221 km",Petrol,Manual,"EMI ₹9,268/m*",₹5.25 lakh
27,Hyundai Verna,Hyundai,2016,"69,543 km",Petrol,Auto,"EMI ₹8,564/m*",₹3.85 lakh
28,Hyundai Grand i10,Hyundai,2017,"1,07,596 km",CNG,Manual,"EMI ₹7,984/m*",₹3.03 lakh
29,Maruti Eeco,Maruti,2018,"32,318 km",Petrol,Manual,"EMI ₹5,773/m*",₹3.27 lakh
30,Maruti Swift Dzire,Maruti,2015,"90,585 km",Petrol,Manual,"EMI ₹7,827/m*",₹2.97 lakh
31,Hyundai GRAND I10 NIOS,Hyundai,2021,"54,958 km",Petrol,Auto,"EMI ₹8,196/m*",₹4.64 lakh
32,Mahindra XUV500,Mahindra,2020,"30,379 km",Diesel,Manual,"EMI ₹13,681/m*",₹7.75 lakh
33,Maruti Swift,Maruti,2021,"34,844 km",Petrol,Manual,"EMI ₹9,621/m*",₹5.45 lakh
34,Maruti Baleno,Maruti,2017,"55,054 km",Petrol,Manual,"EMI ₹7,331/m*",₹3.75 lakh
35,Maruti Ertiga,Maruti,2020,"39,265 km",Petrol,Manual,"EMI ₹12,337/m*",₹6.99 lakh
36,Hyundai Elite i20,Hyundai,2014,"1,07,792 km",Petrol,Manual,"EMI ₹10,467/m*",₹3.15 lakh
37,Hyundai Grand i10,Hyundai,2018,"96,033 km",Petrol,Manual,"EMI ₹6,116/m*",₹3.46 lakh
38,Hyundai Eon,Hyundai,2017,"47,628 km",Petrol,Manual,"EMI ₹4,692/m*",₹2.40 lakh
39,Skoda Octavia,Skoda,2019,"55,287 km",Petrol,Auto,"EMI ₹15,796/m*",₹9.23 lakh
40,Volkswagen Polo,Volkswagen,2016,"1,29,229 km",Petrol,Auto,"EMI ₹8,570/m*",₹3.85 lakh
41,Hyundai Elite i20,Hyundai,2019,"54,982 km",Petrol,Manual,"EMI ₹8,032/m*",₹4.55 lakh
42,Maruti Alto 800,Maruti,2017,"82,817 km",Petrol,Manual,"EMI ₹3,293/m*",₹1.68 lakh
43,Hyundai i10,Hyundai,2012,"70,879 km",Petrol,Manual,"EMI ₹11,819/m*",₹1.33 lakh
44,Hyundai i10,Hyundai,2013,"83,202 km",Petrol,Manual,"EMI ₹8,238/m*",₹1.75 lakh
45,Maruti BREZZA,Maruti,2023,"29,442 km",Petrol,Manual,"EMI ₹14,123/m*",₹8.25 lakh
46,Tata ALTROZ,Tata,2025,"9,104 km",Petrol,Manual,"EMI ₹12,092/m*",₹6.85 lakh
47,Maruti New Wagon-R,Maruti,2021,"38,943 km",Petrol,Manual,"EMI ₹7,238/m*",₹4.10 lakh
48,Mahindra XUV500,Mahindra,2017,"94,939 km",Diesel,Manual,"EMI ₹10,846/m*",₹4.88 lakh
49,Hyundai Creta,Hyundai,2020,"87,080 km",Petrol,Manual,"EMI ₹14,383/m*",₹8.40 lakh
50,KIA SELTOS,KIA,2023,"28,939 km",Petrol,Manual,"EMI ₹16,438/m*",₹9.60 lakh
51,Hyundai Grand i10,Hyundai,2016,"52,121 km",Petrol,Auto,"EMI ₹7,118/m*",₹3.20 lakh
52,Honda WR-V,Honda,2020,"86,870 km",Diesel,Manual,"EMI ₹9,294/m*",₹5.26 lakh
53,Maruti Baleno,Maruti,2020,"60,541 km",CNG,Manual,"EMI ₹8,992/m*",₹5.09 lakh
54,Mahindra Thar,Mahindra,2021,"63,814 km",Diesel,Auto,"EMI ₹16,951/m*",₹9.90 lakh
55,Hyundai Eon,Hyundai,2017,"1,32,347 km",Petrol,Manual,"EMI ₹3,670/m*",₹1.65 lakh
56,Honda Amaze,Honda,2013,"76,793 km",Petrol,Manual,"EMI ₹10,356/m*",₹2.20 lakh
57,Maruti Ciaz,Maruti,2017,"1,39,590 km",Diesel,Manual,"EMI ₹8,453/m*",₹3.80 lakh
58,Hyundai Creta,Hyundai,2019,"76,152 km",Petrol,Auto,"EMI ₹13,681/m*",₹7.75 lakh
59,Volkswagen TAIGUN,Volkswagen,2021,"56,630 km",Petrol,Manual,"EMI ₹15,239/m*",₹8.90 lakh
60,Maruti Alto,Maruti,2019,"57,853 km",Petrol,Manual,"EMI ₹3,967/m*",₹2.25 lakh
61,Tata TIGOR,Tata,2022,"48,761 km",Petrol,Auto,"EMI ₹8,650/m*",₹4.90 lakh
62,Maruti Alto,Maruti,2019,"97,707 km",CNG,Manual,"EMI ₹5,001/m*",₹2.56 lakh
63,Maruti Eeco,Maruti,2018,"84,138 km",CNG,Manual,"EMI ₹8,328/m*",₹3.74 lakh
64,Tata NEXON,Tata,2021,"87,448 km",Petrol,Auto,"EMI ₹11,544/m*",₹6.54 lakh
65,Hyundai Elite i20,Hyundai,2016,"1,32,949 km",Diesel,Manual,"EMI ₹10,528/m*",₹4.00 lakh
66,Jeep Compass,Jeep,2017,"91,443 km",Diesel,Manual,"EMI ₹13,569/m*",₹6.10 lakh
67,Maruti Swift,Maruti,2014,"1,38,009 km",Petrol,Manual,"EMI ₹9,394/m*",₹2.83 lakh
68,KIA SONET,KIA,2021,"94,136 km",Diesel,Auto,"EMI ₹12,004/m*",₹6.80 lakh
69,Hyundai Verna,Hyundai,2025,"10,992 km",Petrol,Auto,"EMI ₹20,117/m*",₹11.75 lakh
70,Honda City,Honda,2021,"78,333 km",CNG,Manual,"EMI ₹11,474/m*",₹6.50 lakh
71,Jeep Compass,Jeep,2019,"70,805 km",Petrol,Auto,"EMI ₹15,239/m*",₹8.90 lakh
72,Maruti Alto 800,Maruti,2019,"30,088 km",Petrol,Manual,"EMI ₹4,325/m*",₹2.45 lakh
73,Hyundai NEW I20 N LINE,Hyundai,2023,"24,915 km",Petrol,Auto,"EMI ₹12,634/m*",₹7.16 lakh
74,Datsun Redi Go,Datsun,2018,"48,379 km",Petrol,Auto,"EMI ₹2,613/m*",₹1.48 lakh
75,Ford Ecosport,Ford,2017,"79,601 km",Diesel,Manual,"EMI ₹8,826/m*",₹3.97 lakh
