,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
282,Maruti Ciaz,Maruti,2023,"19,627 km",Petrol,Manual,"EMI ₹15,376/m*",₹8.98 lakh
283,Hyundai i20 Active,Hyundai,2018,"70,579 km",Diesel,Manual,"EMI ₹20,328/m*",₹10.68 lakh
284,Mahindra XUV500,Mahindra,2013,"1,09,683 km",Diesel,Manual,"EMI ₹46,823/m*",₹5.27 lakh
285,Hyundai Creta,Hyundai,2023,"26,321 km",Petrol,Manual,"EMI ₹22,465/m*",₹13.12 lakh
286,Toyota Innova,Toyota,2013,"1,15,129 km",Diesel,Manual,"EMI ₹46,734/m*",₹5.26 lakh
287,Maruti BREZZA,Maruti,2022,"56,329 km",Petrol,Manual,"EMI ₹13,698/m*",₹8.00 lakh
288,Tata Harrier,Tata,2019,"9,15,510 km",Diesel,Manual,"EMI ₹20,547/m*",₹9.45 lakh
289,MG HECTOR,MG,2023,"68,769 km",Petrol,Auto,"EMI ₹34,878/m*",₹20.37 lakh
290,Tata Harrier,Tata,2021,"62,925 km",Diesel,Manual,"EMI ₹22,259/m*",₹13.00 lakh
291,Tata Safari,Tata,2021,"41,935 km",Diesel,Manual,"EMI ₹26,540/m*",₹15.50 lakh
292,MG HECTOR,MG,2019,"16,418 km",Petrol,Auto,"EMI ₹22,961/m*",₹13.41 lakh
293,Honda Amaze,Honda,2020,"1,01,220 km",Diesel,Manual,"EMI ₹12,234/m*",₹5.50 lakh
294,Hyundai NEW I20 N LINE,Hyundai,2022,"37,920 km",Petrol,Manual,"EMI ₹16,523/m*",₹9.65 lakh
295,Mahindra Scorpio,Mahindra,2015,"2,56,183 km",Diesel,Manual,"EMI ₹25,176/m*",₹7.58 lakh
296,Tata Harrier,Tata,2021,"84,959 km",Diesel,Manual,"EMI ₹20,547/m*",₹12.00 lakh
297,Renault Kiger,Renault,2022,"48,681 km",Petrol,Manual,"EMI ₹12,904/m*",₹7.31 lakh
298,Maruti Vitara Brezza,Maruti,2016,"1,85,972 km",Diesel,Manual,"EMI ₹11,824/m*",₹4.49 lakh
299,Hyundai Tucson,Hyundai,2024,"22,451 km",Diesel,Auto,"EMI ₹56,213/m*",₹32.83 lakh
300,Mahindra SCORPIO CLASSIC,Mahindra,2022,"2,871 km",Diesel,Manual,"EMI ₹27,773/m*",₹16.22 lakh
301,Mahindra Scorpio,Mahindra,2022,"82,625 km",Diesel,Manual,"EMI ₹28,149/m*",₹16.44 lakh
302,Tata Curvv,Tata,2024,"15,540 km",Petrol,Manual,"EMI ₹22,019/m*",₹12.86 lakh
303,Hyundai Creta,Hyundai,2024,"21,000 km",Petrol,Manual,"EMI ₹28,423/m*",₹16.60 lakh
304,Hyundai VENUE N LINE,Hyundai,2023,"33,532 km",Petrol,Auto,"EMI ₹19,451/m*",₹11.36 lakh
305,Toyota Innova Crysta,Toyota,2016,"2,65,075 km",Diesel,Manual,"EMI ₹23,261/m*",₹9.00 lakh
306,Ford Ecosport,Ford,2019,"77,153 km",Diesel,Manual,"EMI ₹11,986/m*",₹6.79 lakh
307,Hyundai Tucson,Hyundai,2022,"34,841 km",Petrol,Auto,"EMI ₹30,820/m*",₹18.00 lakh
308,Tata Safari,Tata,2023,"42,661 km",Diesel,Manual,"EMI ₹30,820/m*",₹18.00 lakh
309,MG GLOSTER,MG,2023,"82,832 km",Diesel,Auto,"EMI ₹63,216/m*",₹36.92 lakh
310,Mahindra ALTURAS G4,Mahindra,2020,"64,235 km",Diesel,Auto,"EMI ₹48,131/m*",₹28.11 lakh
311,Toyota Innova Crysta,Toyota,2021,"82,787 km",Diesel,Manual,"EMI ₹30,820/m*",₹18.00 lakh
312,Maruti Swift Dzire,Maruti,2014,"72,737 km",Diesel,Manual,"EMI ₹13,228/m*",₹2.81 lakh
313,Maruti Alto,Maruti,2012,"96,297 km",Petrol,Manual,"EMI ₹11,017/m*",₹1.24 lakh
314,Chevrolet Cruze,Chevrolet,2012,"56,832 km",Diesel,Manual,"EMI ₹11,017/m*",₹1.94 lakh
315,Ford Endeavour,Ford,2020,"66,288 km",Diesel,Auto,"EMI ₹41,094/m*",₹24.00 lakh
316,Volkswagen Polo,Volkswagen,2017,"89,307 km",Diesel,Manual,"EMI ₹9,743/m*",₹4.38 lakh
317,Hyundai Grand i10,Hyundai,2017,"48,183 km",Petrol,Manual,"EMI ₹6,925/m*",₹3.54 lakh
318,MG ASTOR,MG,2024,"9,105 km",Petrol,Manual,"EMI ₹16,438/m*",₹9.60 lakh
319,Ford Ecosport,Ford,2019,"15,963 km",Petrol,Manual,"EMI ₹9,054/m*",₹5.13 lakh
320,Maruti Baleno,Maruti,2020,"48,273 km",Petrol,Manual,"EMI ₹8,297/m*",₹4.70 lakh
321,Maruti IGNIS,Maruti,2022,"29,636 km",Petrol,Manual,"EMI ₹7,353/m*",₹4.17 lakh
322,Ford Ecosport,Ford,2021,"12,457 km",Petrol,Manual,"EMI ₹10,786/m*",₹6.11 lakh
323,Mahindra XUV500,Mahindra,2019,"91,379 km",Diesel,Manual,"EMI ₹14,724/m*",₹8.60 lakh
324,Hyundai NEW I20,Hyundai,2024,"11,965 km",Petrol,Manual,"EMI ₹12,533/m*",₹7.10 lakh
325,Renault Kwid,Renault,2022,"19,489 km",Petrol,Manual,"EMI ₹6,178/m*",₹3.50 lakh
