car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price
Hyundai NEW I20,Hyundai,2022,12865,Petrol,Manual,12163,689000.0
Maruti New Wagon-R,Maruti,2021,149788,Petrol,Manual,10611,476999.99999999994
Maruti Baleno,Maruti,2024,8188,Petrol,Manual,11439,648000.0
Tata NEXON,Tata,2018,86782,Diesel,Auto,9775,500000.0
Maruti IGNIS,Maruti,2022,68291,Petrol,Manual,7061,400000.0
Maruti Wagon R 1.0,Maruti,2016,112357,Petrol,Manual,5428,244000.0
Ford Ecosport,Ford,2018,116000,Diesel,Manual,13525,608000.0
Tata NEXON,Tata,2018,37288,Diesel,Manual,8895,455000.0
Hyundai Elite i20,Hyundai,2016,20501,Petrol,Manual,8898,400000.0
Honda Jazz,Honda,2012,59123,Petrol,Manual,13860,156000.0
Maruti Baleno,Maruti,2016,58209,Petrol,Manual,9454,425000.0
Maruti Dzire,Maruti,2020,84673,Petrol,Manual,8297,470000.0
KIA SELTOS,KIA,2024,23482,Petrol,Manual,21951,1282000.0
Maruti XL6,Maruti,2022,37756,Petrol,Auto,21609,1262000.0
Maruti Dzire,Maruti,2019,62319,Diesel,Manual,8667,491000.0
Tata Safari,Tata,2022,51924,Diesel,Auto,29742,1737000.0
Hyundai GRAND I10 NIOS,Hyundai,2019,65500,Diesel,Manual,9374,531000.0
Ford FREESTYLE,Ford,2020,20911,Diesel,Manual,13840,784000.0
Hyundai Grand i10,Hyundai,2017,52035,Petrol,Manual,6276,321000.0
Ford Ecosport,Ford,2017,84665,Diesel,Manual,10766,484000.0
Maruti Dzire,Maruti,2017,81858,Petrol,Manual,8798,450000.0
Maruti Vitara Brezza,Maruti,2020,68240,Petrol,Manual,12357,700000.0
Mahindra Bolero,Mahindra,2020,51447,Diesel,Manual,9303,527000.0
Fiat Avventura,Fiat,2014,72886,Petrol,Manual,9300,280000.0
Honda City,Honda,2019,27921,Petrol,Manual,12357,700000.0
Ford FREESTYLE,Ford,2021,13590,Petrol,Manual,8826,500000.0
Mahindra XUV700,Mahindra,2022,82939,Diesel,Auto,34896,2038000.0
Mahindra Scorpio,Mahindra,2017,10605,Diesel,Manual,19025,875000.0
Honda Amaze,Honda,2021,63495,Petrol,Manual,12586,713000.0
Maruti Dzire,Maruti,2018,124806,Diesel,Manual,9120,409999.99999999994
Tata NEXON,Tata,2023,9031,Petrol,Manual,13681,775000.0
Maruti S Cross,Maruti,2021,93921,Petrol,Manual,15239,890000.0
Maruti Baleno,Maruti,2020,78842,Petrol,Manual,8209,465000.00000000006
Ford Ecosport,Ford,2018,32380,Petrol,Manual,11262,638000.0
Hyundai VENUE,Hyundai,2019,49821,Petrol,Auto,12339,699000.0
Renault Duster,Renault,2015,55162,Diesel,Manual,12024,362000.0
Maruti New Wagon-R,Maruti,2022,22480,Petrol,Manual,8120,459999.99999999994
Mahindra SCORPIO-N,Mahindra,2024,6107,Diesel,Auto,43953,2567000.0
Maruti Dzire,Maruti,2022,55713,Petrol,Manual,10380,588000.0
Ford Ecosport,Ford,2019,33185,Petrol,Manual,11474,650000.0
Maruti Ciaz,Maruti,2015,117786,Petrol,Manual,9191,349000.0
Hyundai Grand i10,Hyundai,2014,122963,Petrol,Manual,8304,250000.0
Maruti Alto K10,Maruti,2017,61779,Petrol,Manual,4829,247000.00000000003
Maruti Swift,Maruti,2021,61700,Petrol,Manual,9356,530000.0
Hyundai Creta,Hyundai,2016,58432,Diesel,Manual,19013,722000.0
Maruti BREZZA,Maruti,2023,32506,Petrol,Manual,13698,800000.0
Tata NEXON,Tata,2023,82218,Petrol,Manual,14126,825000.0
Maruti XL6,Maruti,2023,16322,Petrol,Manual,19126,1117000.0
Renault Duster,Renault,2014,163310,Diesel,Manual,14028,298000.0
Mahindra XUV300,Mahindra,2019,83689,Diesel,Manual,9709,550000.0
Tata TIAGO NRG,Tata,2021,95000,Petrol,Manual,7944,450000.0
Maruti IGNIS,Maruti,2021,21430,Petrol,Manual,7513,426000.0
KIA SELTOS,KIA,2023,26692,Petrol,Manual,21403,1250000.0
Mahindra BOLERO NEO,Mahindra,2022,140279,Diesel,Manual,17394,800000.0
Maruti Baleno,Maruti,2020,33293,Petrol,Manual,10256,581000.0
Maruti Grand Vitara,Maruti,2023,26441,Petrol,Auto,24999,1460000.0
Tata Tiago,Tata,2021,22783,Petrol,Manual,7321,415000.00000000006
Hyundai i20 Active,Hyundai,2018,57016,Petrol,Manual,7502,425000.0
Tata Tiago,Tata,2019,57110,Petrol,Manual,6637,376000.0
Hyundai Creta,Hyundai,2023,26195,Petrol,Manual,20992,1226000.0
MG HECTOR PLUS,MG,2024,21202,Diesel,Manual,37310,2179000.0
Honda City,Honda,2015,27150,Petrol,Manual,11113,422000.0
Honda City,Honda,2017,57884,Petrol,Manual,10225,523000.00000000006
Maruti Baleno,Maruti,2022,20705,Petrol,Manual,12516,709000.0
Honda Amaze,Honda,2020,267879,Diesel,Manual,10010,450000.0
Tata PUNCH,Tata,2021,31975,Petrol,Auto,14999,876000.0
Tata ALTROZ,Tata,2023,9434,Petrol,Manual,12604,714000.0
Hyundai Creta,Hyundai,2020,7157,Diesel,Manual,24810,1449000.0
Maruti Vitara Brezza,Maruti,2021,44684,Petrol,Manual,11986,679000.0
Jeep Compass,Jeep,2018,74708,Diesel,Manual,21528,1131000.0
Ford Ecosport,Ford,2018,62721,Diesel,Manual,10518,538000.0
Renault Duster,Renault,2013,138492,Diesel,Manual,29142,328000.0
KIA SELTOS,KIA,2022,19535,Petrol,Manual,22482,1313000.0
Maruti IGNIS,Maruti,2023,26492,Petrol,Manual,7944,450000.0
Mahindra XUV500,Mahindra,2018,82651,Diesel,Manual,20747,1090000.0
Maruti Ciaz,Maruti,2019,40279,Petrol,Manual,10856,615000.0
Tata PUNCH,Tata,2021,43622,Petrol,Manual,9815,556000.0
Maruti Celerio,Maruti,2022,66180,Petrol,Manual,8297,470000.0
Mahindra XUV300,Mahindra,2023,30835,Petrol,Manual,16266,950000.0
Maruti S Cross,Maruti,2016,77477,Diesel,Manual,10191,387000.0
Ford Ecosport,Ford,2018,78909,Diesel,Manual,10596,542000.0
MG HECTOR PLUS,MG,2024,4402,Petrol,Manual,35341,2064000.0
Maruti Ertiga,Maruti,2014,99166,Petrol,Manual,11858,357000.0
Tata Safari,Tata,2022,61296,Diesel,Manual,21215,1239000.0
Hyundai GRAND I10 NIOS,Hyundai,2022,14747,Petrol,Manual,7944,450000.0
Maruti IGNIS,Maruti,2021,43822,Petrol,Auto,10150,575000.0
Hyundai Xcent,Hyundai,2017,48995,Petrol,Manual,6295,322000.0
Hyundai Grand i10,Hyundai,2017,56145,Petrol,Manual,6979,357000.0
Mahindra XUV700,Mahindra,2023,72164,Diesel,Manual,26043,1521000.0
Tata NEXON EV,Tata,2022,24055,Electric,Auto,15684,916000.0
KIA SONET,KIA,2024,25293,Petrol,Manual,15410,900000.0
Mahindra SCORPIO-N,Mahindra,2024,17527,Diesel,Auto,39930,2332000.0
Honda WR-V,Honda,2018,170186,Petrol,Manual,10010,450000.0
Maruti Baleno,Maruti,2020,52303,Petrol,Auto,10839,614000.0
Mahindra BOLERO NEO,Mahindra,2023,44931,Diesel,Manual,14160,827000.0
KIA SELTOS,KIA,2022,77077,Diesel,Manual,17071,997000.0000000001
Mahindra XUV300,Mahindra,2023,65765,Diesel,Manual,15667,915000.0
MG HECTOR PLUS,MG,2021,35835,Diesel,Manual,26403,1542000.0
Tata Hexa,Tata,2018,85880,Diesel,Manual,15970,839000.0
Jeep Compass,Jeep,2018,193186,Diesel,Manual,19286,886999.9999999999
Maruti Dzire,Maruti,2023,38536,Petrol,Manual,11315,641000.0
KIA SELTOS,KIA,2022,43294,Petrol,Manual,19348,1130000.0
KIA SONET,KIA,2022,22221,Petrol,Auto,15787,922000.0000000001
Maruti Swift,Maruti,2022,20579,Petrol,Manual,10733,608000.0
MG HECTOR PLUS,MG,2022,34777,Diesel,Manual,31540,1842000.0000000002
KIA SELTOS,KIA,2021,2294,Petrol,Manual,16266,950000.0
Hyundai Elite i20,Hyundai,2016,59163,Diesel,Manual,10955,416000.0
Maruti Grand Vitara,Maruti,2023,15973,Petrol,Manual,20256,1183000.0
Maruti Dzire,Maruti,2021,39667,Petrol,Manual,12975,735000.0
Maruti Swift Dzire,Maruti,2018,55353,Diesel,Manual,7390,378000.0
Hyundai GRAND I10 NIOS,Hyundai,2021,17709,Petrol,Manual,9480,537000.0
Mahindra XUV 3XO,Mahindra,2024,24189,Petrol,Manual,21591,1261000.0
Maruti Ciaz,Maruti,2023,19627,Petrol,Manual,15376,898000.0
Hyundai i20 Active,Hyundai,2018,70579,Diesel,Manual,20328,1068000.0
Mahindra XUV500,Mahindra,2013,109683,Diesel,Manual,46823,527000.0
Hyundai Creta,Hyundai,2023,26321,Petrol,Manual,22465,1312000.0
Toyota Innova,Toyota,2013,115129,Diesel,Manual,46734,526000.0
Maruti BREZZA,Maruti,2022,56329,Petrol,Manual,13698,800000.0
MG HECTOR,MG,2023,68769,Petrol,Auto,34878,2037000.0
Tata Harrier,Tata,2021,62925,Diesel,Manual,22259,1300000.0
Tata Safari,Tata,2021,41935,Diesel,Manual,26540,1550000.0
MG HECTOR,MG,2019,16418,Petrol,Auto,22961,1341000.0
Honda Amaze,Honda,2020,101220,Diesel,Manual,12234,550000.0
Hyundai NEW I20 N LINE,Hyundai,2022,37920,Petrol,Manual,16523,965000.0
Mahindra Scorpio,Mahindra,2015,256183,Diesel,Manual,25176,758000.0
Tata Harrier,Tata,2021,84959,Diesel,Manual,20547,1200000.0
Renault Kiger,Renault,2022,48681,Petrol,Manual,12904,731000.0
Maruti Vitara Brezza,Maruti,2016,185972,Diesel,Manual,11824,449000.0
Hyundai Tucson,Hyundai,2024,22451,Diesel,Auto,56213,3283000.0
Mahindra SCORPIO CLASSIC,Mahindra,2022,2871,Diesel,Manual,27773,1622000.0
Mahindra Scorpio,Mahindra,2022,82625,Diesel,Manual,28149,1644000.0000000002
Tata Curvv,Tata,2024,15540,Petrol,Manual,22019,1286000.0
Hyundai Creta,Hyundai,2024,21000,Petrol,Manual,28423,1660000.0000000002
Hyundai VENUE N LINE,Hyundai,2023,33532,Petrol,Auto,19451,1136000.0
Toyota Innova Crysta,Toyota,2016,265075,Diesel,Manual,23261,900000.0
Ford Ecosport,Ford,2019,77153,Diesel,Manual,11986,679000.0
Hyundai Tucson,Hyundai,2022,34841,Petrol,Auto,30820,1800000.0
Tata Safari,Tata,2023,42661,Diesel,Manual,30820,1800000.0
MG GLOSTER,MG,2023,82832,Diesel,Auto,63216,3692000.0
Mahindra ALTURAS G4,Mahindra,2020,64235,Diesel,Auto,48131,2811000.0
Toyota Innova Crysta,Toyota,2021,82787,Diesel,Manual,30820,1800000.0
Maruti Swift Dzire,Maruti,2014,72737,Diesel,Manual,13228,281000.0
Maruti Alto,Maruti,2012,96297,Petrol,Manual,11017,124000.0
Chevrolet Cruze,Chevrolet,2012,56832,Diesel,Manual,11017,194000.0
Ford Endeavour,Ford,2020,66288,Diesel,Auto,41094,2400000.0
Volkswagen Polo,Volkswagen,2017,89307,Diesel,Manual,9743,438000.0
Hyundai Grand i10,Hyundai,2017,48183,Petrol,Manual,6925,354000.0
MG ASTOR,MG,2024,9105,Petrol,Manual,16438,960000.0
Ford Ecosport,Ford,2019,15963,Petrol,Manual,9054,513000.0
Maruti Baleno,Maruti,2020,48273,Petrol,Manual,8297,470000.0
Maruti IGNIS,Maruti,2022,29636,Petrol,Manual,7353,417000.0
Ford Ecosport,Ford,2021,12457,Petrol,Manual,10786,611000.0
Mahindra XUV500,Mahindra,2019,91379,Diesel,Manual,14724,860000.0
Hyundai NEW I20,Hyundai,2024,11965,Petrol,Manual,12533,710000.0
Renault Kwid,Renault,2022,19489,Petrol,Manual,6178,350000.0
