car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price
MG HECTOR,MG,2020,67311,Petrol,Auto,18064,1055000.0
Tata PUNCH,Tata,2022,84424,Petrol,Manual,10874,616000.0
Maruti Wagon R 1.0,Maruti,2018,48821,Petrol,Auto,6284,356000.0
Skoda KUSHAQ,Skoda,2022,32356,Petrol,Manual,14537,849000.0
Maruti Swift Dzire,Maruti,2014,58960,Petrol,Manual,11260,339000.0
Maruti Celerio X,Maruti,2019,49809,Petrol,Auto,6832,387000.0
Hyundai Verna,Hyundai,2014,99204,Petrol,Manual,10612,319000.0
Maruti Ertiga,Maruti,2021,108719,CNG,Manual,17351,780000.0
Datsun Redi Go,Datsun,2018,41718,Petrol,Manual,3495,198000.0
Hyundai GRAND I10 NIOS,Hyundai,2022,45644,CNG,Manual,9688,549000.0
Honda City,Honda,2015,52346,Petrol,Auto,14936,567000.0
Hyundai Elite i20,Hyundai,2018,43038,Petrol,Manual,7505,425000.0
Tata PUNCH,Tata,2023,21477,Petrol,Auto,12745,722000.0
Maruti Ciaz,Maruti,2018,58883,Petrol,Auto,9826,557000.0
KIA SONET,KIA,2021,32277,Petrol,Manual,11534,653000.0
Tata NEXON,Tata,2022,61567,Diesel,Manual,13989,817000.0
Hyundai Creta,Hyundai,2021,107400,Diesel,Manual,23808,1095000.0
Maruti Wagon R 1.0,Maruti,2018,15406,Petrol,Auto,6147,348000.0
Hyundai GRAND I10 NIOS,Hyundai,2020,29636,Petrol,Auto,9250,524000.0
KIA SELTOS,KIA,2020,80820,Petrol,Auto,15239,890000.0
Tata ALTROZ,Tata,2020,100743,Petrol,Manual,10878,488999.99999999994
Nissan Sunny,Nissan,2013,25906,Petrol,Manual,11439,243000.00000000003
Mahindra XUV300,Mahindra,2021,47970,Petrol,Auto,12074,684000.0
Maruti Dzire,Maruti,2021,29292,Petrol,Manual,9532,540000.0
Hyundai Elite i20,Hyundai,2019,40041,Petrol,Auto,10945,620000.0
Maruti Swift,Maruti,2020,30409,Petrol,Auto,10501,595000.0
Renault Kwid,Renault,2016,86050,Petrol,Manual,4961,223000.0
Hyundai NEW SANTRO,Hyundai,2018,57764,Petrol,Auto,6885,390000.0
Maruti Dzire,Maruti,2018,65820,Petrol,Auto,8473,480000.0
Honda City,Honda,2019,31348,Petrol,Manual,13667,774000.0
Maruti Swift,Maruti,2014,80033,Petrol,Manual,11492,346000.0
Hyundai Creta,Hyundai,2022,46460,Petrol,Manual,18321,1070000.0
Hyundai i20,Hyundai,2012,105260,Diesel,Manual,18321,280000.0
Ford New Figo,Ford,2015,117596,Diesel,Manual,9405,283000.0
Honda Amaze,Honda,2014,31877,Diesel,Manual,12992,276000.0
Maruti Baleno,Maruti,2021,21542,Petrol,Manual,11121,630000.0
Renault Kwid,Renault,2016,47594,Petrol,Manual,5561,250000.0
Hyundai Elite i20,Hyundai,2016,79884,Petrol,Manual,10232,459999.99999999994
Maruti Vitara Brezza,Maruti,2017,74011,Diesel,Manual,15126,680000.0
Honda City,Honda,2016,118172,Petrol,Auto,8920,401000.0
Tata NEXON,Tata,2018,45073,Petrol,Auto,11618,658000.0
Maruti Baleno,Maruti,2022,11050,Petrol,Auto,13267,752000.0
Nissan Micra Active,Nissan,2018,71323,Petrol,Manual,5078,288000.0
Maruti Ciaz,Maruti,2015,74839,Petrol,Manual,11587,440000.00000000006
Hyundai Elite i20,Hyundai,2016,89473,Petrol,Manual,9788,440000.00000000006
Hyundai VENUE,Hyundai,2022,58032,Petrol,Manual,12922,732000.0
Datsun Redi Go,Datsun,2016,70807,Petrol,Manual,3937,177000.0
Hyundai Elite i20,Hyundai,2019,49142,Petrol,Manual,10190,577000.0
Honda City,Honda,2017,50031,Petrol,Manual,12087,618000.0
Hyundai Elite i20,Hyundai,2020,63436,Petrol,Manual,9446,535000.0
Maruti Wagon R 1.0,Maruti,2012,37326,Petrol,Manual,19813,223000.0
Maruti Baleno,Maruti,2017,86212,Diesel,Manual,11007,495000.0
Skoda KUSHAQ,Skoda,2021,32205,Petrol,Auto,16164,944000.0
Hyundai Verna,Hyundai,2019,84490,Petrol,Manual,11704,663000.0
Renault Kwid,Renault,2018,77765,Petrol,Manual,4131,234000.0
Maruti Ertiga,Maruti,2021,52323,Petrol,Auto,14334,836999.9999999999
Nissan Kicks,Nissan,2021,39115,Petrol,Auto,12210,692000.0
Mahindra XUV500,Mahindra,2014,85652,Diesel,Manual,27963,594000.0
Hyundai Eon,Hyundai,2014,47171,Petrol,Manual,6211,187000.0
Maruti Vitara Brezza,Maruti,2020,102607,Petrol,Manual,14388,647000.0
Maruti Celerio,Maruti,2015,81580,Petrol,Auto,6873,261000.0
Nissan Terrano,Nissan,2014,124832,Petrol,Manual,11551,348000.0
Hyundai VENUE,Hyundai,2022,101922,Petrol,Manual,13280,597000.0
Ford Ecosport,Ford,2015,58975,Petrol,Manual,10378,394000.0
KIA SONET,KIA,2023,13804,Diesel,Auto,17859,1043000.0
Tata Tiago,Tata,2016,46127,Petrol,Manual,7654,344000.0
Hyundai VENUE,Hyundai,2021,34472,Petrol,Manual,12392,702000.0
Hyundai VENUE,Hyundai,2020,40844,Petrol,Auto,13729,778000.0
Maruti Grand Vitara,Maruti,2023,51190,Petrol,Auto,18646,1089000.0
Maruti Ertiga,Maruti,2021,91770,Petrol,Auto,13893,811000.0
Hyundai Creta,Hyundai,2016,87605,Diesel,Manual,19588,744000.0
Honda Jazz,Honda,2019,34565,Petrol,Auto,10239,580000.0
Tata Tiago,Tata,2016,69684,Diesel,Manual,9880,375000.0
Maruti Dzire,Maruti,2019,51894,Petrol,Manual,9861,559000.0
Ford Ecosport,Ford,2019,100313,Petrol,Manual,12045,541000.0
Nissan MAGNITE,Nissan,2022,27479,Petrol,Auto,12180,690000.0
Hyundai Grand i10,Hyundai,2020,26835,Petrol,Manual,8275,469000.00000000006
Tata TIGOR,Tata,2017,91995,Petrol,Manual,6784,347000.0
Honda Amaze,Honda,2018,38257,Petrol,Auto,8756,496000.0
Mahindra TUV300,Mahindra,2017,73350,Diesel,Manual,13258,596000.0
KIA SELTOS,KIA,2022,26183,Petrol,Manual,20530,1199000.0
Ford Ecosport,Ford,2014,118840,Diesel,Manual,15817,336000.0
Maruti Swift Dzire,Maruti,2013,121170,Diesel,Manual,27987,315000.0
Volkswagen Polo,Volkswagen,2017,70942,Petrol,Manual,8876,454000.0
Ford Ecosport,Ford,2019,25638,Petrol,Auto,11580,656000.0
Tata Tiago,Tata,2023,45735,Petrol,Manual,9321,528000.0
Maruti S Cross,Maruti,2022,35461,Petrol,Manual,12922,732000.0
Maruti Celerio,Maruti,2014,70588,Petrol,Manual,10130,305000.0
Maruti IGNIS,Maruti,2018,100168,Petrol,Auto,9285,417000.0
Tata Tiago,Tata,2017,146478,Petrol,Manual,6206,279000.0
Honda Amaze,Honda,2021,46683,Petrol,Auto,10203,578000.0
Ford Ecosport,Ford,2017,136621,Diesel,Manual,9877,444000.00000000006
Tata Tiago,Tata,2017,90075,Petrol,Manual,6635,339000.0
Hyundai VENUE,Hyundai,2021,27910,Petrol,Auto,13063,740000.0
Skoda Rapid,Skoda,2017,67939,Petrol,Manual,8524,436000.00000000006
Hyundai Eon,Hyundai,2013,52532,Petrol,Manual,7391,157000.0
Hyundai Verna,Hyundai,2016,126756,Diesel,Auto,12987,493000.0
KIA SELTOS,KIA,2021,21130,Petrol,Manual,16734,977000.0
Hyundai Verna,Hyundai,2016,60245,Petrol,Auto,11478,516000.0
Maruti Celerio,Maruti,2018,26317,Petrol,Auto,6178,350000.0
Maruti Alto K10,Maruti,2018,72039,Petrol,Manual,5031,285000.0
Hyundai Elite i20,Hyundai,2018,95768,Petrol,Manual,8526,483000.0
Volkswagen Polo,Volkswagen,2017,82301,Petrol,Manual,8074,413000.0
Ford New Figo,Ford,2017,77672,Petrol,Manual,7116,364000.0
Maruti Wagon R 1.0,Maruti,2016,63564,Petrol,Manual,6874,309000.0
Renault Duster,Renault,2017,88940,Diesel,Auto,11167,501999.99999999994
Hyundai i10,Hyundai,2012,62134,Petrol,Manual,18303,206000.0
Renault Duster,Renault,2017,77297,Petrol,Auto,8817,451000.0
Maruti S PRESSO,Maruti,2022,26919,Petrol,Auto,6709,380000.0
Maruti Baleno,Maruti,2024,10455,Petrol,Manual,13593,770000.0
Hyundai Elite i20,Hyundai,2015,94350,Petrol,Manual,10270,390000.0
Maruti Swift,Maruti,2020,49503,Petrol,Manual,10820,613000.0
Volkswagen Polo,Volkswagen,2012,67695,Diesel,Manual,10820,248000.0
Maruti Wagon R 1.0,Maruti,2016,40016,Petrol,Auto,7363,331000.0
Renault Kwid,Renault,2017,16853,Petrol,Manual,4888,250000.0
Hyundai Verna,Hyundai,2019,66082,Petrol,Manual,13381,758000.0
Maruti Baleno,Maruti,2020,61017,Petrol,Manual,9909,561000.0
Tata Tiago,Tata,2017,69993,Petrol,Auto,7234,370000.0
Hyundai i10,Hyundai,2013,133436,Petrol,Manual,9174,195000.0
Maruti Swift,Maruti,2017,56556,Diesel,Manual,11456,515000.00000000006
Hyundai Elite i20,Hyundai,2015,100261,Diesel,Manual,13551,408000.0
Maruti Swift Dzire,Maruti,2013,90181,Diesel,Manual,29409,331000.0
Maruti S PRESSO,Maruti,2020,28742,Petrol,Manual,6355,360000.0
MG HECTOR PLUS,MG,2021,32797,Petrol,Auto,22238,1299000.0
Ford FREESTYLE,Ford,2020,32553,Diesel,Manual,9003,509999.99999999994
Renault Kiger,Renault,2022,48818,Petrol,Auto,9974,565000.0
Mahindra XUV300,Mahindra,2021,81586,Petrol,Auto,11086,628000.0
Hyundai Elite i20,Hyundai,2016,113330,Diesel,Manual,11561,438999.99999999994
Renault Duster,Renault,2017,68204,Petrol,Auto,10068,515000.00000000006
KIA SONET,KIA,2023,12979,Petrol,Manual,16352,955000.0000000001
MG HECTOR,MG,2019,49240,Petrol,Auto,17619,1028999.9999999999
Ford Figo,Ford,2015,77456,Petrol,Manual,7011,266000.0
Tata ALTROZ,Tata,2023,17167,Petrol,Auto,12428,704000.0
Maruti Alto 800,Maruti,2016,76945,Petrol,Manual,6004,270000.0
Hyundai Eon,Hyundai,2012,53168,Petrol,Manual,14660,165000.0
Honda BR-V,Honda,2018,72048,Petrol,Auto,12180,690000.0
Honda City,Honda,2018,38846,Petrol,Auto,11651,660000.0
Renault Duster,Renault,2016,77235,Diesel,Auto,13167,500000.0
Datsun Redi Go,Datsun,2019,25042,Petrol,Manual,4519,256000.0
Hyundai VENUE,Hyundai,2021,31176,Petrol,Manual,11985,679000.0
Mahindra XUV500,Mahindra,2012,139724,Diesel,Manual,11985,398000.0
KIA SONET,KIA,2021,39387,Petrol,Auto,14725,860000.0
Volkswagen Vento,Volkswagen,2013,51652,Petrol,Manual,15111,321000.0
Maruti Swift,Maruti,2018,67158,Petrol,Auto,8297,470000.0
Maruti Ciaz,Maruti,2018,110082,Petrol,Auto,10633,478000.0
Tata NEXON,Tata,2022,36504,Petrol,Manual,13927,813000.0000000001
Maruti Ertiga,Maruti,2015,65078,Petrol,Manual,13562,515000.00000000006
Ford FREESTYLE,Ford,2018,89710,Diesel,Manual,8465,433000.0
Renault Kwid,Renault,2024,5049,Petrol,Auto,8650,490000.00000000006
Renault Duster,Renault,2019,67120,Diesel,Auto,11364,644000.0
Maruti S Cross,Maruti,2022,89654,Petrol,Manual,11774,667000.0
Honda City,Honda,2017,88154,Petrol,Manual,10205,522000.0
Hyundai Grand i10,Hyundai,2017,86420,Petrol,Manual,6041,309000.0
Ford Ecosport,Ford,2015,92849,Petrol,Manual,11218,426000.0
Skoda KUSHAQ,Skoda,2021,86733,Petrol,Manual,15222,889000.0
Mahindra XUV500,Mahindra,2015,133742,Diesel,Manual,19630,591000.0
Honda BR-V,Honda,2018,84091,Petrol,Manual,11414,647000.0
Hyundai Grand i10,Hyundai,2015,37228,Petrol,Manual,9612,365000.0
Maruti Dzire,Maruti,2017,35349,Petrol,Auto,9716,497000.0
Hyundai Creta,Hyundai,2020,67600,Petrol,Auto,18167,1061000.0
Maruti Baleno,Maruti,2018,41827,Petrol,Auto,8526,483000.0
Honda WR-V,Honda,2017,98677,Diesel,Manual,11834,532000.0
Hyundai Sonata,Hyundai,2013,64799,Petrol,Auto,21216,451000.0
Maruti S Cross,Maruti,2017,132347,Diesel,Manual,9365,421000.0
Mahindra XUV500,Mahindra,2021,21359,Diesel,Manual,26197,1530000.0
Hyundai Creta,Hyundai,2019,38773,Petrol,Manual,14212,830000.0000000001
Ford Ecosport,Ford,2014,82073,Petrol,Manual,12621,380000.0
Renault Kiger,Renault,2023,16636,Petrol,Auto,11827,670000.0
Hyundai GRAND I10 NIOS,Hyundai,2020,41712,Petrol,Auto,8893,504000.0
Honda Jazz,Honda,2015,52403,Petrol,Manual,10507,399000.0
Ford FREESTYLE,Ford,2019,28920,Petrol,Manual,8438,478000.0
Maruti Baleno,Maruti,2017,50387,Petrol,Manual,9139,467000.0
Hyundai Elite i20,Hyundai,2018,85428,Petrol,Manual,8156,462000.0
Hyundai i20,Hyundai,2012,71643,Petrol,Manual,25618,288000.0
Hyundai GRAND I10 NIOS,Hyundai,2019,55343,Petrol,Auto,7838,444000.00000000006
Tata TIAGO NRG,Tata,2023,24350,Petrol,Auto,10155,575000.0
Maruti XL6,Maruti,2023,23919,Petrol,Manual,18945,1106000.0
Maruti Baleno,Maruti,2017,26954,Petrol,Auto,10303,527000.0
Renault Kwid,Renault,2017,39554,Petrol,Manual,5474,280000.0
Maruti Swift Dzire,Maruti,2013,49948,Petrol,Manual,17827,379000.0
Maruti Ciaz,Maruti,2015,53028,Petrol,Manual,11988,455000.0
Hyundai ALCAZAR,Hyundai,2022,80331,Diesel,Manual,23954,1399000.0
Mahindra BOLERO NEO,Mahindra,2021,79488,Diesel,Manual,13699,776000.0
Ford Ecosport,Ford,2014,99778,Diesel,Manual,18735,398000.0
Skoda Rapid,Skoda,2018,132014,Diesel,Auto,11523,518000.0
Tata Tiago,Tata,2018,45239,Petrol,Auto,7288,413000.0
Maruti Swift,Maruti,2015,82853,Petrol,Manual,10139,385000.0
