car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price
Maruti Alto 800,Maruti,2018,95111,Petrol,Manual,4325,245000.00000000003
Renault Kiger,Renault,2022,74623,Petrol,Manual,8563,484999.99999999994
Volkswagen Polo,Volkswagen,2019,103074,Petrol,Auto,11514,518000.0
Hyundai GRAND I10 NIOS,Hyundai,2020,85637,CNG,Auto,9268,525000.0
Maruti Ciaz,Maruti,2022,69755,Petrol,Manual,11298,640000.0
Maruti IGNIS,Maruti,2019,84136,Petrol,Auto,7238,409999.99999999994
Hyundai Grand i10,Hyundai,2016,76742,Petrol,Manual,8342,375000.0
Honda City,Honda,2017,46585,Petrol,Manual,10557,540000.0
Tata NEXON,Tata,2019,51195,CNG,Manual,11353,581000.0
Maruti IGNIS,Maruti,2021,48171,Petrol,Manual,7474,423000.00000000006
Maruti Baleno,Maruti,2018,31883,Petrol,Manual,7375,418000.0
Maruti Wagon R 1.0,Maruti,2018,97429,Petrol,Manual,5530,313000.0
Nissan Terrano,Nissan,2015,104631,Diesel,Manual,4883,147000.0
Hyundai Verna,Hyundai,2016,85345,Diesel,Manual,6583,250000.0
Maruti Alto K10,Maruti,2015,72959,Petrol,Manual,6373,242000.0
Tata PUNCH,Tata,2023,24086,Petrol,Auto,11157,632000.0
Hyundai Elite i20,Hyundai,2014,109292,Diesel,Manual,15158,322000.0
Mahindra XUV500,Mahindra,2014,148387,Diesel,Manual,17323,368000.0
Honda ELEVATE,Honda,2024,9314,Petrol,Auto,18612,1087000.0
Honda Amaze,Honda,2014,111029,Diesel,Manual,9321,198000.0
Maruti Baleno,Maruti,2021,49114,Petrol,Manual,8950,507000.0
Tata ALTROZ,Tata,2021,62902,Petrol,Manual,8562,484999.99999999994
Hyundai Grand i10,Hyundai,2015,133232,Diesel,Manual,8038,242000.0
Mahindra XUV500,Mahindra,2016,230092,Diesel,Auto,12351,469000.00000000006
Tata Tiago,Tata,2019,84744,Petrol,Manual,6902,391000.0
Honda City,Honda,2015,79379,Petrol,Manual,11060,420000.0
Ford Figo,Ford,2012,182741,Diesel,Manual,11060,82000.0
Hyundai Elite i20,Hyundai,2016,62790,Petrol,Manual,9432,424000.0
Ford Ecosport,Ford,2018,167970,Diesel,Manual,10900,490000.00000000006
Maruti Swift Dzire,Maruti,2015,99593,Petrol,Manual,6794,258000.0
Hyundai Creta,Hyundai,2021,35088,Petrol,Manual,19674,1149000.0
Nissan Micra,Nissan,2011,146458,Diesel,Manual,19674,74000.0
Hyundai i10,Hyundai,2011,131197,Petrol,Manual,19674,65000.0
Hyundai Creta,Hyundai,2020,82178,Petrol,Manual,13240,750000.0
Hyundai AURA,Hyundai,2020,56486,Petrol,Manual,7732,438000.0
Mahindra XUV500,Mahindra,2014,86813,Diesel,Manual,14452,307000.0
Mahindra TUV300,Mahindra,2019,55040,Diesel,Manual,8526,483000.0
Renault Kwid,Renault,2016,87245,Petrol,Manual,2767,124000.0
Hyundai Verna,Hyundai,2014,101389,Diesel,Manual,10921,231999.99999999997
Mahindra XUV300,Mahindra,2020,113580,Diesel,Manual,17017,765000.0
Maruti Swift,Maruti,2020,84246,Petrol,Manual,7573,429000.0
Maruti Dzire,Maruti,2017,157688,Diesel,Manual,8942,401999.99999999994
Mahindra XUV300,Mahindra,2022,23928,Petrol,Manual,15205,888000.0000000001
Hyundai Verna,Hyundai,2020,74644,Petrol,Manual,10486,594000.0
Renault Duster,Renault,2015,174080,Diesel,Manual,7274,219000.0
Mahindra TUV300,Mahindra,2016,210417,Diesel,Manual,6531,248000.0
Hyundai Eon,Hyundai,2014,127845,Petrol,Manual,5314,160000.0
Hyundai Eon,Hyundai,2016,12559,Petrol,Manual,4382,197000.0
KIA SELTOS,KIA,2020,93492,Diesel,Manual,13416,760000.0
Honda Brio,Honda,2012,67966,Petrol,Manual,13949,157000.0
Toyota Innova,Toyota,2014,178740,Diesel,Manual,24714,525000.0
Hyundai Eon,Hyundai,2013,137957,Petrol,Manual,5413,114999.99999999999
Hyundai Grand i10,Hyundai,2016,80330,Petrol,Manual,5517,248000.0
Ford New Figo,Ford,2016,145611,Diesel,Manual,6109,231999.99999999997
Renault Kwid,Renault,2018,71592,Petrol,Manual,3689,209000.0
Hyundai i20,Hyundai,2011,120559,Petrol,Manual,3689,97000.0
KIA SELTOS,KIA,2020,35004,Petrol,Manual,11969,678000.0
Hyundai Eon,Hyundai,2014,89088,Petrol,Manual,3753,112999.99999999999
Mahindra Thar,Mahindra,2023,25058,Diesel,Manual,16061,938000.0000000001
Renault TRIBER,Renault,2020,41640,Petrol,Manual,6055,343000.0
Hyundai i10,Hyundai,2012,63905,Petrol,Manual,12439,140000.0
Tata TIGOR,Tata,2022,43671,Petrol,Manual,9444,535000.0
Maruti Baleno,Maruti,2022,52618,Petrol,Manual,8491,480999.99999999994
Honda Amaze,Honda,2014,94973,Diesel,Manual,8285,176000.0
Hyundai Eon,Hyundai,2013,41592,Petrol,Manual,7673,163000.0
Maruti Baleno,Maruti,2020,46917,Petrol,Manual,7008,397000.0
Datsun Go,Datsun,2016,83901,Petrol,Manual,3337,150000.0
Maruti Swift,Maruti,2024,45251,Petrol,Manual,11209,635000.0
Hyundai Eon,Hyundai,2013,141416,Petrol,Manual,5978,127000.0
Tata NEXON,Tata,2018,75592,Petrol,Manual,7008,397000.0
Maruti Alto K10,Maruti,2012,73944,Petrol,Manual,11550,130000.0
Hyundai Eon,Hyundai,2014,140753,Petrol,Manual,3853,115999.99999999999
Skoda Rapid,Skoda,2019,58000,Diesel,Auto,10856,615000.0
Hyundai Elite i20,Hyundai,2015,174134,Diesel,Manual,12123,365000.0
Hyundai Eon,Hyundai,2015,121267,Petrol,Manual,4529,172000.0
Hyundai Eon,Hyundai,2017,73934,Petrol,Manual,3675,188000.0
Honda City,Honda,2018,50353,Petrol,Manual,7961,451000.0
Toyota Fortuner,Toyota,2012,183911,Diesel,Auto,7961,746000.0
Chevrolet Beat,Chevrolet,2012,69538,Diesel,Manual,7961,68000.0
Maruti Wagon R 1.0,Maruti,2014,77119,Petrol,Manual,5746,173000.0
Hyundai i10,Hyundai,2015,68414,Petrol,Manual,5635,214000.0
Maruti Swift,Maruti,2013,95753,Petrol,Manual,13840,294000.0
Hyundai Verna,Hyundai,2013,91009,Diesel,Manual,21146,238000.0
Hyundai Elite i20,Hyundai,2014,74876,Diesel,Manual,16334,347000.0
Maruti Alto 800,Maruti,2017,46096,Petrol,Manual,5298,271000.0
Maruti Wagon R 1.0,Maruti,2011,118833,Petrol,Manual,5298,97000.0
Mahindra XUV500,Mahindra,2012,227600,Diesel,Manual,5298,202000.0
Hyundai Verna,Hyundai,2010,50242,Petrol,Manual,5298,87000.0
Maruti Baleno,Maruti,2015,78112,Petrol,Manual,11218,426000.0
Maruti Swift Dzire,Maruti,2013,178420,Petrol,Manual,12992,276000.0
Mahindra Bolero,Mahindra,2020,117933,Diesel,Manual,17128,770000.0
Tata PUNCH,Tata,2022,63153,Petrol,Manual,8879,503000.0
Hyundai Grand i10,Hyundai,2015,86000,Petrol,Manual,6610,250999.99999999997
Jeep Compass,Jeep,2018,57374,Diesel,Manual,15425,789000.0
Honda Amaze,Honda,2015,68011,Petrol,Manual,8585,326000.0
Datsun Redi Go,Datsun,2017,35579,Petrol,Manual,3108,159000.0
Maruti Swift,Maruti,2016,119841,Petrol,Manual,6748,303000.0
Maruti Wagon R 1.0,Maruti,2013,77241,Petrol,Manual,9415,200000.0
Renault Kwid,Renault,2020,112390,Petrol,Manual,5672,254999.99999999997
Hyundai Eon,Hyundai,2015,73606,Petrol,Manual,3186,121000.0
Datsun Redi Go,Datsun,2017,121162,Petrol,Manual,3003,135000.0
Honda Amaze,Honda,2015,106049,Diesel,Manual,7274,219000.0
Renault Kwid,Renault,2017,75304,Petrol,Manual,4477,229000.0
Renault Kwid,Renault,2021,43767,Petrol,Manual,4943,280000.0
Maruti Wagon R 1.0,Maruti,2015,81211,Petrol,Manual,4714,179000.0
Hyundai i10,Hyundai,2012,56959,Petrol,Manual,13594,153000.0
Hyundai i10,Hyundai,2013,60077,Petrol,Manual,6826,145000.0
Maruti FRONX,Maruti,2025,4252,Petrol,Manual,12392,702000.0
Hyundai i20,Hyundai,2013,107390,Diesel,Manual,13505,152000.0
Nissan Sunny,Nissan,2013,103622,Diesel,Manual,13061,147000.0
Tata NEXON,Tata,2019,191441,Diesel,Manual,7763,349000.0
Volkswagen Polo,Volkswagen,2020,57510,Petrol,Manual,6620,375000.0
Volkswagen Vento,Volkswagen,2011,75384,Petrol,Manual,6620,155000.0
Renault TRIBER,Renault,2022,46966,Petrol,Manual,8491,480999.99999999994
Maruti Baleno,Maruti,2017,109810,Petrol,Manual,8008,360000.0
Renault Duster,Renault,2017,154288,Diesel,Manual,7897,355000.0
Honda City,Honda,2011,131704,Petrol,Manual,7897,204999.99999999997
Maruti Swift,Maruti,2015,105961,Diesel,Manual,11393,343000.0
Datsun Redi Go,Datsun,2017,83475,Petrol,Manual,2542,130000.0
Audi A4,Audi,2011,109666,Diesel,Auto,2542,542000.0
Honda Jazz,Honda,2012,94237,Petrol,Manual,14571,164000.0
Hyundai Eon,Hyundai,2015,83789,Petrol,Manual,3529,134000.0
Maruti Swift,Maruti,2014,132311,Petrol,Manual,7639,229999.99999999997
Toyota Etios,Toyota,2011,142551,Petrol,Manual,7639,211000.0
Honda Brio,Honda,2013,92620,Petrol,Manual,7673,163000.0
Volkswagen Polo,Volkswagen,2011,156471,Petrol,Manual,7673,122000.0
Hyundai Verna,Hyundai,2013,144379,Diesel,Manual,24256,273000.0
Nissan Terrano,Nissan,2016,154769,Diesel,Manual,5267,200000.0
Maruti Dzire,Maruti,2017,138103,Diesel,Auto,10255,461000.00000000006
Renault Duster,Renault,2013,215965,Diesel,Manual,18836,212000.0
Hyundai Xcent,Hyundai,2015,174677,Diesel,Manual,5979,180000.0
Renault TRIBER,Renault,2020,29268,Petrol,Auto,9709,550000.0
Ford Figo,Ford,2012,141805,Diesel,Manual,9709,74000.0
Tata Bolt,Tata,2015,158354,Petrol,Manual,3608,137000.0
Maruti Wagon R 1.0,Maruti,2014,149932,Petrol,Manual,5813,175000.0
Tata NEXON,Tata,2018,252939,Diesel,Manual,12234,550000.0
Mahindra Scorpio,Mahindra,2017,21133,Diesel,Manual,18612,856000.0
Ford Figo,Ford,2011,111862,Diesel,Manual,18612,85000.0
Ford Ecosport,Ford,2014,130259,Diesel,Manual,11203,238000.0
Maruti Ciaz,Maruti,2017,73500,Petrol,Manual,10225,523000.00000000006
Hyundai Santro Xing,Hyundai,2012,53168,Petrol,Manual,10573,119000.0
Maruti Alto K10,Maruti,2011,70366,Petrol,Manual,10573,155000.0
Hyundai i10,Hyundai,2013,116355,Petrol,Manual,7061,150000.0
Mahindra XUV500,Mahindra,2014,168453,Diesel,Manual,16805,357000.0
Hyundai Creta,Hyundai,2021,58421,Petrol,Manual,14965,874000.0
Maruti Swift,Maruti,2024,4119,Petrol,Manual,13081,741000.0
Maruti Ertiga,Maruti,2018,75797,Diesel,Manual,10283,526000.0
Maruti Baleno,Maruti,2021,53023,Petrol,Manual,8897,504000.0
Hyundai Verna,Hyundai,2017,110754,Diesel,Manual,12613,567000.0
Maruti Baleno,Maruti,2016,42389,Petrol,Auto,9632,433000.0
Skoda Fabia,Skoda,2011,53982,Petrol,Manual,9632,119000.0
Ford Ecosport,Ford,2015,171693,Diesel,Manual,8005,241000.0
Maruti S Cross,Maruti,2016,71527,Diesel,Manual,9217,350000.0
Maruti Wagon R Duo,Maruti,2010,123870,Petrol,Manual,9217,61000.0
Tata NEXON,Tata,2019,32500,Petrol,Manual,10592,600000.0
Skoda Rapid,Skoda,2012,93028,Petrol,Manual,14394,162000.0
Maruti Alto 800,Maruti,2017,55364,Petrol,Manual,4653,238000.0
Tata NEXON,Tata,2021,38153,Petrol,Manual,10751,609000.0
Maruti Vitara Brezza,Maruti,2017,122129,Diesel,Manual,9209,413999.99999999994
Maruti Dzire,Maruti,2020,53504,Petrol,Manual,8809,499000.0
Hyundai i10,Hyundai,2011,59748,Petrol,Manual,8809,165000.0
Hyundai Grand i10,Hyundai,2013,115347,Petrol,Manual,10356,220000.00000000003
Ford New Figo,Ford,2019,68920,Petrol,Manual,6020,341000.0
Honda City,Honda,2015,131443,Diesel,Manual,9333,281000.0
Hyundai Verna,Hyundai,2012,105308,Diesel,Manual,9333,244000.0
Hyundai Eon,Hyundai,2017,119940,Petrol,Manual,4649,209000.0
Hyundai i10,Hyundai,2011,98084,Petrol,Manual,4649,120000.0
Hyundai Eon,Hyundai,2017,73961,Petrol,Manual,4301,220000.00000000003
Hyundai Grand i10,Hyundai,2016,78119,Petrol,Manual,7185,323000.0
Volkswagen Polo,Volkswagen,2011,156961,Diesel,Manual,7185,138000.0
Maruti Celerio,Maruti,2021,41744,Petrol,Auto,6743,382000.0
Maruti Swift,Maruti,2015,109761,Petrol,Manual,10929,415000.00000000006
Tata NEXON,Tata,2017,153422,Diesel,Manual,9921,446000.0
Mahindra Verito,Mahindra,2014,167700,Diesel,Manual,4943,105000.0
Hyundai Grand i10,Hyundai,2015,78537,Petrol,Manual,7979,303000.0
Mahindra XUV500,Mahindra,2016,144986,Diesel,Auto,14721,559000.0
Maruti Alto 800,Maruti,2015,37909,Petrol,Manual,6083,231000.0
Mahindra KUV 100 NXT,Mahindra,2017,36097,Petrol,Manual,6051,310000.0
Renault Duster,Renault,2015,106697,Diesel,Manual,8005,241000.0
Mahindra Scorpio,Mahindra,2010,205000,Diesel,Manual,8005,182000.0
Ford Ecosport,Ford,2018,49454,Petrol,Manual,7379,418000.0
Hyundai Grand i10,Hyundai,2017,87954,Petrol,Manual,6021,308000.0
Maruti Swift,Maruti,2015,98426,Petrol,Manual,8558,325000.0
Tata NEXON,Tata,2022,22590,Petrol,Auto,13451,762000.0
Chevrolet Cruze,Chevrolet,2012,85458,Diesel,Auto,13451,200000.0
Tata NEXON,Tata,2024,32402,Petrol,Auto,14034,795000.0
Maruti Ertiga,Maruti,2013,117952,Diesel,Manual,25233,284000.0
Hyundai VENUE,Hyundai,2021,44111,Petrol,Manual,11121,630000.0
Hyundai Xcent,Hyundai,2014,89471,Petrol,Manual,9998,301000.0
Maruti Eeco,Maruti,2022,67537,Petrol,Manual,7928,449000.0
Maruti Vitara Brezza,Maruti,2017,154571,Diesel,Manual,9899,445000.0
Chevrolet Tavera,Chevrolet,2013,201235,Diesel,Manual,11106,125000.0
Nissan Sunny,Nissan,2012,307369,Diesel,Manual,11106,132000.0
Tata ALTROZ,Tata,2021,42446,Petrol,Manual,8844,501000.0
Honda City,Honda,2019,77635,Petrol,Manual,12639,716000.0
Maruti Dzire,Maruti,2018,49341,Petrol,Manual,8756,496000.0
Maruti Ertiga,Maruti,2013,99718,Petrol,Manual,16805,357000.0
Honda Amaze,Honda,2019,59568,Petrol,Manual,7061,400000.0
Hyundai Grand i10,Hyundai,2013,55777,Petrol,Manual,12286,261000.0
Ford Figo Aspire,Ford,2016,39605,Petrol,Manual,6718,302000.0
Hyundai Verna,Hyundai,2017,107405,Petrol,Auto,14236,640000.0
Maruti S Cross,Maruti,2016,104000,Diesel,Manual,7847,298000.0
Skoda Rapid,Skoda,2017,218146,Diesel,Manual,10166,457000.0
Honda Brio,Honda,2013,152602,Petrol,Manual,7908,168000.0
Honda City,Honda,2014,94635,Diesel,Manual,12992,276000.0
Hyundai Creta,Hyundai,2017,103700,Petrol,Manual,12056,542000.0
Chevrolet Sail,Chevrolet,2014,105971,Diesel,Manual,5602,119000.0
Volkswagen Vento,Volkswagen,2015,156170,Diesel,Manual,12223,368000.0
Hyundai Grand i10,Hyundai,2015,198505,Diesel,Manual,7872,237000.0
Maruti Ciaz,Maruti,2017,35661,Petrol,Manual,8602,440000.00000000006
Mahindra XUV500,Mahindra,2017,80139,Diesel,Manual,12657,569000.0
Maruti Wagon R 1.0,Maruti,2016,17209,Petrol,Auto,6673,300000.0
Tata TIGOR,Tata,2019,125000,Petrol,Manual,6829,307000.0
Hyundai Xcent,Hyundai,2015,87387,Petrol,Manual,6504,247000.00000000003
Mahindra XUV500,Mahindra,2016,260890,Diesel,Manual,14115,536000.0
Volkswagen Cross Polo,Volkswagen,2016,103968,Petrol,Manual,5806,261000.0
Maruti Baleno,Maruti,2020,106086,Petrol,Manual,11923,536000.0
Maruti Swift Dzire,Maruti,2014,150981,Diesel,Manual,16946,360000.0
Hyundai NEW I20,Hyundai,2024,43090,Petrol,Manual,12516,709000.0
Ford Ecosport,Ford,2014,71643,Petrol,Manual,10861,327000.0
Toyota Etios Liva,Toyota,2016,81418,Petrol,Manual,6651,299000.0
KIA SELTOS,KIA,2021,82134,Petrol,Manual,12357,700000.0
Hyundai Xcent,Hyundai,2015,72399,Petrol,Manual,8558,325000.0
Maruti Wagon R 1.0,Maruti,2017,27795,Petrol,Auto,6471,331000.0
Hyundai Xcent,Hyundai,2014,117357,Petrol,Manual,9898,298000.0
Mahindra XUV500,Mahindra,2016,94972,Diesel,Manual,13062,496000.0
Maruti Baleno,Maruti,2017,114346,Petrol,Auto,7897,355000.0
Hyundai i10,Hyundai,2011,152060,Petrol,Manual,7897,122000.0
KIA SONET,KIA,2022,66033,Petrol,Manual,10856,615000.0
Hyundai Elite i20,Hyundai,2017,140254,Petrol,Manual,8475,381000.0
Maruti Celerio,Maruti,2019,65653,Petrol,Auto,6743,382000.0
Hyundai GRAND I10 NIOS,Hyundai,2020,38904,Petrol,Manual,7308,413999.99999999994
Honda Amaze,Honda,2019,104473,Diesel,Manual,10766,484000.0
Mahindra XUV500,Mahindra,2015,217942,Diesel,Manual,16541,498000.00000000006
Hyundai Grand i10,Hyundai,2015,76239,Petrol,Manual,7610,289000.0
Maruti Ertiga,Maruti,2012,189880,Diesel,Manual,7610,246000.0
KIA SELTOS,KIA,2019,15195,Diesel,Manual,15564,909000.0
Maruti Ciaz,Maruti,2016,209994,Diesel,Manual,11008,418000.0
KIA SELTOS,KIA,2019,62271,Petrol,Manual,13240,750000.0
Honda City,Honda,2017,54901,Petrol,Manual,8856,453000.0
Hyundai NEW SANTRO,Hyundai,2018,48230,Petrol,Manual,5296,300000.0
Hyundai i10,Hyundai,2011,64710,Petrol,Manual,5296,133000.0
Honda City,Honda,2019,34059,Petrol,Auto,12622,715000.0
Tata Harrier,Tata,2019,78846,Diesel,Manual,14554,850000.0
Maruti XL6,Maruti,2022,46707,Petrol,Manual,18064,1055000.0
Maruti Alto 800,Maruti,2016,68458,Petrol,Manual,4916,221000.0
Maruti Celerio,Maruti,2016,54233,Petrol,Manual,6740,303000.0
Toyota Etios,Toyota,2011,120392,Petrol,Manual,6740,123000.0
Maruti Ciaz,Maruti,2016,81544,Diesel,Manual,10191,387000.0
KIA SELTOS,KIA,2024,7100,Petrol,Manual,19434,1135000.0
Hyundai Grand i10,Hyundai,2016,34023,Petrol,Manual,7719,347000.0
Maruti Ciaz,Maruti,2018,142718,Petrol,Manual,9676,434999.99999999994
Hyundai VENUE,Hyundai,2023,37825,Petrol,Manual,13240,750000.0
Hyundai GRAND I10 NIOS,Hyundai,2023,37097,Petrol,Manual,9268,525000.0
Hyundai i20,Hyundai,2011,87677,Petrol,Manual,9268,165000.0
Hyundai Creta,Hyundai,2016,213916,Diesel,Manual,15221,578000.0
Hyundai Creta,Hyundai,2017,60423,Petrol,Auto,13216,676000.0
Ford Ecosport,Ford,2015,206437,Diesel,Manual,10463,315000.0
Tata ALTROZ,Tata,2021,52730,Petrol,Manual,7644,433000.0
Audi Q3,Audi,2012,130221,Diesel,Auto,7644,535000.0
Mahindra XUV500,Mahindra,2016,200368,Diesel,Manual,15800,600000.0
MG ASTOR,MG,2023,30519,Petrol,Manual,15342,896000.0000000001
Honda City,Honda,2014,124684,Diesel,Manual,15111,321000.0
Maruti Baleno,Maruti,2018,70257,Petrol,Manual,7326,415000.00000000006
Honda Amaze,Honda,2020,64315,Petrol,Manual,7979,451999.99999999994
Maruti Ciaz,Maruti,2018,121892,Petrol,Manual,8675,390000.0
Maruti Wagon R 1.0,Maruti,2015,93946,Petrol,Manual,6847,260000.0
Hyundai EXTER,Hyundai,2023,20437,Petrol,Manual,12480,707000.0
Tata Tiago,Tata,2020,50841,Petrol,Manual,7379,418000.0
Honda WR-V,Honda,2017,121843,Diesel,Manual,10499,472000.0
Maruti Swift Dzire,Maruti,2014,74943,Diesel,Manual,17088,363000.0
Tata ALTROZ,Tata,2022,23681,Petrol,Manual,9162,519000.00000000006
