car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price
Maruti Swift Dzire,Maruti,2013,62136,Diesel,Manual,20435,229999.99999999997
Maruti Swift Dzire,Maruti,2013,113897,Petrol,Manual,9462,200999.99999999997
Tata Tiago,Tata,2019,82203,Petrol,Manual,3884,220000.00000000003
Hyundai Verna,Hyundai,2012,138968,Diesel,Manual,3884,150000.0
Maruti Swift,Maruti,2013,62498,Diesel,Manual,19014,214000.0
Maruti Swift,Maruti,2012,95641,Diesel,Manual,19014,220000.00000000003
Hyundai Elite i20,Hyundai,2019,17783,Petrol,Manual,7944,450000.0
Maruti Swift Dzire,Maruti,2014,75803,Petrol,Manual,11226,338000.0
Maruti Celerio,Maruti,2016,46191,Diesel,Manual,4687,178000.0
Maruti Wagon R 1.0,Maruti,2015,40019,Petrol,Manual,5925,225000.0
Maruti Swift,Maruti,2013,89036,Petrol,Manual,11298,240000.0
Renault Kwid,Renault,2021,23962,Petrol,Manual,4590,260000.0
Maruti Eeco,Maruti,2023,63134,Petrol,Manual,6161,349000.0
Hyundai GRAND I10 NIOS,Hyundai,2019,50152,Petrol,Manual,6267,355000.0
Maruti Swift Dzire,Maruti,2012,88220,Petrol,Manual,17592,198000.0
Maruti Swift,Maruti,2013,64368,Petrol,Manual,11062,235000.0
Tata TIGOR,Tata,2017,77000,Petrol,Manual,4653,238000.0
Maruti Wagon R 1.0,Maruti,2014,42240,Petrol,Manual,6875,206999.99999999997
Hyundai Eon,Hyundai,2015,32494,Petrol,Manual,4398,167000.0
Honda City,Honda,2012,95345,Petrol,Manual,16437,185000.0
Maruti Ciaz,Maruti,2020,122604,Petrol,Manual,9454,425000.0
Honda City,Honda,2015,84961,Diesel,Manual,8968,270000.0
Maruti Wagon R 1.0,Maruti,2014,68222,Petrol,Manual,6244,188000.0
Maruti Wagon R 1.0,Maruti,2013,72501,Petrol,Manual,7626,162000.0
Maruti Swift,Maruti,2014,105831,Diesel,Manual,11533,245000.00000000003
Chevrolet Beat,Chevrolet,2012,86902,Petrol,Manual,6664,75000.0
Mercedes Benz A Class,Mercedes,2015,90269,Diesel,Auto,14515,437000.0
Hyundai Elite i20,Hyundai,2017,81375,Diesel,Manual,7452,335000.0
Maruti Swift Dzire,Maruti,2012,72056,Petrol,Manual,14660,165000.0
Honda Amaze,Honda,2014,82695,Diesel,Manual,8520,181000.0
Honda Amaze,Honda,2014,148355,Diesel,Manual,7908,168000.0
Maruti Swift Dzire,Maruti,2013,277140,Diesel,Manual,10573,119000.0
Hyundai Grand i10,Hyundai,2014,98941,Petrol,Manual,7008,211000.0
Ford Ecosport,Ford,2019,65454,Petrol,Manual,8348,473000.00000000006
Maruti Swift,Maruti,2013,105754,Petrol,Manual,9980,212000.0
Mahindra Thar,Mahindra,2021,39177,Petrol,Manual,16078,939000.0
Hyundai i10,Hyundai,2013,21752,Petrol,Manual,7249,154000.0
Maruti Celerio,Maruti,2015,38742,Petrol,Manual,5530,210000.0
Hyundai i10,Hyundai,2012,111061,Petrol,Manual,10040,112999.99999999999
Maruti Swift Dzire,Maruti,2013,71212,Petrol,Manual,8140,173000.0
Maruti Alto,Maruti,2021,42757,Petrol,Manual,4413,250000.0
Maruti Dzire,Maruti,2017,108512,Diesel,Manual,8210,369000.0
Maruti Wagon R 1.0,Maruti,2013,41029,Petrol,Manual,7532,160000.0
Mahindra XUV500,Mahindra,2014,111297,Diesel,Manual,11203,238000.0
Maruti Swift,Maruti,2014,92894,Petrol,Manual,7805,235000.0
Hyundai VENUE,Hyundai,2019,57047,Petrol,Manual,8826,500000.0
Maruti Baleno,Maruti,2023,144481,Petrol,Manual,13369,601000.0
Hyundai EXTER,Hyundai,2024,7037,Petrol,Manual,12322,698000.0
Hyundai GRAND I10 NIOS,Hyundai,2022,15421,Petrol,Manual,8597,487000.0
Maruti Wagon R 1.0,Maruti,2012,45156,Petrol,Manual,13238,149000.0
KIA CARENS,KIA,2024,13681,Petrol,Manual,19348,1130000.0
Maruti Ritz,Maruti,2013,38391,Petrol,Manual,6402,136000.0
Honda City,Honda,2014,170742,Diesel,Manual,10921,231999.99999999997
Maruti Swift,Maruti,2016,115962,Diesel,Manual,8190,311000.0
Tata TIGOR,Tata,2018,59901,Petrol,Manual,4678,265000.0
Maruti Wagon R 1.0,Maruti,2014,288683,Petrol,Manual,6676,200999.99999999997
Maruti Swift,Maruti,2014,90991,Diesel,Manual,12145,258000.0
Maruti Swift Dzire,Maruti,2015,84872,Petrol,Manual,6636,252000.0
Maruti Wagon R 1.0,Maruti,2016,102548,Petrol,Manual,4805,216000.0
Maruti Wagon R 1.0,Maruti,2018,28111,Petrol,Manual,4890,277000.0
Maruti New Wagon-R,Maruti,2020,52243,Petrol,Manual,6549,371000.0
Hyundai GRAND I10 NIOS,Hyundai,2020,51791,Petrol,Manual,7061,400000.0
Renault Duster,Renault,2014,106882,Diesel,Manual,8285,176000.0
Maruti Celerio,Maruti,2014,80160,Petrol,Manual,6444,194000.0
Maruti Swift,Maruti,2014,190884,Diesel,Manual,10121,215000.0
Tata NEXON,Tata,2019,33803,Diesel,Manual,9815,556000.0
Hyundai i20,Hyundai,2011,42678,Petrol,Manual,9815,133000.0
Hyundai New Elantra,Hyundai,2013,91480,Diesel,Auto,20258,227999.99999999997
Maruti Swift,Maruti,2017,124852,Diesel,Manual,5116,229999.99999999997
Maruti Swift Dzire,Maruti,2015,37274,Petrol,Manual,8954,340000.0
KIA SELTOS,KIA,2019,114165,Diesel,Manual,17506,787000.0
Maruti Wagon R 1.0,Maruti,2015,41625,Petrol,Manual,6083,231000.0
Mahindra XUV700,Mahindra,2024,20950,Diesel,Manual,28423,1660000.0000000002
Maruti Swift,Maruti,2015,129375,Petrol,Manual,5267,200000.0
Maruti Wagon R 1.0,Maruti,2017,87640,Petrol,Manual,5005,256000.0
Toyota Etios,Toyota,2013,233633,Diesel,Manual,17859,200999.99999999997
Hyundai Grand i10,Hyundai,2017,83125,Diesel,Manual,5072,227999.99999999997
Renault Kwid,Renault,2018,46915,Petrol,Manual,3954,224000.00000000003
Honda Amaze,Honda,2014,90232,Petrol,Manual,9333,281000.0
Maruti Wagon R 1.0,Maruti,2015,33447,Petrol,Manual,6083,231000.0
Maruti Swift Dzire,Maruti,2015,121198,Diesel,Manual,10595,319000.0
Maruti Swift,Maruti,2015,140480,Petrol,Manual,8111,308000.0
Hyundai VENUE,Hyundai,2023,35131,Petrol,Manual,18681,1091000.0
Honda Brio,Honda,2014,83979,Petrol,Manual,6344,191000.0
Renault Pulse,Renault,2014,131341,Diesel,Manual,6590,140000.0
Maruti Celerio,Maruti,2018,2248,Petrol,Manual,4766,270000.0
Maruti Ritz,Maruti,2013,160283,Diesel,Manual,13150,148000.0
Mahindra Scorpio,Mahindra,2011,115920,Diesel,Manual,13150,234000.0
Honda Amaze,Honda,2014,62531,Petrol,Manual,6576,198000.0
Hyundai Grand i10,Hyundai,2014,57608,Petrol,Manual,9499,286000.0
Maruti Baleno,Maruti,2018,110021,Petrol,Manual,9298,418000.0
Maruti Wagon R 1.0,Maruti,2016,102308,Petrol,Manual,5339,240000.0
Renault Kwid,Renault,2018,58144,Petrol,Manual,3871,174000.0
Datsun Go,Datsun,2014,21521,Petrol,Manual,3355,101000.0
Honda Amaze,Honda,2020,51770,Petrol,Manual,7555,428000.0
Mahindra NUVOSPORT,Mahindra,2017,152410,Diesel,Manual,8297,373000.0
Hyundai Santro Xing,Hyundai,2012,69890,Petrol,Manual,8529,96000.0
Maruti Swift,Maruti,2015,114614,Diesel,Manual,9798,295000.0
Maruti Alto 800,Maruti,2013,77746,Petrol,Manual,5215,111000.00000000001
Maruti Wagon R 1.0,Maruti,2013,105962,Petrol,Manual,7296,155000.0
Maruti Alto 800,Maruti,2018,63838,Petrol,Manual,3283,186000.0
Hyundai i10,Hyundai,2011,91911,Petrol,Manual,3283,71000.0
Ford Figo,Ford,2012,82348,Diesel,Manual,3283,83000.0
Maruti Swift Dzire,Maruti,2015,65695,Petrol,Manual,7057,268000.0
Maruti Celerio,Maruti,2015,124050,Petrol,Manual,5319,202000.0
Ford Ecosport,Ford,2017,141391,Diesel,Manual,7140,321000.0
Tata Tiago,Tata,2018,111762,Diesel,Manual,5339,240000.0
Maruti Swift Dzire,Maruti,2015,88830,Petrol,Manual,7479,284000.0
Maruti Dzire,Maruti,2018,82549,Petrol,Manual,7061,400000.0
Mahindra XUV500,Mahindra,2015,185386,Diesel,Manual,12854,387000.0
Maruti Ritz,Maruti,2011,123456,Petrol,Manual,12854,117000.0
Honda Jazz,Honda,2012,36003,Petrol,Manual,14482,163000.0
Honda Amaze,Honda,2016,117507,Diesel,Manual,6952,264000.0
Maruti Eeco,Maruti,2018,77243,Petrol,Manual,6037,342000.0
Maruti Swift,Maruti,2020,36770,Petrol,Manual,7591,430000.0
Hyundai New Elantra,Hyundai,2012,144467,Diesel,Manual,7591,227000.0
Maruti Dzire,Maruti,2018,103640,Diesel,Manual,9231,415000.00000000006
Maruti Baleno,Maruti,2019,126959,Petrol,Manual,10010,450000.0
Toyota Etios Liva,Toyota,2011,116930,Petrol,Manual,10010,162000.0
Mahindra XUV700,Mahindra,2022,31984,Petrol,Manual,19811,1157000.0
Jaguar XF,Jaguar,2015,155950,Diesel,Auto,26191,800000.0
Maruti S Cross,Maruti,2015,105456,Diesel,Manual,9566,288000.0
Volkswagen Vento,Volkswagen,2010,65542,Petrol,Manual,9566,104000.0
Maruti Baleno,Maruti,2017,53082,Petrol,Manual,8915,455999.99999999994
Maruti Swift,Maruti,2020,50819,Petrol,Manual,7432,421000.0
Maruti Wagon R 1.0,Maruti,2015,18663,Petrol,Manual,6346,241000.0
Honda Amaze,Honda,2015,88294,Diesel,Manual,7374,222000.00000000003
Hyundai Verna,Hyundai,2013,103760,Diesel,Manual,27810,313000.0
Maruti Baleno,Maruti,2022,63547,Petrol,Manual,8067,457000.0
Maruti Ertiga,Maruti,2015,37757,Petrol,Manual,10086,383000.0
Honda City,Honda,2014,194057,Diesel,Manual,13416,285000.0
Jeep Compass,Jeep,2017,168684,Petrol,Auto,14459,650000.0
Maruti Eeco,Maruti,2012,202686,Petrol,Manual,4967,56000.00000000001
Maruti Swift Dzire,Maruti,2015,75892,Petrol,Manual,8348,317000.0
Chevrolet Beat,Chevrolet,2013,83045,Diesel,Manual,6664,75000.0
Honda Amaze,Honda,2013,168500,Diesel,Manual,13327,150000.0
Maruti Swift Dzire,Maruti,2011,48835,Petrol,Manual,13327,106000.0
Maruti Wagon R 1.0,Maruti,2012,50826,Petrol,Manual,13949,157000.0
Maruti Swift Dzire,Maruti,2016,60000,Diesel,Manual,6899,262000.0
Honda Brio,Honda,2012,57950,Petrol,Manual,13327,150000.0
Honda Amaze,Honda,2017,72525,Petrol,Manual,5787,296000.0
Ford Ecosport,Ford,2014,117059,Diesel,Manual,8756,186000.0
Mahindra Xylo,Mahindra,2012,91531,Diesel,Manual,8756,87000.0
Maruti Vitara Brezza,Maruti,2019,248440,Diesel,Manual,9610,432000.0
Maruti New Wagon-R,Maruti,2019,65493,Petrol,Manual,6337,359000.0
Tata NEXON,Tata,2019,61904,Petrol,Manual,8703,493000.0
Honda Amaze,Honda,2016,76093,Petrol,Manual,5984,269000.0
Honda Amaze,Honda,2015,102753,Diesel,Manual,6909,208000.0
Maruti Wagon R 1.0,Maruti,2017,72009,Petrol,Manual,5103,261000.0
Hyundai Eon,Hyundai,2013,75376,Petrol,Manual,6167,131000.0
Tata Harrier,Tata,2022,46216,Diesel,Manual,25461,1487000.0
Honda City,Honda,2014,221896,Diesel,Manual,12474,265000.0
Mahindra Bolero,Mahindra,2019,85558,Diesel,Manual,8791,498000.00000000006
Mahindra XUV500,Mahindra,2017,83456,Diesel,Manual,13858,623000.0
Maruti Dzire,Maruti,2019,58242,Petrol,Manual,8509,482000.0
Hyundai i10,Hyundai,2013,85613,Petrol,Manual,6449,137000.0
Volkswagen Ameo,Volkswagen,2016,106042,Diesel,Auto,7215,274000.0
Hyundai Grand i10,Hyundai,2015,55249,Petrol,Manual,6847,260000.0
Maruti Dzire,Maruti,2018,82047,Diesel,Manual,8309,425000.0
Maruti Swift,Maruti,2011,136449,Diesel,Manual,8309,100000.0
Chevrolet Cruze,Chevrolet,2012,125356,Diesel,Auto,8309,165000.0
Tata Safari Storme,Tata,2016,215508,Diesel,Manual,9717,369000.0
Mahindra XUV500,Mahindra,2019,152283,Diesel,Manual,14481,651000.0
Hyundai Grand i10,Hyundai,2017,107230,Petrol,Manual,5784,260000.0
Ford Classic,Ford,2012,207867,Diesel,Manual,5784,93000.0
Hyundai i10,Hyundai,2011,87818,Petrol,Manual,5784,101000.0
Maruti Dzire,Maruti,2019,76870,Petrol,Manual,7321,415000.00000000006
Toyota Fortuner,Toyota,2019,273110,Diesel,Auto,46594,2143000.0
Maruti Wagon R 1.0,Maruti,2015,20085,Petrol,Manual,6267,238000.0
Maruti S Cross,Maruti,2017,60615,Diesel,Manual,9298,418000.0
Maruti Ertiga,Maruti,2013,63111,Diesel,Manual,39271,442000.0
Maruti Celerio,Maruti,2018,41833,Petrol,Manual,5225,296000.0
Maruti Wagon R 1.0,Maruti,2013,46000,Petrol,Manual,9132,194000.0
Hyundai Eon,Hyundai,2011,64769,Petrol,Manual,9132,106000.0
Maruti Swift,Maruti,2021,36911,Petrol,Manual,8738,495000.0
Renault Duster,Renault,2014,114624,Diesel,Manual,9791,208000.0
Honda City,Honda,2013,119411,Petrol,Manual,10639,225999.99999999997
Honda City,Honda,2018,153000,Petrol,Manual,10789,484999.99999999994
Maruti BREZZA,Maruti,2023,54000,Petrol,Manual,12992,736000.0
Maruti Dzire,Maruti,2017,96409,Diesel,Manual,10032,451000.0
Hyundai Verna,Hyundai,2014,168894,Diesel,Auto,15440,328000.0
Maruti Wagon R 1.0,Maruti,2011,72453,Petrol,Manual,15440,100000.0
Maruti Baleno,Maruti,2018,120084,Diesel,Manual,8898,400000.0
Renault Duster,Renault,2015,101599,Diesel,Manual,7839,236000.0
Hyundai Creta,Hyundai,2017,209123,Diesel,Manual,13013,585000.0
Mahindra XUV500,Mahindra,2016,54188,Diesel,Manual,12008,455999.99999999994
Landrover Freelander 2,Landrover,2013,139022,Diesel,Auto,41759,470000.0
Toyota Etios Liva,Toyota,2012,110472,Diesel,Manual,41759,160000.0
Hyundai i10,Hyundai,2011,31485,Petrol,Manual,41759,110000.00000000001
Hyundai Creta,Hyundai,2018,100765,Petrol,Manual,14592,656000.0
Skoda Fabia,Skoda,2012,132489,Diesel,Manual,14592,68000.0
Hyundai Grand i10,Hyundai,2014,16196,Petrol,Manual,9068,273000.0
Maruti Swift Dzire,Maruti,2016,155868,Diesel,Manual,8875,337000.0
Ford Figo,Ford,2013,111890,Diesel,Manual,7730,87000.0
Tata NEXON,Tata,2020,58807,Petrol,Manual,12463,706000.0
Renault Duster,Renault,2015,45985,Diesel,Manual,10330,311000.0
Hyundai VENUE,Hyundai,2022,44589,Petrol,Manual,11527,653000.0
Maruti Grand Vitara,Maruti,2024,26590,Hybrid,Auto,25170,1470000.0
Skoda KUSHAQ,Skoda,2022,63820,Petrol,Manual,13963,791000.0
Hyundai Verna,Hyundai,2019,59834,Diesel,Manual,10150,575000.0
Mahindra XUV300,Mahindra,2022,74870,Diesel,Manual,11421,647000.0
Hyundai GRAND I10 NIOS,Hyundai,2022,102349,Petrol,Manual,8787,395000.0
KIA SELTOS,KIA,2025,5744,Petrol,Manual,18835,1100000.0
Nissan Micra,Nissan,2012,133949,Diesel,Manual,18835,107000.0
Maruti Swift,Maruti,2020,102514,Petrol,Manual,9676,434999.99999999994
Renault TRIBER,Renault,2023,53091,Petrol,Manual,9038,512000.0
Maruti Wagon R 1.0,Maruti,2012,69977,Petrol,Manual,11461,129000.0
Mercedes Benz C Class,Mercedes,2012,118395,Diesel,Auto,11461,256999.99999999997
Maruti Swift Dzire,Maruti,2016,34953,Petrol,Manual,6896,310000.0
Hyundai i10,Hyundai,2011,59749,Petrol,Manual,6896,107000.0
Honda Amaze,Honda,2018,77520,Diesel,Manual,8055,412000.0
Maruti Baleno,Maruti,2017,168168,Petrol,Manual,7630,343000.0
Hyundai Elite i20,Hyundai,2017,59420,Petrol,Manual,7820,400000.0
Maruti Swift,Maruti,2011,75236,Petrol,Manual,7820,142000.0
Hyundai Verna,Hyundai,2016,49247,Diesel,Manual,10534,400000.0
Maruti Alto K10,Maruti,2022,27105,Petrol,Manual,5755,326000.0
Mahindra Scorpio,Mahindra,2017,133298,Diesel,Manual,16906,760000.0
Hyundai Creta,Hyundai,2019,92483,Diesel,Manual,11969,678000.0
Hyundai Creta,Hyundai,2019,167966,Diesel,Manual,13347,600000.0
Audi Q3,Audi,2013,103373,Diesel,Auto,51710,582000.0
Hyundai GRAND I10 NIOS,Hyundai,2020,65571,Petrol,Manual,7467,423000.00000000006
Honda Amaze,Honda,2018,144830,Diesel,Manual,8720,392000.0
Ford Ecosport,Ford,2017,110002,Diesel,Manual,8342,375000.0
Chevrolet Enjoy,Chevrolet,2013,113248,Diesel,Manual,10928,123000.0
Maruti Swift Dzire,Maruti,2015,39299,Petrol,Manual,7847,298000.0
Maruti Baleno,Maruti,2016,86455,Petrol,Manual,7786,350000.0
Maruti Vitara Brezza,Maruti,2017,106331,Diesel,Manual,12079,543000.0
Maruti Swift,Maruti,2013,9964,Petrol,Manual,12804,272000.0
Tata NEXON,Tata,2024,39056,Petrol,Manual,15410,900000.0
KIA SONET,KIA,2021,41988,Petrol,Manual,13434,761000.0
Mahindra XUV500,Mahindra,2015,83523,Diesel,Manual,14183,426999.99999999994
Hyundai Elite i20,Hyundai,2016,201721,Diesel,Manual,9375,356000.0
Tata NEXON,Tata,2024,24724,Petrol,Manual,14657,856000.0
Honda Civic,Honda,2019,26631,Petrol,Auto,16266,950000.0
Maruti Grand Vitara,Maruti,2024,16098,Petrol,Manual,20222,1181000.0
Maruti Baleno,Maruti,2018,48531,Petrol,Manual,7644,433000.0
Honda City,Honda,2013,126540,Petrol,Manual,12616,268000.0
Maruti Wagon R 1.0,Maruti,2015,78066,Petrol,Manual,4687,178000.0
Mahindra XUV300,Mahindra,2021,60764,Petrol,Manual,9991,566000.0
Chevrolet Enjoy,Chevrolet,2015,186634,Diesel,Manual,4584,138000.0
Maruti Swift Dzire,Maruti,2015,35243,Diesel,Manual,11691,352000.0
Mahindra XUV500,Mahindra,2016,147207,Diesel,Manual,12482,474000.0
Hyundai i20,Hyundai,2011,111584,Petrol,Manual,12482,100000.0
Tata NEXON,Tata,2022,53199,Diesel,Manual,15599,911000.0
Hyundai Verna,Hyundai,2014,175394,Diesel,Manual,14357,305000.0
Maruti Ciaz,Maruti,2014,142000,Diesel,Manual,12663,269000.0
Maruti Swift,Maruti,2019,22876,Petrol,Manual,8562,484999.99999999994
Tata ALTROZ,Tata,2022,52324,Petrol,Manual,11757,666000.0
Ford Ecosport,Ford,2019,128547,Diesel,Manual,12034,541000.0
Honda Jazz,Honda,2017,63145,Petrol,Manual,6843,350000.0
Mahindra BOLERO NEO,Mahindra,2024,4733,Diesel,Manual,18287,1068000.0
Hyundai Creta,Hyundai,2021,54608,Petrol,Manual,19109,1116000.0
Maruti Baleno,Maruti,2019,44624,Petrol,Manual,8032,455000.0
KIA CARENS,KIA,2022,104000,Diesel,Manual,21090,969999.9999999999
Maruti Dzire,Maruti,2018,118492,Petrol,Auto,9076,408000.0
Maruti Vitara Brezza,Maruti,2017,115024,Diesel,Manual,10677,480000.0
Honda City,Honda,2016,41809,Petrol,Manual,9142,411000.00000000006
Toyota Etios Liva,Toyota,2015,40553,Petrol,Manual,6373,242000.0
Hyundai VENUE,Hyundai,2021,100421,Diesel,Manual,15571,700000.0
Tata Tiago,Tata,2022,48682,Petrol,Manual,8791,498000.00000000006
Tata Tiago,Tata,2019,82198,Petrol,Manual,6161,349000.0
Honda WR-V,Honda,2017,112928,Diesel,Manual,8609,387000.0
Maruti Vitara Brezza,Maruti,2017,87749,Diesel,Manual,10789,484999.99999999994
Hyundai Verna,Hyundai,2014,156094,Diesel,Auto,15723,334000.0
Maruti Dzire,Maruti,2020,66955,Petrol,Manual,9074,513999.99999999994
Maruti Vitara Brezza,Maruti,2018,66160,Diesel,Manual,9462,484000.0
Tata NEXON,Tata,2022,15686,Petrol,Manual,14034,795000.0
Tata NEXON,Tata,2024,12741,Diesel,Manual,16112,941000.0
Maruti Vitara Brezza,Maruti,2021,79258,Petrol,Manual,9656,547000.0
KIA SELTOS,KIA,2023,25614,Petrol,Manual,19708,1151000.0
Maruti Vitara Brezza,Maruti,2019,95330,Diesel,Auto,10415,590000.0
Hyundai VENUE,Hyundai,2024,10237,Petrol,Manual,15153,885000.0
Renault Lodgy,Renault,2017,75122,Diesel,Manual,7786,350000.0
Volkswagen Vento,Volkswagen,2015,124935,Diesel,Auto,10130,305000.0
Hyundai NEW SANTRO,Hyundai,2018,61669,Petrol,Manual,5578,316000.0
Mahindra XUV700,Mahindra,2022,42129,Petrol,Auto,25752,1504000.0
MG ASTOR,MG,2021,72722,Petrol,Auto,13240,750000.0
Maruti Alto,Maruti,2022,45796,Petrol,Manual,6178,350000.0
Hyundai NEW I20,Hyundai,2020,105612,Petrol,Auto,14615,657000.0
Honda City,Honda,2015,154733,Diesel,Manual,10263,309000.0
Tata NEXON,Tata,2018,129149,Diesel,Manual,10677,480000.0
Tata Hexa,Tata,2018,79013,Diesel,Manual,11515,589000.0
Maruti Grand Vitara,Maruti,2024,20807,Petrol,Manual,18150,1060000.0
Hyundai XCENT PRIME,Hyundai,2021,60516,Petrol,Manual,7944,450000.0
Honda Amaze,Honda,2022,13048,Petrol,Manual,11232,636000.0
Honda City,Honda,2015,19932,Petrol,Manual,11192,425000.0
Ford Figo Aspire,Ford,2018,78585,Petrol,Manual,5649,320000.0
Toyota Innova Crysta,Toyota,2022,110742,Diesel,Auto,33701,1550000.0
Mahindra XUV700,Mahindra,2023,47061,Diesel,Manual,29433,1719000.0000000002
Maruti Dzire,Maruti,2017,103891,Diesel,Manual,9498,426999.99999999994
Hyundai Creta,Hyundai,2018,89859,Diesel,Manual,12805,655000.0
Tata NEXON,Tata,2021,61767,Petrol,Manual,10256,581000.0
Maruti Swift,Maruti,2023,54210,Petrol,Manual,18287,1068000.0
Hyundai Grand i10,Hyundai,2016,53813,Petrol,Manual,6940,312000.0
Hyundai Creta,Hyundai,2017,80164,Diesel,Manual,14348,645000.0
Ford Ecosport,Ford,2016,164174,Diesel,Manual,7979,303000.0
KIA CARENS,KIA,2022,100915,Diesel,Manual,22699,1044000.0
KIA SONET,KIA,2021,89392,Diesel,Manual,13063,740000.0
MG HECTOR,MG,2021,59117,Petrol,Auto,20547,1200000.0
Maruti IGNIS,Maruti,2019,42567,Petrol,Manual,6479,367000.0
Nissan Micra,Nissan,2012,73760,Diesel,Manual,6479,130000.0
Maruti Vitara Brezza,Maruti,2020,55484,Diesel,Manual,11245,637000.0
Honda Amaze,Honda,2018,54440,Petrol,Manual,7573,429000.0
Honda Jazz,Honda,2012,204296,Petrol,Manual,13683,154000.0
Hyundai Creta,Hyundai,2019,63293,Diesel,Manual,12692,719000.0
Toyota Innova Crysta,Toyota,2020,178152,Diesel,Manual,36375,1673000.0
Mahindra XUV700,Mahindra,2025,268,Petrol,Manual,24417,1426000.0
Maruti Dzire,Maruti,2017,111836,Diesel,Manual,9409,423000.00000000006
Tata ALTROZ,Tata,2023,25562,Petrol,Manual,11386,645000.0
Tata Tiago,Tata,2022,64287,Petrol,Manual,7944,450000.0
Tata Safari,Tata,2022,107322,Diesel,Auto,33701,1550000.0
Maruti Ciaz,Maruti,2014,60341,Petrol,Manual,11193,337000.0
Mahindra XUV300,Mahindra,2022,66787,Petrol,Manual,11969,678000.0
Maruti Eeco,Maruti,2021,165973,Petrol,Manual,7496,337000.0
KIA SONET,KIA,2025,21203,Petrol,Manual,17910,1046000.0000000001
Maruti Baleno,Maruti,2019,149377,Petrol,Manual,9187,413000.0
Nissan Sunny,Nissan,2017,69665,Petrol,Auto,6667,341000.0
Skoda SLAVIA,Skoda,2023,13821,Petrol,Auto,20650,1206000.0
Honda City,Honda,2017,52538,Petrol,Manual,11984,613000.0
MG HECTOR,MG,2021,91767,Petrol,Auto,21369,1248000.0
Maruti Alto,Maruti,2021,45344,Petrol,Manual,5119,290000.0
Mahindra XUV700,Mahindra,2022,125493,Diesel,Manual,29678,1365000.0
Hyundai Creta,Hyundai,2023,26833,Petrol,Manual,16848,984000.0
Hyundai Creta,Hyundai,2021,69136,Diesel,Auto,19725,1152000.0
Maruti Vitara Brezza,Maruti,2018,102027,Diesel,Auto,11790,530000.0
MG HECTOR,MG,2021,40842,Petrol,Manual,18818,1099000.0
Mahindra MARAZZO,Mahindra,2019,187820,Diesel,Manual,15794,710000.0
Ford Ecosport,Ford,2020,89412,Petrol,Manual,10874,616000.0
Hyundai Verna,Hyundai,2024,22349,Petrol,Auto,26557,1551000.0
Hyundai VENUE,Hyundai,2020,126475,Diesel,Manual,14325,644000.0
Honda WR-V,Honda,2021,86789,Diesel,Manual,13240,750000.0
