,car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price,city
1630,Renault Duster,Renault,2018,74795,Diesel,Manual,12219,625000.0,Bangalore
1631,Tata NEXON,Tata,2022,29158,Petrol,Manual,14040,819999.9999999999,Bangalore
1632,Toyota Etios,Toyota,2011,95787,Petrol,Manual,14040,244000.0,Bangalore
1633,Volkswagen Jetta,Volkswagen,2011,122338,Diesel,Auto,14040,366000.0,Bangalore
1634,Hyundai i10,Hyundai,2012,58149,Petrol,Manual,23655,266000.0,Bangalore
1635,Honda Jazz,Honda,2012,46109,Petrol,Manual,27987,315000.0,Bangalore
1636,Mahindra XUV500,Mahindra,2016,115199,Diesel,Auto,26569,1028000.0,Bangalore
1637,Maruti Vitara Brezza,Maruti,2017,54848,Diesel,Manual,16394,737000.0,Bangalore
1638,Toyota Etios Liva,Toyota,2017,73743,Petrol,Manual,9540,488000.0,Bangalore
1639,Tata Tiago,Tata,2016,74955,Petrol,Manual,7318,329000.0,Bangalore
1640,Ford FREESTYLE,Ford,2018,82156,Diesel,Manual,8231,421000.0,Bangalore
1641,Hyundai Verna,Hyundai,2011,89321,Petrol,Auto,8231,225000.0,Bangalore
1642,Maruti Swift,Maruti,2018,90661,Diesel,Auto,12571,643000.0,Bangalore
1643,Renault Duster,Renault,2016,53962,Diesel,Manual,15537,590000.0,Bangalore
1644,Maruti OMNI E,Maruti,2014,52224,Petrol,Manual,8702,262000.0,Bangalore
1645,Tata NEXON,Tata,2024,6960,Petrol,Auto,21317,1245000.0,Bangalore
1646,Honda City,Honda,2012,91897,Petrol,Manual,32341,364000.0,Bangalore
1647,Chevrolet Aveo,Chevrolet,2010,125066,Petrol,Manual,32341,218000.00000000003,Bangalore
1648,Chevrolet Beat,Chevrolet,2013,136040,Petrol,Manual,4425,94000.0,Bangalore
1649,Mahindra XUV700,Mahindra,2022,69020,Diesel,Manual,26540,1550000.0,Bangalore
1650,Fiat Grand Punto,Fiat,2011,92083,Diesel,Manual,26540,120000.0,Bangalore
1651,Maruti Swift,Maruti,2014,29638,Petrol,Manual,10031,302000.0,Bangalore
1652,Jeep Compass,Jeep,2019,170808,Diesel,Manual,18894,869000.0,Bangalore
1653,Mahindra XUV 3XO,Mahindra,2024,5531,Petrol,Manual,18818,1099000.0,Bangalore
1654,Honda Amaze,Honda,2015,120060,Petrol,Manual,9033,343000.0,Bangalore
1655,Maruti Ritz,Maruti,2011,39763,Petrol,Manual,9033,268000.0,Bangalore
1656,Skoda Rapid,Skoda,2015,185788,Diesel,Manual,9964,300000.0,Bangalore
1657,Hyundai i20,Hyundai,2011,54207,Petrol,Manual,9964,289000.0,Bangalore
1658,Ford Ecosport,Ford,2014,163853,Diesel,Manual,25137,534000.0,Bangalore
1659,Tata Tiago,Tata,2018,62211,Petrol,Manual,6090,345000.0,Bangalore
1660,Renault TRIBER,Renault,2024,35716,Petrol,Manual,11351,643000.0,Bangalore
1661,Maruti XL6,Maruti,2023,16512,Petrol,Manual,22499,1314000.0,Bangalore
1662,Honda Amaze,Honda,2018,80212,Petrol,Manual,8685,492000.0,Bangalore
1663,Hyundai i20,Hyundai,2012,31811,Petrol,Manual,35540,400000.0,Bangalore
1664,Renault Kwid,Renault,2017,40348,Petrol,Manual,4888,250000.0,Bangalore
1665,Hyundai GRAND I10 NIOS,Hyundai,2019,33685,Petrol,Manual,9091,515000.00000000006,Bangalore
1666,Maruti Swift,Maruti,2018,75409,Petrol,Manual,7944,450000.0,Bangalore
1667,Maruti Swift,Maruti,2018,73739,Petrol,Auto,11245,637000.0,Bangalore
1668,Hyundai Xcent,Hyundai,2014,64022,Petrol,Manual,10795,325000.0,Bangalore
1669,Renault TRIBER,Renault,2021,30892,Petrol,Manual,11121,630000.0,Bangalore
1670,Maruti Celerio,Maruti,2018,31436,Petrol,Manual,8720,494000.00000000006,Bangalore
1671,Hyundai i10,Hyundai,2013,32231,Petrol,Manual,17700,376000.0,Bangalore
1672,KIA CARENS,KIA,2022,32665,Petrol,Auto,26523,1549000.0,Bangalore
1673,Toyota Etios Liva,Toyota,2011,220740,Diesel,Manual,26523,268000.0,Bangalore
1674,Maruti Baleno,Maruti,2022,70763,Petrol,Manual,11474,650000.0,Bangalore
1675,Maruti New Wagon-R,Maruti,2019,93005,Petrol,Auto,7979,452000.0,Bangalore
1676,Hyundai i20,Hyundai,2012,80856,Diesel,Manual,7979,410000.0,Bangalore
1677,Hyundai Creta,Hyundai,2017,128534,Petrol,Manual,15393,692000.0,Bangalore
1678,Honda City,Honda,2013,100988,Petrol,Manual,19300,410000.0,Bangalore
1679,Honda City,Honda,2013,123572,Petrol,Manual,18170,386000.0,Bangalore
1680,Hyundai i10,Hyundai,2011,38345,Petrol,Manual,18170,266000.0,Bangalore
1681,KIA CARENS,KIA,2023,34507,Petrol,Manual,21300,1244000.0,Bangalore
1682,Nissan Sunny,Nissan,2013,119127,Petrol,Manual,10356,220000.00000000003,Bangalore
1683,Mahindra TUV300,Mahindra,2018,103021,Diesel,Manual,13970,628000.0,Bangalore
1684,Tata NEXON,Tata,2019,83476,Petrol,Auto,11916,675000.0,Bangalore
1685,Renault TRIBER,Renault,2021,55860,Petrol,Manual,10856,615000.0,Bangalore
1686,Maruti Baleno,Maruti,2018,75511,Petrol,Manual,7185,407000.0,Bangalore
1687,Maruti Swift,Maruti,2014,42643,Petrol,Manual,13186,397000.0,Bangalore
1688,Hyundai i20,Hyundai,2010,195106,Petrol,Manual,13186,200000.0,Bangalore
1689,Maruti Baleno,Maruti,2022,37612,Petrol,Manual,13593,770000.0,Bangalore
1690,Maruti Swift Dzire,Maruti,2014,73581,Petrol,Manual,15810,476000.0,Bangalore
1691,Hyundai AURA,Hyundai,2020,33177,Petrol,Auto,11068,627000.0,Bangalore
1692,Honda City,Honda,2013,87381,Petrol,Manual,17794,378000.0,Bangalore
1693,Maruti Swift,Maruti,2015,77860,Petrol,Manual,11850,450000.0,Bangalore
1694,Hyundai i10,Hyundai,2011,43151,Petrol,Manual,11850,230000.0,Bangalore
1695,Maruti Wagon R 1.0,Maruti,2012,73685,Petrol,Manual,16170,182000.0,Bangalore
1696,Maruti Wagon R 1.0,Maruti,2016,70708,Petrol,Auto,7941,357000.0,Bangalore
1697,Mahindra XUV500,Mahindra,2016,75187,Diesel,Manual,14510,551000.0,Bangalore
1698,Chevrolet Spark,Chevrolet,2011,67539,Petrol,Manual,14510,82000.0,Bangalore
1699,Mahindra TUV300,Mahindra,2016,66845,Diesel,Manual,13825,525000.0,Bangalore
1700,Hyundai Elite i20,Hyundai,2016,82291,Petrol,Manual,11322,509000.0,Bangalore
1701,Ford Ecosport,Ford,2014,97097,Petrol,Auto,12156,366000.0,Bangalore
1702,Tata NEXON,Tata,2021,19779,Petrol,Manual,13804,782000.0,Bangalore
1703,Mahindra XUV500,Mahindra,2016,122313,Diesel,Auto,18434,700000.0,Bangalore
1704,Hyundai Verna,Hyundai,2011,94363,Petrol,Manual,18434,274000.0,Bangalore
1705,Hyundai Elite i20,Hyundai,2016,70161,Diesel,Manual,15142,575000.0,Bangalore
1706,Maruti Celerio,Maruti,2014,61208,Petrol,Auto,9865,297000.0,Bangalore
1707,Maruti Celerio,Maruti,2016,71337,Petrol,Auto,9676,435000.0,Bangalore
1708,Tata ALTROZ,Tata,2021,7074,Petrol,Manual,11845,671000.0,Bangalore
1709,Hyundai i10,Hyundai,2010,51285,Petrol,Manual,11845,252000.0,Bangalore
1710,Tata NEXON,Tata,2020,54349,Diesel,Manual,14554,850000.0,Bangalore
1711,Mahindra XUV500,Mahindra,2021,160010,Diesel,Manual,23786,1094000.0,Bangalore
1712,Tata Safari,Tata,2021,53479,Diesel,Manual,23646,1381000.0,Bangalore
1713,Maruti Baleno,Maruti,2017,144244,Petrol,Manual,11078,498000.00000000006,Bangalore
1714,Hyundai Grand i10,Hyundai,2018,56260,Petrol,Auto,9744,552000.0,Bangalore
1715,Hyundai Creta,Hyundai,2018,35861,Petrol,Manual,12145,688000.0,Bangalore
1716,Tata NEXON,Tata,2018,82559,Petrol,Manual,10715,607000.0,Bangalore
1717,Maruti Swift,Maruti,2018,38130,Petrol,Auto,9621,545000.0,Bangalore
1718,Maruti Celerio,Maruti,2015,47576,Petrol,Auto,9349,355000.0,Bangalore
1719,Mahindra XUV500,Mahindra,2016,111089,Diesel,Manual,16511,627000.0,Bangalore
1720,Hyundai Eon,Hyundai,2011,61250,Petrol,Manual,16511,162000.0,Bangalore
1721,Maruti Alto K10,Maruti,2011,47659,Petrol,Manual,16511,205000.0,Bangalore
1722,Maruti Swift,Maruti,2015,92169,Diesel,Manual,17305,521000.0,Bangalore
1723,Maruti Swift,Maruti,2023,38728,Petrol,Manual,11474,650000.0,Bangalore
1724,Maruti S PRESSO,Maruti,2020,16893,Petrol,Auto,9038,512000.0,Bangalore
1725,Volkswagen Vento,Volkswagen,2013,149000,Diesel,Manual,22212,250000.0,Bangalore
1726,Ford Fiesta Classic,Ford,2011,130275,Petrol,Manual,22212,160000.0,Bangalore
1727,Hyundai Verna,Hyundai,2013,129239,Petrol,Manual,15817,336000.0,Bangalore
1728,Renault Duster,Renault,2014,96789,Diesel,Manual,22360,475000.0,Bangalore
1729,Honda City,Honda,2010,160776,Petrol,Manual,22360,229000.0,Bangalore
1730,Skoda Rapid,Skoda,2015,202157,Diesel,Auto,14747,444000.00000000006,Bangalore
1731,Hyundai i20,Hyundai,2014,65058,Petrol,Manual,13618,410000.0,Bangalore
1732,Tata Harrier,Tata,2020,145790,Diesel,Auto,25678,1181000.0,Bangalore
1733,Maruti Ciaz,Maruti,2016,57593,Diesel,Manual,12640,480000.0,Bangalore
1734,Mahindra XUV500,Mahindra,2015,84397,Diesel,Manual,19929,600000.0,Bangalore
1735,Maruti Ertiga,Maruti,2021,8895,Petrol,Auto,18235,1065000.0,Bangalore
1736,Maruti Ritz,Maruti,2014,89789,Petrol,Manual,11625,350000.0,Bangalore
1737,Tata Nano,Tata,2012,82342,Petrol,Manual,6042,68000.0,Bangalore
1738,Hyundai i10,Hyundai,2010,81267,Petrol,Manual,6042,168000.0,Bangalore
1739,Hyundai Creta,Hyundai,2016,63060,Petrol,Manual,19960,918000.0,Bangalore
1740,Toyota YARIS,Toyota,2021,15728,Petrol,Manual,13769,780000.0,Bangalore
1741,Honda City,Honda,2015,112029,Petrol,Manual,13694,520000.0,Bangalore
1742,Hyundai Santro Xing,Hyundai,2011,68941,Petrol,Manual,13694,191000.0,Bangalore
1743,Maruti Baleno,Maruti,2021,44554,Petrol,Manual,11051,626000.0,Bangalore
1744,Volkswagen Passat,Volkswagen,2012,100001,Diesel,Auto,11051,489000.0,Bangalore
1745,Maruti SX4,Maruti,2013,44922,Petrol,Manual,7249,154000.0,Bangalore
1746,Fiat Grand Punto,Fiat,2013,141086,Diesel,Manual,14660,165000.0,Bangalore
1747,MG HECTOR PLUS,MG,2021,60339,Diesel,Manual,18835,1100000.0,Bangalore
1748,Maruti Swift,Maruti,2023,35764,Petrol,Manual,13928,789000.0,Bangalore
1749,Maruti Baleno,Maruti,2015,26962,Petrol,Auto,13167,500000.0,Bangalore
1750,Hyundai Elite i20,Hyundai,2020,45297,Petrol,Manual,13345,756000.0,Bangalore
1751,Hyundai i20,Hyundai,2010,88753,Petrol,Manual,13345,120000.0,Bangalore
1752,Hyundai Verna,Hyundai,2012,134855,Diesel,Manual,13345,360000.0,Bangalore
1753,Renault Duster,Renault,2012,90174,Diesel,Manual,13345,290000.0,Bangalore
1754,Hyundai i20 Active,Hyundai,2015,47439,Petrol,Manual,12614,479000.0,Bangalore
1755,Mahindra XUV500,Mahindra,2012,147951,Diesel,Manual,12614,379000.0,Bangalore
1756,Maruti Swift,Maruti,2019,52112,Petrol,Manual,9815,556000.0,Bangalore
1757,Renault Kwid,Renault,2017,33742,Petrol,Manual,6021,308000.0,Bangalore
1758,Tata Tiago,Tata,2019,27630,Petrol,Auto,8279,469000.00000000006,Bangalore
1759,KIA SONET,KIA,2023,40841,Petrol,Manual,18407,1075000.0,Bangalore
1760,Hyundai i10,Hyundai,2011,75309,Petrol,Manual,18407,217000.0,Bangalore
1761,Maruti Dzire,Maruti,2017,89491,Petrol,Auto,8798,450000.0,Bangalore
1762,KIA CARENS,KIA,2023,23141,Petrol,Manual,20547,1200000.0,Bangalore
1763,Renault Kwid,Renault,2017,58214,Petrol,Auto,5181,265000.0,Bangalore
1764,Mahindra XUV500,Mahindra,2018,23000,Diesel,Auto,25277,1328000.0,Bangalore
1765,Hyundai Tucson,Hyundai,2017,70686,Diesel,Auto,25265,1162000.0,Bangalore
1766,Hyundai VENUE,Hyundai,2021,6970,Petrol,Manual,12357,700000.0,Bangalore
1767,Maruti Ertiga,Maruti,2014,129220,Diesel,Manual,26597,565000.0,Bangalore
1768,Honda Amaze,Honda,2016,52926,Petrol,Manual,7407,333000.0,Bangalore
1769,Honda City,Honda,2015,52176,Petrol,Auto,13167,500000.0,Bangalore
1770,Renault Duster,Renault,2017,61540,Petrol,Manual,11339,580000.0,Bangalore
1771,Hyundai i10,Hyundai,2013,63843,Petrol,Auto,12710,270000.0,Bangalore
1772,Hyundai Elite i20,Hyundai,2017,145769,Diesel,Manual,10321,464000.0,Bangalore
1773,Mahindra XUV500,Mahindra,2014,137724,Diesel,Manual,27067,575000.0,Bangalore
1774,Tata NEXON,Tata,2018,58452,Diesel,Manual,14467,740000.0,Bangalore
1775,Maruti Ritz,Maruti,2012,66309,Petrol,Manual,26655,300000.0,Bangalore
1776,Maruti Ritz,Maruti,2012,68618,Diesel,Manual,26655,286000.0,Bangalore
1777,Maruti Ritz,Maruti,2010,182198,Diesel,Manual,26655,177000.0,Bangalore
1778,Audi A3,Audi,2014,110187,Diesel,Auto,48239,1035000.0,Bangalore
1779,Maruti Swift Dzire,Maruti,2014,58173,Petrol,Manual,11957,360000.0,Bangalore
1780,Maruti Swift,Maruti,2011,110781,Petrol,Manual,11957,143000.0,Bangalore
1781,Hyundai Verna,Hyundai,2014,73759,Diesel,Manual,23819,506000.0,Bangalore
1782,Maruti Swift,Maruti,2018,121289,Diesel,Auto,12902,580000.0,Bangalore
1783,Tata Zest,Tata,2015,105441,Petrol,Manual,9559,363000.0,Bangalore
1784,Mahindra TUV300,Mahindra,2016,117465,Diesel,Manual,13588,516000.0,Bangalore
1785,Hyundai i10,Hyundai,2010,76140,Petrol,Manual,13588,144000.0,Bangalore
1786,Maruti Grand Vitara,Maruti,2023,48882,Petrol,Manual,20119,1175000.0,Bangalore
1787,Maruti Swift,Maruti,2013,113438,Petrol,Manual,13934,296000.0,Bangalore
1788,Fiat Grand Punto,Fiat,2011,133993,Diesel,Manual,13934,164000.0,Bangalore
1789,Maruti Ritz,Maruti,2011,81327,Petrol,Manual,13934,237000.0,Bangalore
1790,Tata Nano,Tata,2015,16437,Petrol,Auto,5767,219000.0,Bangalore
1791,Hyundai Grand i10,Hyundai,2017,45068,Petrol,Manual,8407,430000.0,Bangalore
1792,Hyundai i10,Hyundai,2011,80594,Petrol,Manual,8407,189000.0,Bangalore
1793,Ford Ecosport,Ford,2014,75493,Petrol,Manual,13983,421000.0,Bangalore
1794,Ford Classic,Ford,2012,105314,Diesel,Manual,13983,160000.0,Bangalore
1795,Hyundai Verna,Hyundai,2013,80749,Petrol,Auto,21701,461000.00000000006,Bangalore
1796,Maruti Baleno,Maruti,2023,28946,Petrol,Auto,13893,787000.0,Bangalore
1797,Maruti Baleno,Maruti,2018,32438,Petrol,Manual,11015,624000.0,Bangalore
1798,Mahindra Bolero,Mahindra,2020,138905,Diesel,Manual,17459,802999.9999999999,Bangalore
1799,Maruti Alto,Maruti,2011,70845,Petrol,Manual,17459,140000.0,Bangalore
1800,Hyundai NEW I20,Hyundai,2022,33463,Petrol,Manual,13681,775000.0,Bangalore
1801,Maruti Swift,Maruti,2019,144734,Diesel,Manual,14392,647000.0,Bangalore
1802,Maruti Ertiga,Maruti,2017,38085,Petrol,Manual,16598,872000.0000000001,Bangalore
1803,Renault Kwid,Renault,2017,64262,Petrol,Auto,5474,280000.0,Bangalore
1804,Ford Figo,Ford,2010,165731,Diesel,Manual,5474,78000.0,Bangalore
1805,Renault Duster,Renault,2020,29751,Petrol,Manual,16403,958000.0,Bangalore
1806,Hyundai i10,Hyundai,2011,81947,Petrol,Manual,16403,149000.0,Bangalore
1807,Renault Duster,Renault,2015,165696,Diesel,Manual,18002,542000.0,Bangalore
1808,Mahindra Quanto,Mahindra,2013,48500,Diesel,Manual,22237,250000.0,Bangalore
1809,Maruti Swift Dzire,Maruti,2011,163432,Diesel,Manual,22237,275000.0,Bangalore
1810,Maruti Baleno,Maruti,2018,78765,Petrol,Manual,7396,419000.00000000006,Bangalore
1811,Volkswagen Vento,Volkswagen,2012,141203,Diesel,Manual,7396,250000.0,Bangalore
1812,Hyundai Creta,Hyundai,2020,69416,Petrol,Manual,20547,1200000.0,Bangalore
1813,Hyundai Elite i20,Hyundai,2018,51975,Petrol,Auto,13458,605000.0,Bangalore
1814,Mahindra XUV500,Mahindra,2015,74001,Diesel,Manual,26224,801000.0,Bangalore
1815,Mahindra Xylo,Mahindra,2018,85231,Diesel,Manual,8641,442000.0,Bangalore
1816,Hyundai NEW SANTRO,Hyundai,2019,55230,Petrol,Manual,5702,323000.0,Bangalore
1817,Hyundai VENUE,Hyundai,2020,49625,Petrol,Auto,14212,830000.0000000001,Bangalore
1818,Fiat Grand Punto,Fiat,2012,100350,Diesel,Manual,14212,137000.0,Bangalore
1819,Hyundai i20,Hyundai,2013,58282,Petrol,Manual,18594,395000.0,Bangalore
1820,Tata NEXON,Tata,2021,63114,Petrol,Manual,13955,815000.0,Bangalore
1821,Renault TRIBER,Renault,2019,90336,Petrol,Manual,8826,500000.0,Bangalore
1822,Volkswagen Ameo,Volkswagen,2017,25076,Petrol,Manual,9912,507000.0,Bangalore
1823,Hyundai i20,Hyundai,2013,97076,Diesel,Manual,31173,351000.0,Bangalore
1824,Hyundai Verna,Hyundai,2011,87474,Petrol,Manual,31173,286000.0,Bangalore
1825,Fiat Linea,Fiat,2010,107900,Petrol,Manual,31173,163000.0,Bangalore
1826,Maruti Swift,Maruti,2019,45000,Petrol,Manual,11898,674000.0,Bangalore
1827,Maruti Ertiga,Maruti,2014,58562,Petrol,Manual,18135,546000.0,Bangalore
1828,Hyundai AURA,Hyundai,2020,85288,Diesel,Auto,9903,561000.0,Bangalore
1829,Honda Jazz,Honda,2017,84684,Petrol,Manual,8407,430000.0,Bangalore
1830,Maruti Baleno,Maruti,2019,52829,Petrol,Manual,11227,636000.0,Bangalore
1831,Maruti Swift Dzire,Maruti,2012,100603,Petrol,Manual,27987,315000.0,Bangalore
1832,Ford Ecosport,Ford,2019,65933,Petrol,Manual,13970,628000.0,Bangalore
1833,Honda City,Honda,2013,57173,Petrol,Manual,16476,350000.0,Bangalore
1834,Hyundai Xcent,Hyundai,2015,183143,Petrol,Manual,8558,325000.0,Bangalore
1835,Mahindra Thar,Mahindra,2021,55524,Diesel,Manual,21609,1262000.0,Bangalore
1836,Maruti Celerio,Maruti,2018,99189,Petrol,Manual,7732,438000.0,Bangalore
1837,Hyundai i10,Hyundai,2010,59081,Petrol,Auto,7732,213000.0,Bangalore
1838,Honda Brio,Honda,2015,64776,Petrol,Manual,8479,322000.0,Bangalore
1839,Renault Kiger,Renault,2022,34982,Petrol,Auto,9285,526000.0,Bangalore
1840,Maruti Baleno,Maruti,2021,65569,Petrol,Manual,11121,630000.0,Bangalore
1841,Honda City,Honda,2015,99359,Petrol,Manual,14247,541000.0,Bangalore
1842,Honda City,Honda,2016,58584,Petrol,Manual,12702,571000.0,Bangalore
1843,Toyota Innova,Toyota,2015,154826,Diesel,Manual,21058,634000.0,Bangalore
1844,Hyundai Grand i10,Hyundai,2014,50364,Petrol,Manual,11625,350000.0,Bangalore
1845,Hyundai VENUE,Hyundai,2021,15471,Petrol,Auto,16078,939000.0,Bangalore
1846,Honda Jazz,Honda,2015,46167,Petrol,Auto,11824,449000.0,Bangalore
1847,Hyundai Elite i20,Hyundai,2020,17496,Petrol,Manual,11315,641000.0,Bangalore
1848,Honda Amaze,Honda,2018,66922,Petrol,Manual,7944,450000.0,Bangalore
1849,Maruti XL6,Maruti,2022,38158,Petrol,Manual,18492,1080000.0,Bangalore
1850,Mahindra XUV300,Mahindra,2021,24126,Petrol,Auto,11651,660000.0,Bangalore
1851,Tata TIGOR,Tata,2022,98701,Petrol,Manual,8809,499000.0,Bangalore
1852,Tata NEXON,Tata,2018,84741,Diesel,Manual,12981,664000.0,Bangalore
1853,Hyundai Elite i20,Hyundai,2016,55106,Petrol,Manual,10655,479000.0,Bangalore
1854,Hyundai Grand i10,Hyundai,2016,33015,Petrol,Manual,10010,450000.0,Bangalore
1855,Tata NEXON,Tata,2020,43793,Petrol,Auto,12039,682000.0,Bangalore
1856,Hyundai i20 Active,Hyundai,2017,85000,Petrol,Manual,9580,490000.00000000006,Bangalore
1857,Maruti Wagon R 1.0,Maruti,2011,152559,Petrol,Manual,9580,260000.0,Bangalore
1858,Hyundai VENUE,Hyundai,2020,57478,Petrol,Manual,14725,860000.0,Bangalore
1859,Hyundai AURA,Hyundai,2020,7997,Petrol,Manual,11827,670000.0,Bangalore
1860,Ford FREESTYLE,Ford,2021,42725,Petrol,Manual,11863,672000.0,Bangalore
1861,Nissan Micra,Nissan,2011,105717,Diesel,Manual,11863,180000.0,Bangalore
1862,Hyundai Grand i10,Hyundai,2017,36384,Petrol,Manual,7820,400000.0,Bangalore
1863,Hyundai Creta,Hyundai,2018,208012,Diesel,Auto,16683,750000.0,Bangalore
1864,Renault TRIBER,Renault,2022,30247,Petrol,Manual,11474,650000.0,Bangalore
1865,Nissan MAGNITE,Nissan,2022,7682,Petrol,Manual,13240,750000.0,Bangalore
1866,Hyundai Elite i20,Hyundai,2017,76473,Petrol,Manual,11046,565000.0,Bangalore
1867,Hyundai Grand i10,Hyundai,2017,73156,Petrol,Manual,6549,335000.0,Bangalore
1868,Maruti Celerio,Maruti,2018,96846,Petrol,Auto,7767,440000.00000000006,Bangalore
1869,Maruti XL6,Maruti,2023,15412,Petrol,Manual,20547,1200000.0,Bangalore
1870,Maruti Wagon R 1.0,Maruti,2010,158950,Petrol,Manual,20547,160000.0,Bangalore
1871,Skoda Rapid,Skoda,2018,117567,Petrol,Auto,15082,678000.0,Bangalore
1872,Skoda SLAVIA,Skoda,2022,20769,Petrol,Auto,22396,1308000.0,Bangalore
1873,Maruti Swift Dzire,Maruti,2014,138575,Petrol,Manual,12821,386000.0,Bangalore
1874,Mahindra Thar,Mahindra,2023,36608,Diesel,Manual,20615,1204000.0,Bangalore
1875,Skoda KUSHAQ,Skoda,2022,36421,Petrol,Manual,18869,1102000.0,Bangalore
1876,Hyundai ALCAZAR,Hyundai,2025,14213,Petrol,Auto,34279,2002000.0,Bangalore
1877,Ford Figo Aspire,Ford,2021,47227,Petrol,Manual,8773,497000.0,Bangalore
1878,Honda Amaze,Honda,2015,111184,Petrol,Auto,8954,340000.0,Bangalore
1879,Maruti Wagon R 1.0,Maruti,2018,64687,Petrol,Auto,7767,440000.00000000006,Bangalore
1880,KIA CARENS,KIA,2023,28832,Petrol,Auto,24348,1422000.0,Bangalore
1881,Maruti Swift Dzire,Maruti,2014,87154,Petrol,Manual,12954,390000.0,Bangalore
1882,Maruti Alto,Maruti,2019,92201,Petrol,Manual,5719,324000.0,Bangalore
1883,Maruti Celerio,Maruti,2019,27649,Petrol,Auto,8244,467000.0,Bangalore
1884,Maruti Swift,Maruti,2010,131030,Petrol,Manual,8244,232000.0,Bangalore
1885,Nissan Sunny,Nissan,2012,15863,Petrol,Manual,25322,285000.0,Bangalore
1886,Tata NEXON,Tata,2022,34043,Petrol,Manual,15838,925000.0,Bangalore
1887,Ford Ecosport,Ford,2015,85789,Diesel,Manual,17604,530000.0,Bangalore
1888,Maruti Swift,Maruti,2014,132687,Diesel,Manual,18924,402000.0,Bangalore
1889,Toyota Glanza,Toyota,2021,93965,Petrol,Manual,11209,635000.0,Bangalore
1890,Tata NEXON,Tata,2023,11600,Petrol,Manual,15410,900000.0,Bangalore
1891,Ford FREESTYLE,Ford,2020,46249,Petrol,Manual,9501,538000.0,Bangalore
1892,Volkswagen Polo,Volkswagen,2011,24718,Petrol,Manual,9501,262000.0,Bangalore
1893,Maruti Swift,Maruti,2018,52192,Petrol,Manual,10592,600000.0,Bangalore
1894,Maruti Baleno,Maruti,2021,54098,Petrol,Manual,11580,656000.0,Bangalore
1895,Maruti S Cross,Maruti,2020,81819,Diesel,Manual,14016,794000.0,Bangalore
1896,Hyundai Creta,Hyundai,2017,62576,Petrol,Manual,15327,784000.0,Bangalore
1897,Hyundai Elite i20,Hyundai,2019,55915,Petrol,Manual,12180,690000.0,Bangalore
1898,Mahindra XUV500,Mahindra,2016,119548,Diesel,Manual,19092,725000.0,Bangalore
1899,Ford Figo,Ford,2014,104238,Diesel,Manual,13369,284000.0,Bangalore
1900,Maruti Swift,Maruti,2018,33500,Petrol,Manual,11474,650000.0,Bangalore
1901,Ford Figo,Ford,2011,100440,Petrol,Manual,11474,137000.0,Bangalore
1902,Maruti Swift,Maruti,2014,109647,Petrol,Manual,14050,423000.00000000006,Bangalore
1903,Renault Kwid,Renault,2019,49722,Petrol,Auto,6796,385000.0,Bangalore
1904,Hyundai Elite i20,Hyundai,2019,54298,Petrol,Manual,10592,600000.0,Bangalore
1905,Maruti Celerio,Maruti,2015,144598,Petrol,Manual,7900,300000.0,Bangalore
1906,Maruti New Wagon-R,Maruti,2022,24106,Petrol,Manual,10009,567000.0,Bangalore
1907,Maruti Swift,Maruti,2019,98989,Petrol,Auto,9091,515000.00000000006,Bangalore
1908,Skoda Rapid,Skoda,2012,151851,Diesel,Manual,9091,227000.0,Bangalore
1909,Hyundai Creta,Hyundai,2017,87026,Diesel,Manual,17751,798000.0,Bangalore
1910,Honda City,Honda,2013,79369,Petrol,Manual,15958,339000.0,Bangalore
1911,Maruti Swift Dzire,Maruti,2013,140978,Diesel,Manual,31986,360000.0,Bangalore
1912,Tata NEXON,Tata,2021,26113,Petrol,Manual,16095,940000.0,Bangalore
